Student_ID,College_Tier,Department,CGPA,Skill_Programs,Internships,Projects,Domain,Company_Tier,Job_Role,Salary_LPA,Applied,Shortlisted,Interview_Attended,Offer_Received,Joined,Round_1,Round_2,Round_3,Cleared_R1,Cleared_R2,Cleared_R3,Failed_Stage
87380,1,Mechanical,8.84,1,2,7,GenAI,Mid,Data Analyst,5,1,0,1,1,0,Coding,Tech,Tech,1,0,0,Round2
87381,3,Civil,8.17,0,2,4,GenAI,Startup,Data Analyst,5,1,1,0,0,0,GD,Tech,Tech,0,0,1,Round1
87382,1,Civil,8.81,1,1,5,GenAI,Startup,GenAI Engineer,6,1,0,1,0,1,GD,Tech,Tech,1,1,1,Selected
87383,3,Mechanical,8.03,2,2,3,AI,Startup,AI Engineer,34,1,1,0,0,1,Aptitude,Coding,Tech,1,0,0,Round2
87384,4,Civil,5.07,1,1,6,GenAI,Top,GenAI Engineer,39,1,1,0,0,0,Aptitude,Coding,HR,0,1,1,Round1
87385,3,Civil,8.4,1,2,9,AI,Startup,GenAI Engineer,25,1,1,0,0,0,GD,Coding,Tech,0,0,1,Round1
87386,1,Mechanical,6.3,2,1,7,DS,Top,Data Scientist,24,1,1,0,1,0,Coding,Tech,HR,0,1,1,Round1
87387,4,Civil,7.91,0,1,1,GenAI,Startup,Data Scientist,15,1,1,0,1,1,Aptitude,Coding,Tech,1,1,0,Round3
87388,4,ECE,6.78,2,1,3,DS,Startup,Data Analyst,17,1,1,1,0,0,GD,Tech,Tech,0,0,1,Round1
87389,2,Mechanical,5.87,2,2,8,AI,Startup,Data Analyst,10,1,0,1,1,0,GD,Tech,HR,1,1,0,Round3
87390,4,Civil,8.82,1,0,6,GenAI,Startup,Data Scientist,20,1,1,0,0,0,GD,Tech,HR,1,0,1,Round2
87391,4,ECE,5.45,2,1,3,GenAI,Mid,Data Analyst,5,1,1,1,1,0,GD,Coding,HR,0,1,1,Round1
87392,4,Mechanical,6.31,0,0,8,GenAI,Top,AI Engineer,30,1,1,1,1,1,Coding,Tech,HR,1,0,0,Round2
87393,2,ECE,9.11,2,2,7,DS,Top,Data Analyst,35,1,0,1,1,1,GD,Tech,Tech,1,1,1,Selected
87394,3,Civil,7.66,0,1,2,DS,Mid,Data Scientist,22,1,1,1,0,1,Coding,Tech,Tech,0,0,1,Round1
87395,1,Civil,9.96,2,2,5,GenAI,Top,AI Engineer,5,1,1,0,0,1,GD,Tech,HR,1,1,1,Selected
87396,4,Civil,7.37,0,1,3,GenAI,Startup,Data Scientist,32,1,0,0,0,0,GD,Tech,HR,1,1,1,Selected
87397,1,ECE,9.6,1,0,8,GenAI,Top,AI Engineer,24,1,0,0,0,0,Coding,Coding,HR,1,1,1,Selected
87398,1,CSE,7.98,1,1,2,AI,Mid,Data Scientist,4,1,1,0,1,0,Coding,Coding,HR,0,0,0,Round1
87399,4,CSE,6.03,1,0,8,GenAI,Mid,GenAI Engineer,22,1,1,0,0,0,Coding,Coding,Tech,1,1,0,Round3
87400,1,ECE,8.68,1,2,7,AI,Top,AI Engineer,17,1,0,1,1,1,Aptitude,Tech,Tech,1,0,0,Round2
87401,3,ECE,8.62,2,1,2,AI,Startup,Data Analyst,34,1,1,0,1,1,Aptitude,Tech,HR,0,1,0,Round1
87402,1,Civil,7.07,0,0,1,GenAI,Mid,Data Analyst,37,1,1,1,0,0,Coding,Tech,Tech,0,1,0,Round1
87403,1,CSE,8.18,2,2,5,AI,Startup,Data Scientist,39,1,1,1,0,0,GD,Tech,Tech,1,1,0,Round3
87404,2,Mechanical,5.29,2,2,5,DS,Mid,Data Analyst,17,1,1,1,0,0,GD,Coding,Tech,1,0,1,Round2
87405,3,Mechanical,7.55,0,0,7,DS,Mid,AI Engineer,9,1,1,1,0,0,Coding,Tech,Tech,1,1,1,Selected
87406,1,CSE,7.1,1,2,2,GenAI,Top,GenAI Engineer,38,1,1,0,0,0,Aptitude,Tech,Tech,1,1,1,Selected
87407,4,Mechanical,7.18,1,0,3,DS,Mid,Data Analyst,4,1,0,1,0,1,GD,Tech,HR,0,0,1,Round1
87408,1,Civil,8.57,1,1,9,GenAI,Top,Data Scientist,17,1,1,0,1,1,GD,Coding,HR,1,1,1,Selected
87409,4,ECE,9.36,2,2,7,AI,Top,GenAI Engineer,15,1,0,1,0,0,Aptitude,Tech,HR,0,1,1,Round1
87410,3,CSE,6.31,2,2,4,AI,Top,Data Scientist,25,1,1,1,0,1,GD,Coding,Tech,1,0,1,Round2
87411,3,Civil,5.98,1,2,6,AI,Startup,AI Engineer,13,1,1,0,0,1,Coding,Tech,HR,0,0,1,Round1
87412,2,ECE,9.38,0,2,2,DS,Startup,GenAI Engineer,30,1,0,1,1,0,Coding,Tech,HR,0,0,1,Round1
87413,4,ECE,6.65,1,0,5,GenAI,Mid,Data Scientist,25,1,1,0,1,0,GD,Coding,HR,1,1,0,Round3
87414,4,CSE,6.01,1,2,1,GenAI,Top,Data Scientist,8,1,1,1,0,0,Aptitude,Tech,HR,0,0,0,Round1
87415,3,Civil,6.47,2,1,3,AI,Mid,Data Scientist,17,1,1,0,0,0,Aptitude,Tech,HR,1,0,1,Round2
87416,4,Civil,9.42,0,2,2,DS,Top,GenAI Engineer,38,1,1,0,0,0,GD,Coding,HR,0,0,1,Round1
87417,4,Civil,8.73,2,0,3,DS,Mid,AI Engineer,39,1,1,0,1,0,Coding,Coding,Tech,1,1,0,Round3
87418,1,ECE,7.45,2,0,5,GenAI,Top,GenAI Engineer,16,1,0,0,1,0,Coding,Tech,Tech,0,1,0,Round1
87419,2,CSE,6.9,1,1,7,DS,Startup,AI Engineer,31,1,1,1,1,0,Aptitude,Coding,Tech,0,0,1,Round1
87420,1,CSE,6.39,0,2,5,DS,Mid,GenAI Engineer,9,1,1,0,0,0,Aptitude,Coding,HR,1,1,0,Round3
87421,3,ECE,9.73,0,1,1,GenAI,Mid,AI Engineer,37,1,1,1,1,0,Aptitude,Coding,Tech,0,1,0,Round1
87422,4,CSE,6.67,1,1,6,AI,Startup,GenAI Engineer,35,1,1,0,0,0,Aptitude,Coding,HR,1,0,1,Round2
87423,4,CSE,8.33,2,2,2,GenAI,Top,Data Analyst,9,1,1,1,1,0,Aptitude,Tech,Tech,1,0,0,Round2
87424,3,Civil,7.56,1,1,5,DS,Mid,Data Scientist,23,1,0,0,1,0,Aptitude,Tech,Tech,1,0,1,Round2
87425,4,CSE,5.22,2,0,3,GenAI,Mid,AI Engineer,21,1,1,0,0,1,Aptitude,Coding,Tech,0,1,0,Round1
87426,3,CSE,9.85,2,2,4,DS,Startup,Data Analyst,27,1,1,0,1,0,Aptitude,Tech,Tech,0,1,0,Round1
87427,2,Civil,8.38,0,2,4,GenAI,Mid,AI Engineer,9,1,1,0,0,0,Aptitude,Coding,HR,1,0,1,Round2
87428,4,Civil,6.31,1,2,7,AI,Mid,Data Analyst,16,1,1,0,1,0,GD,Tech,HR,0,0,0,Round1
87429,1,Mechanical,7.91,1,2,3,GenAI,Top,AI Engineer,23,1,1,0,1,0,Coding,Tech,HR,0,0,0,Round1
87430,1,Civil,7.2,0,2,7,GenAI,Mid,Data Analyst,23,1,1,1,0,0,Coding,Coding,HR,1,1,1,Selected
87431,2,ECE,9.03,2,0,9,DS,Mid,Data Analyst,17,1,1,0,1,0,Coding,Tech,HR,1,0,0,Round2
87432,3,Civil,9.03,1,2,8,DS,Top,AI Engineer,13,1,1,1,1,0,Aptitude,Coding,Tech,0,1,0,Round1
87433,4,Mechanical,9.97,1,1,3,GenAI,Startup,Data Analyst,15,1,1,1,1,0,Coding,Coding,HR,0,0,1,Round1
87434,4,CSE,6.22,1,0,6,AI,Top,AI Engineer,23,1,0,1,1,0,Aptitude,Tech,HR,0,0,1,Round1
87435,1,Mechanical,5.39,0,0,4,GenAI,Startup,GenAI Engineer,24,1,1,0,0,0,GD,Coding,HR,1,1,0,Round3
87436,3,Civil,9.32,1,1,7,GenAI,Mid,GenAI Engineer,19,1,1,1,1,0,Aptitude,Tech,HR,1,1,0,Round3
87437,3,Civil,7.27,1,1,8,DS,Mid,AI Engineer,30,1,1,0,0,0,Coding,Coding,HR,1,0,1,Round2
87438,4,ECE,6.25,1,2,9,DS,Mid,GenAI Engineer,23,1,1,1,1,0,GD,Coding,Tech,0,0,0,Round1
87439,4,ECE,7.98,0,0,8,AI,Startup,GenAI Engineer,19,1,1,1,0,0,GD,Coding,HR,0,0,1,Round1
87440,1,Mechanical,8.37,2,0,7,AI,Top,Data Scientist,10,1,1,1,1,0,GD,Coding,HR,1,0,1,Round2
87441,3,Mechanical,9.13,1,0,5,DS,Top,Data Analyst,5,1,1,0,1,0,Aptitude,Coding,HR,0,0,1,Round1
87442,4,CSE,9.3,2,1,1,GenAI,Top,Data Analyst,8,1,1,0,0,0,Aptitude,Tech,HR,0,0,0,Round1
87443,4,Mechanical,8.2,2,1,2,DS,Top,Data Scientist,39,1,1,1,0,0,GD,Coding,Tech,1,0,0,Round2
87444,1,Civil,8.6,2,2,2,GenAI,Mid,Data Scientist,10,1,1,1,0,0,Coding,Coding,HR,0,1,1,Round1
87445,1,ECE,6.72,0,2,5,DS,Mid,Data Scientist,5,1,0,1,1,0,Aptitude,Tech,Tech,1,1,1,Selected
87446,4,CSE,7.83,1,0,4,AI,Top,Data Scientist,38,1,0,0,1,0,GD,Coding,Tech,1,1,1,Selected
87447,2,Civil,9.79,1,0,2,DS,Startup,Data Analyst,8,1,1,1,1,1,Coding,Coding,HR,1,1,1,Selected
87448,1,CSE,8.52,0,1,1,GenAI,Mid,Data Scientist,21,1,1,0,0,0,Aptitude,Coding,Tech,0,1,0,Round1
87449,4,Civil,6.09,1,1,7,GenAI,Top,GenAI Engineer,11,1,1,1,0,0,Coding,Tech,HR,0,1,0,Round1
87450,2,CSE,9.28,1,1,6,GenAI,Top,Data Analyst,15,1,1,1,1,1,GD,Tech,HR,0,0,0,Round1
87451,4,Civil,9.87,2,1,9,GenAI,Top,Data Analyst,31,1,1,1,0,0,Aptitude,Coding,Tech,1,1,1,Selected
87452,3,Civil,7.02,1,2,2,GenAI,Top,Data Scientist,34,1,1,1,0,0,Aptitude,Coding,Tech,0,1,1,Round1
87453,2,CSE,5.38,0,1,7,AI,Top,Data Analyst,22,1,1,0,1,0,Aptitude,Tech,Tech,1,0,0,Round2
87454,3,Mechanical,8.83,1,0,3,AI,Top,Data Scientist,11,1,1,0,1,0,Coding,Coding,HR,1,1,0,Round3
87455,4,ECE,9.83,2,2,9,DS,Top,Data Scientist,37,1,0,1,1,1,GD,Tech,Tech,0,1,0,Round1
87456,2,CSE,6.78,2,1,5,AI,Startup,AI Engineer,14,1,1,0,1,0,Aptitude,Coding,HR,1,0,1,Round2
87457,3,CSE,7.0,0,1,8,GenAI,Startup,AI Engineer,33,1,1,0,1,0,GD,Tech,HR,0,1,0,Round1
87458,1,CSE,8.89,0,1,8,DS,Top,Data Analyst,18,1,1,0,1,0,Aptitude,Tech,Tech,1,0,0,Round2
87459,2,ECE,8.76,0,0,1,AI,Startup,AI Engineer,10,1,1,0,0,1,Aptitude,Coding,Tech,1,1,0,Round3
87460,1,Civil,9.81,0,0,5,DS,Top,Data Scientist,12,1,0,1,1,1,Aptitude,Coding,HR,1,0,0,Round2
87461,1,Civil,5.84,2,2,3,GenAI,Startup,AI Engineer,12,1,1,0,1,0,Aptitude,Coding,HR,0,1,0,Round1
87462,3,Civil,8.44,1,1,8,AI,Mid,Data Analyst,33,1,0,0,0,0,Aptitude,Coding,HR,0,1,0,Round1
87463,4,Mechanical,8.54,2,0,9,DS,Startup,AI Engineer,11,1,1,1,1,0,Aptitude,Tech,HR,0,1,0,Round1
87464,3,Civil,8.49,1,2,1,GenAI,Top,AI Engineer,29,1,1,1,1,1,Aptitude,Tech,HR,0,0,1,Round1
87465,4,ECE,6.35,0,0,2,GenAI,Top,AI Engineer,21,1,0,0,1,1,Aptitude,Coding,Tech,0,1,1,Round1
87466,3,ECE,5.0,1,0,9,GenAI,Startup,Data Scientist,6,1,1,1,1,0,GD,Coding,HR,0,0,0,Round1
87467,3,CSE,9.66,0,2,7,GenAI,Top,AI Engineer,5,1,1,1,0,0,GD,Coding,HR,1,1,0,Round3
87468,2,Civil,6.97,2,1,5,AI,Top,Data Scientist,37,1,1,1,1,0,GD,Coding,Tech,1,1,1,Selected
87469,4,Civil,7.98,2,0,1,DS,Mid,Data Analyst,29,1,1,0,0,1,Coding,Coding,HR,0,1,1,Round1
87470,1,Mechanical,7.05,1,2,2,AI,Startup,Data Analyst,38,1,1,0,1,1,Aptitude,Tech,HR,1,1,0,Round3
87471,4,ECE,7.05,1,1,4,DS,Startup,GenAI Engineer,17,1,0,0,0,1,Coding,Coding,Tech,1,0,0,Round2
87472,4,CSE,6.73,2,2,8,AI,Startup,GenAI Engineer,25,1,1,1,1,0,Coding,Tech,Tech,1,0,0,Round2
87473,3,Mechanical,6.97,2,2,7,GenAI,Top,Data Scientist,17,1,1,0,0,1,Aptitude,Tech,HR,0,1,0,Round1
87474,1,Mechanical,8.84,2,0,3,AI,Top,AI Engineer,31,1,0,1,0,1,Aptitude,Tech,HR,0,0,0,Round1
87475,2,Mechanical,7.06,0,2,6,AI,Mid,Data Scientist,17,1,1,1,1,1,Coding,Coding,Tech,0,1,0,Round1
87476,3,ECE,8.93,2,0,3,GenAI,Top,GenAI Engineer,25,1,1,1,0,1,Coding,Tech,Tech,1,0,0,Round2
87477,2,Mechanical,9.15,2,2,2,GenAI,Mid,AI Engineer,4,1,1,0,0,0,Coding,Coding,HR,0,1,1,Round1
87478,2,CSE,6.71,2,1,9,DS,Startup,GenAI Engineer,25,1,1,1,0,0,Coding,Coding,HR,0,0,1,Round1
87479,4,ECE,7.95,2,1,3,DS,Mid,Data Analyst,5,1,1,1,0,0,GD,Tech,HR,0,1,0,Round1
87480,1,CSE,5.73,2,0,9,DS,Startup,GenAI Engineer,13,1,1,0,1,0,Coding,Coding,HR,0,1,1,Round1
87481,4,CSE,5.36,0,2,4,GenAI,Mid,GenAI Engineer,23,1,1,0,0,0,GD,Coding,Tech,0,0,0,Round1
87482,1,ECE,8.2,0,1,9,DS,Top,GenAI Engineer,16,1,0,0,0,0,Aptitude,Coding,HR,0,1,1,Round1
87483,2,Civil,6.65,1,1,9,DS,Mid,Data Analyst,22,1,0,0,0,0,GD,Tech,Tech,1,0,0,Round2
87484,4,Mechanical,8.67,1,1,4,GenAI,Startup,GenAI Engineer,20,1,1,1,0,1,GD,Tech,HR,1,0,0,Round2
87485,2,ECE,5.77,0,2,6,DS,Mid,GenAI Engineer,30,1,0,1,1,1,GD,Coding,HR,1,0,1,Round2
87486,3,Civil,6.13,0,2,6,DS,Mid,Data Scientist,34,1,0,1,0,0,Aptitude,Coding,Tech,1,1,0,Round3
87487,1,CSE,6.99,1,1,3,GenAI,Startup,AI Engineer,19,1,1,1,0,0,Coding,Tech,Tech,1,0,0,Round2
87488,2,ECE,9.55,2,0,5,DS,Startup,AI Engineer,33,1,0,1,0,0,GD,Coding,HR,1,1,0,Round3
87489,2,CSE,5.6,1,0,9,GenAI,Mid,Data Scientist,8,1,0,1,1,0,Coding,Coding,Tech,1,1,1,Selected
87490,1,Mechanical,8.66,0,2,8,DS,Top,GenAI Engineer,30,1,1,0,1,1,Aptitude,Tech,Tech,0,1,1,Round1
87491,2,ECE,9.8,1,1,6,GenAI,Top,GenAI Engineer,6,1,1,1,1,1,GD,Coding,HR,0,0,0,Round1
87492,3,ECE,5.29,2,1,6,DS,Startup,Data Analyst,36,1,0,0,0,1,Coding,Tech,HR,1,0,1,Round2
87493,2,Civil,9.24,1,0,4,GenAI,Startup,Data Analyst,6,1,1,0,0,0,GD,Coding,Tech,1,1,0,Round3
87494,2,ECE,8.84,1,0,3,DS,Top,GenAI Engineer,18,1,0,1,1,0,GD,Coding,Tech,0,0,1,Round1
87495,1,Civil,7.69,1,2,5,AI,Startup,AI Engineer,7,1,1,1,0,1,GD,Coding,Tech,0,1,1,Round1
87496,1,Mechanical,8.09,2,1,1,AI,Mid,AI Engineer,35,1,1,1,1,0,GD,Tech,Tech,1,0,1,Round2
87497,3,ECE,8.65,1,0,3,AI,Top,Data Analyst,36,1,1,1,0,1,GD,Tech,Tech,0,0,0,Round1
87498,2,CSE,5.59,1,2,6,DS,Top,Data Scientist,26,1,0,1,1,0,Aptitude,Tech,Tech,1,0,0,Round2
87499,4,ECE,8.44,2,0,7,AI,Top,AI Engineer,22,1,1,1,0,1,Aptitude,Tech,Tech,1,1,0,Round3
87500,3,ECE,6.65,0,2,4,AI,Startup,Data Analyst,5,1,0,1,0,0,Coding,Tech,Tech,0,1,0,Round1
87501,4,Mechanical,5.53,2,1,4,DS,Mid,GenAI Engineer,35,1,1,1,0,0,Coding,Tech,HR,1,1,0,Round3
87502,2,Civil,6.97,1,0,1,GenAI,Top,Data Analyst,22,1,1,0,0,1,Coding,Tech,HR,1,0,1,Round2
87503,2,Mechanical,9.27,2,1,1,GenAI,Startup,AI Engineer,23,1,0,1,0,1,GD,Coding,Tech,1,0,0,Round2
87504,1,CSE,9.68,2,1,1,GenAI,Mid,GenAI Engineer,24,1,1,0,0,0,Aptitude,Tech,Tech,1,1,0,Round3
87505,3,CSE,5.66,1,1,5,DS,Mid,AI Engineer,10,1,1,1,0,1,Aptitude,Coding,Tech,0,0,0,Round1
87506,4,ECE,9.44,2,0,6,GenAI,Top,Data Scientist,16,1,1,0,1,1,Aptitude,Coding,HR,1,1,0,Round3
87507,2,CSE,9.7,0,2,8,GenAI,Mid,AI Engineer,16,1,1,1,1,0,GD,Coding,HR,0,1,1,Round1
87508,2,ECE,8.0,0,2,8,GenAI,Mid,Data Analyst,30,1,0,0,0,0,Coding,Coding,HR,1,0,1,Round2
87509,1,Mechanical,5.37,1,2,8,AI,Top,GenAI Engineer,27,1,1,1,0,1,GD,Coding,HR,1,1,1,Selected
87510,1,CSE,7.27,2,0,1,AI,Top,AI Engineer,15,1,1,1,0,0,Coding,Coding,Tech,1,0,1,Round2
87511,1,Civil,5.41,2,1,1,GenAI,Top,Data Analyst,18,1,1,0,0,0,GD,Tech,Tech,0,0,1,Round1
87512,3,CSE,7.63,2,2,7,GenAI,Mid,GenAI Engineer,26,1,0,1,0,0,GD,Tech,HR,1,1,1,Selected
87513,3,Civil,5.06,2,0,1,DS,Startup,Data Analyst,22,1,0,1,0,0,GD,Coding,Tech,0,1,1,Round1
87514,2,Civil,8.48,1,0,2,AI,Startup,Data Analyst,29,1,1,1,0,0,GD,Tech,HR,0,0,1,Round1
87515,4,CSE,9.08,1,1,2,GenAI,Startup,GenAI Engineer,29,1,1,1,1,0,Aptitude,Coding,Tech,1,0,0,Round2
87516,3,Mechanical,7.93,0,2,9,DS,Startup,Data Analyst,31,1,0,0,1,0,Aptitude,Tech,Tech,1,0,0,Round2
87517,1,CSE,6.07,2,0,4,DS,Top,AI Engineer,5,1,0,1,1,0,Aptitude,Coding,Tech,1,1,1,Selected
87518,1,CSE,9.58,2,0,4,AI,Mid,AI Engineer,13,1,1,1,0,0,Coding,Coding,Tech,1,1,0,Round3
87519,3,Civil,5.55,2,0,9,AI,Top,Data Scientist,38,1,1,1,0,0,Coding,Tech,HR,0,0,0,Round1
87520,2,CSE,8.59,1,0,2,GenAI,Mid,Data Analyst,12,1,0,0,0,0,Aptitude,Coding,Tech,1,1,0,Round3
87521,2,CSE,8.54,0,0,8,AI,Mid,Data Analyst,7,1,1,0,1,0,Aptitude,Coding,Tech,0,1,0,Round1
87522,2,Civil,8.69,0,0,6,AI,Mid,GenAI Engineer,7,1,1,1,1,0,Aptitude,Tech,Tech,1,0,0,Round2
87523,2,ECE,5.25,2,0,4,GenAI,Mid,Data Scientist,32,1,1,1,1,0,GD,Coding,HR,0,0,0,Round1
87524,1,Mechanical,5.71,1,0,5,DS,Mid,Data Analyst,34,1,1,0,0,0,Aptitude,Tech,HR,0,0,1,Round1
87525,3,CSE,5.45,1,0,1,GenAI,Startup,Data Scientist,28,1,1,1,0,1,GD,Coding,Tech,1,1,1,Selected
87526,1,CSE,7.8,2,2,2,GenAI,Top,Data Analyst,10,1,0,1,0,1,Aptitude,Tech,HR,0,0,1,Round1
87527,4,Civil,6.82,0,1,4,DS,Mid,Data Analyst,6,1,1,1,1,1,Coding,Coding,Tech,0,0,0,Round1
87528,2,Civil,5.89,2,0,3,DS,Mid,GenAI Engineer,37,1,0,0,0,0,Aptitude,Coding,Tech,1,0,0,Round2
87529,2,ECE,7.0,1,0,2,GenAI,Startup,GenAI Engineer,9,1,0,0,1,0,Aptitude,Coding,Tech,1,0,0,Round2
87530,4,CSE,9.94,2,0,9,DS,Top,AI Engineer,23,1,0,0,0,0,Coding,Coding,HR,1,0,0,Round2
87531,4,Mechanical,6.57,0,0,1,AI,Startup,Data Scientist,6,1,1,0,0,0,Aptitude,Coding,HR,1,1,1,Selected
87532,1,ECE,8.34,0,0,5,DS,Top,Data Scientist,5,1,0,1,1,0,Coding,Coding,HR,1,0,0,Round2
87533,4,CSE,5.13,2,2,2,AI,Mid,AI Engineer,30,1,1,1,1,0,GD,Coding,Tech,1,0,0,Round2
87534,2,CSE,9.33,0,2,9,DS,Top,Data Analyst,10,1,1,1,1,0,Aptitude,Coding,Tech,0,0,1,Round1
87535,4,Mechanical,8.72,2,0,8,AI,Mid,Data Analyst,16,1,1,1,1,0,Coding,Coding,Tech,1,0,0,Round2
87536,1,Mechanical,8.42,0,0,8,AI,Startup,GenAI Engineer,16,1,0,1,0,0,Coding,Coding,Tech,1,0,1,Round2
87537,4,CSE,6.94,0,2,8,DS,Mid,GenAI Engineer,37,1,1,1,1,0,GD,Coding,HR,1,0,1,Round2
87538,4,ECE,6.5,2,2,1,GenAI,Top,GenAI Engineer,28,1,1,1,1,0,Coding,Tech,Tech,1,1,1,Selected
87539,1,Mechanical,5.85,0,2,6,DS,Startup,Data Scientist,5,1,0,0,0,0,Aptitude,Tech,HR,1,1,1,Selected
87540,1,Civil,7.29,2,2,3,GenAI,Startup,Data Analyst,38,1,1,0,1,0,Coding,Coding,Tech,1,1,0,Round3
87541,1,Mechanical,9.65,0,0,5,DS,Top,Data Scientist,17,1,1,0,0,0,GD,Tech,Tech,1,1,1,Selected
87542,2,Civil,9.5,1,2,2,GenAI,Startup,Data Analyst,11,1,1,1,0,1,GD,Coding,HR,1,1,1,Selected
87543,2,Civil,9.97,2,1,5,AI,Startup,AI Engineer,27,1,0,1,1,0,GD,Coding,HR,1,1,0,Round3
87544,4,Mechanical,5.88,0,1,9,AI,Startup,AI Engineer,10,1,1,0,0,0,GD,Tech,HR,1,0,0,Round2
87545,2,ECE,7.67,0,2,5,GenAI,Startup,Data Analyst,20,1,0,0,0,0,GD,Coding,Tech,1,0,1,Round2
87546,3,Civil,6.16,2,2,7,DS,Top,GenAI Engineer,8,1,0,1,0,0,Aptitude,Tech,HR,0,1,1,Round1
87547,1,CSE,7.09,2,0,7,AI,Top,Data Analyst,4,1,0,1,1,0,GD,Tech,HR,1,1,1,Selected
87548,3,Civil,9.42,2,0,5,GenAI,Mid,GenAI Engineer,31,1,1,1,1,0,Coding,Coding,Tech,1,0,1,Round2
87549,1,ECE,7.47,2,1,4,DS,Mid,AI Engineer,31,1,1,1,1,0,Aptitude,Coding,Tech,0,1,1,Round1
87550,4,Mechanical,5.15,2,0,8,GenAI,Top,AI Engineer,8,1,1,1,1,0,GD,Tech,Tech,0,1,0,Round1
87551,1,ECE,5.68,0,1,6,DS,Top,GenAI Engineer,38,1,1,1,0,0,GD,Tech,HR,1,0,0,Round2
87552,2,Mechanical,7.25,1,0,7,AI,Startup,Data Scientist,31,1,1,0,1,0,GD,Coding,Tech,1,1,0,Round3
87553,4,ECE,8.33,1,1,8,GenAI,Top,Data Analyst,18,1,1,0,1,0,GD,Coding,HR,0,1,1,Round1
87554,1,Mechanical,7.79,1,2,7,GenAI,Startup,GenAI Engineer,20,1,1,0,1,0,Aptitude,Coding,HR,0,0,0,Round1
87555,4,Civil,9.98,2,0,2,AI,Startup,Data Scientist,11,1,1,0,0,1,GD,Coding,HR,1,0,0,Round2
87556,4,ECE,10.0,2,2,3,DS,Top,GenAI Engineer,34,1,0,0,1,0,GD,Tech,HR,0,0,0,Round1
87557,4,ECE,8.56,0,0,8,GenAI,Top,GenAI Engineer,27,1,1,1,0,0,Aptitude,Tech,Tech,1,1,0,Round3
87558,3,CSE,9.58,2,1,6,AI,Mid,Data Analyst,20,1,1,0,1,0,Aptitude,Coding,HR,0,0,0,Round1
87559,2,ECE,9.74,2,2,4,AI,Top,Data Scientist,8,1,0,0,0,0,Coding,Coding,HR,0,1,1,Round1
87560,4,CSE,9.11,1,1,4,GenAI,Startup,GenAI Engineer,20,1,1,1,0,1,Aptitude,Coding,Tech,0,1,1,Round1
87561,2,ECE,8.78,2,1,7,DS,Mid,Data Scientist,30,1,1,0,1,1,Aptitude,Coding,HR,1,0,1,Round2
87562,1,Civil,7.98,1,2,7,AI,Mid,GenAI Engineer,28,1,1,0,0,0,GD,Coding,Tech,0,1,0,Round1
87563,4,Civil,7.22,2,0,2,AI,Mid,GenAI Engineer,34,1,1,1,0,0,Coding,Tech,HR,0,1,0,Round1
87564,2,Mechanical,8.27,0,2,4,GenAI,Mid,Data Scientist,5,1,1,0,0,0,GD,Tech,HR,1,1,0,Round3
87565,4,Mechanical,5.02,0,2,3,DS,Mid,GenAI Engineer,37,1,1,1,1,1,Coding,Coding,HR,0,1,0,Round1
87566,3,CSE,6.55,0,2,5,AI,Top,Data Analyst,20,1,1,1,0,0,Aptitude,Coding,HR,0,1,0,Round1
87567,1,ECE,6.45,0,1,5,GenAI,Mid,GenAI Engineer,26,1,0,1,0,0,Aptitude,Coding,Tech,1,1,1,Selected
87568,3,Civil,5.78,2,0,8,AI,Mid,Data Analyst,14,1,1,1,1,0,Coding,Coding,Tech,0,1,1,Round1
87569,4,CSE,9.0,2,1,2,AI,Top,Data Scientist,22,1,1,1,1,1,GD,Coding,HR,0,1,1,Round1
87570,2,CSE,7.63,0,0,1,AI,Mid,Data Scientist,21,1,0,1,0,0,Coding,Coding,HR,1,1,1,Selected
87571,4,CSE,9.91,2,0,5,GenAI,Top,GenAI Engineer,23,1,1,1,0,1,Aptitude,Coding,Tech,0,0,0,Round1
87572,4,CSE,7.56,0,1,9,GenAI,Top,GenAI Engineer,20,1,0,0,0,1,Coding,Tech,Tech,1,0,1,Round2
87573,4,Mechanical,7.68,2,2,5,GenAI,Startup,Data Analyst,14,1,1,1,0,0,Aptitude,Coding,Tech,1,0,0,Round2
87574,3,CSE,7.83,2,2,1,GenAI,Mid,Data Analyst,27,1,1,1,0,1,GD,Coding,Tech,0,0,1,Round1
87575,3,Mechanical,8.78,1,2,7,GenAI,Top,AI Engineer,26,1,1,1,1,1,GD,Coding,Tech,1,0,1,Round2
87576,2,CSE,8.43,2,2,8,DS,Startup,GenAI Engineer,27,1,1,0,0,1,GD,Tech,HR,0,1,0,Round1
87577,1,ECE,8.76,0,2,6,AI,Mid,Data Analyst,10,1,1,0,0,0,GD,Coding,HR,1,1,0,Round3
87578,1,ECE,9.15,0,1,9,DS,Startup,Data Scientist,32,1,1,1,0,0,Coding,Coding,Tech,1,0,1,Round2
87579,2,Mechanical,8.6,1,2,3,AI,Top,Data Scientist,31,1,1,0,1,0,GD,Coding,Tech,1,1,1,Selected
87580,4,CSE,6.29,1,1,2,GenAI,Startup,Data Analyst,28,1,0,1,1,0,Coding,Tech,HR,0,1,0,Round1
87581,1,CSE,5.15,1,1,2,GenAI,Mid,GenAI Engineer,27,1,0,1,0,0,Coding,Coding,Tech,0,0,0,Round1
87582,3,CSE,9.9,1,1,6,DS,Mid,GenAI Engineer,19,1,1,1,1,0,GD,Coding,Tech,1,1,1,Selected
