Student_ID,College_Name,College_Tier,Department,CGPA,Domain,Program_Type,Program_Duration,Program_Completed,Hackathons_Attended,Project_Demo_Events,Workshops_Attended,Python_Projects,DataScience_Projects,BI_Projects,ML_Projects,DL_Projects,NLP_Projects,GenAI_Projects,AgenticAI_Projects,Posts_Per_Month,Posts_Per_Quarter,Posts_Per_Year,Project_Demo_Posts,Post_Type,Post_Category,Has_Github_Link,Has_App_Link,Avg_Likes_Current,Avg_Likes_Previous,Followers,Leads_Generated,Job_Inquiries,Like_Growth_%,Engagement_Rate,Project_Variation_Score,Demo_to_Post_Ratio,Posting_Consistency_Score,Exposure_Score,Execution_Score,Visibility_Score,Missing_Score,Completeness_Score,Placement_Readiness_Score
9578,IIT,2.0,Civil,5.27,,Internship,5,1,7,1,0,2,4,2,3,0,2,0,0,2,12,33,6,Carousel,Internship,1.0,0.0,,159,4015,109,46.0,8.025,0.3593127490039841,5,3.0,0.25,8,18,2886,0.04878048780487805,0.9512195121951219,38.39819512195122
9579,Tier4_College,3.0,Civil,5.27,,Bootcamp,7,0,9,8,6,0,4,2,1,1,1,2,0,2,14,84,0,,Project,,0.0,,575,6167,0,47.0,1.421875,0.22600518806744488,6,0.0,0.25,23,18,2788,0.0975609756097561,0.9024390243902439,52.812390243902435
9580,Tier4_College,3.0,IT,7.09,GenAI,Fellowship,11,1,1,4,7,0,0,0,3,2,0,1,0,7,14,50,3,,Project,1.0,1.0,358.0,208,4168,39,2.0,0.7177033492822966,0.08587191172943152,3,0.6,0.875,12,17,2506,0.024390243902439025,0.975609756097561,41.26209756097561
9581,Tier3_College,3.0,ECE,9.73,DS,Workshop,6,0,8,5,5,3,2,0,4,0,1,1,0,8,4,108,0,,Achievement,1.0,0.0,1760.0,1351,7359,133,26.0,0.3025147928994083,0.2391304347826087,5,0.0,1.0,18,17,14080,0.024390243902439025,0.975609756097561,58.83609756097561
9582,IIT,3.0,ECE,9.35,AI,Workshop,4,1,8,0,0,1,0,0,4,0,2,2,1,2,9,89,2,,Project,1.0,0.0,,499,2426,162,14.0,-0.488,0.10506798516687268,5,2.0,0.25,8,14,510,0.04878048780487805,0.9512195121951219,32.02219512195122
9583,Tier2_Engg,,Civil,8.91,GenAI,Internship,7,1,4,3,7,4,1,0,3,0,0,1,0,11,14,38,2,Text,Achievement,1.0,0.0,1210.0,922,7574,130,34.0,0.3120260021668472,0.15973597359735975,4,0.5,1.375,14,16,13310,0.024390243902439025,0.975609756097561,53.066097560975614
9584,Tier2_Engg,4.0,Mechanical,7.02,AI,Internship,3,1,5,4,5,1,1,0,1,0,1,2,0,8,4,33,3,,Learning,0.0,0.0,987.0,171,3335,7,,4.744186046511628,0.295863309352518,5,0.6,1.0,14,9,7896,0.04878048780487805,0.9512195121951219,40.40819512195122
9585,IIT,,IT,9.12,GenAI,Workshop,1,1,1,4,5,4,2,0,1,0,1,0,1,4,28,44,7,nan,Achievement,0.0,1.0,1512.0,518,5339,11,,1.9152215799614642,0.28314606741573034,5,1.4,0.5,10,10,6048,0.04878048780487805,0.9512195121951219,35.560195121951224
9586,IIT,1.0,nan,6.09,DS,Workshop,11,1,6,7,1,4,4,3,2,2,0,0,0,1,14,117,2,Video,Learning,0.0,1.0,,543,3404,198,,2.5330882352941178,0.5641703377386197,5,0.25,0.125,14,26,1921,0.04878048780487805,0.9512195121951219,51.433195121951215
9587,NIT,1.0,Mechanical,7.93,AI,Bootcamp,2,1,6,1,0,0,3,2,2,2,1,1,0,1,20,97,3,Text,Project,1.0,1.0,,848,5930,83,31.0,0.4193168433451119,0.20300118023942,6,1.5,0.125,7,13,1204,0.024390243902439025,0.975609756097561,30.960097560975612
9588,Tier3_College,1.0,Civil,8.73,GenAI,Internship,7,0,9,3,1,1,3,0,2,1,2,2,1,6,29,112,8,Video,Achievement,1.0,1.0,893.0,577,7083,120,28.0,0.5467128027681661,0.12605872388481085,7,2.0,0.75,13,19,5358,0.0,1.0,47.358000000000004
9589,IIT,2.0,nan,5.46,,Internship,10,0,4,9,1,3,0,0,1,1,1,2,1,10,20,34,6,Carousel,Internship,1.0,0.0,763.0,1246,8771,163,5.0,-0.3873295910184443,0.0869813041495668,6,0.6,1.25,14,19,7630,0.024390243902439025,0.975609756097561,50.386097560975614
9590,IIT,3.0,Mechanical,9.37,DS,Workshop,4,1,5,0,2,2,2,3,0,1,1,0,1,2,21,75,6,,Achievement,0.0,,,195,5223,173,,4.6938775510204085,0.21343797856049004,6,6.0,0.25,7,14,2230,0.0975609756097561,0.9024390243902439,32.25439024390244
9591,NIT,3.0,ECE,8.64,AI,Fellowship,7,0,1,7,6,1,1,2,2,2,1,1,0,9,13,34,3,,Project,1.0,0.0,1964.0,713,1574,6,31.0,1.7521008403361344,1.246984126984127,7,0.375,1.125,14,17,17676,0.024390243902439025,0.975609756097561,58.43209756097561
9592,NIT,3.0,Civil,7.67,AI,Internship,8,1,3,2,1,3,3,1,2,1,0,2,0,3,14,33,9,,Learning,0.0,1.0,1982.0,461,7145,145,,3.292207792207792,0.2773579624965015,6,3.0,0.375,6,20,5946,0.04878048780487805,0.9512195121951219,41.45819512195122
9593,Tier4_College,,nan,5.31,,Internship,7,1,6,4,5,1,1,3,4,2,0,0,0,11,21,38,5,Image,Achievement,0.0,0.0,1553.0,930,5308,36,,0.6691729323308271,0.2925221322282916,5,1.0,1.375,15,18,17083,0.07317073170731707,0.926829268292683,59.351292682926825
9594,Tier2_Engg,,Mechanical,8.47,GenAI,Internship,5,1,5,3,1,0,0,0,1,2,2,0,1,8,8,25,6,Text,Achievement,1.0,0.0,401.0,672,5911,100,43.0,-0.4026745913818722,0.06782814614343707,4,1.5,1.0,9,11,3208,0.024390243902439025,0.975609756097561,32.96409756097561
9595,Tier3_College,2.0,IT,7.24,nan,Workshop,1,1,6,1,0,1,2,0,1,2,1,1,1,5,12,68,6,Video,Internship,0.0,,647.0,195,1698,77,,2.306122448979592,0.38081224249558565,7,3.0,0.625,7,10,3235,0.04878048780487805,0.9512195121951219,29.74719512195122
9596,Tier4_College,4.0,IT,8.68,GenAI,Bootcamp,6,1,8,1,0,3,3,2,2,0,2,1,1,1,22,84,8,,Internship,1.0,1.0,,334,4814,63,49.0,0.8298507462686567,0.12710280373831775,7,4.0,0.125,9,20,612,0.04878048780487805,0.9512195121951219,39.12419512195122
9597,IIT,3.0,CSE,5.18,,Workshop,7,1,8,3,3,1,3,1,3,2,1,2,1,6,27,63,1,,Achievement,1.0,0.0,590.0,980,9858,50,37.0,-0.39755351681957185,0.05984379754539,8,0.25,0.75,14,21,3540,0.04878048780487805,0.9512195121951219,48.052195121951215
9598,NIT,3.0,nan,7.87,DS,Workshop,4,1,1,4,3,0,3,3,1,2,0,1,1,10,17,78,9,,Internship,1.0,0.0,1649.0,104,7147,142,21.0,14.714285714285714,0.23069390039171797,6,1.8,1.25,8,15,16490,0.024390243902439025,0.975609756097561,49.24609756097561
9599,Tier2_Engg,4.0,Civil,7.24,nan,Internship,3,1,2,2,2,3,2,2,3,1,2,2,1,11,19,112,0,,Project,0.0,1.0,778.0,264,3009,153,,1.939622641509434,0.2584717607973422,8,0.0,1.375,6,19,8558,0.04878048780487805,0.9512195121951219,43.070195121951215
9600,Tier4_College,1.0,Civil,7.15,nan,Internship,6,1,2,3,1,0,3,3,2,2,1,0,0,8,27,30,8,Carousel,Project,1.0,0.0,1021.0,1171,820,161,36.0,-0.12798634812286688,1.243605359317905,5,2.0,1.0,6,17,8168,0.0,1.0,41.168
9601,Tier2_Engg,4.0,nan,7.59,GenAI,Fellowship,10,1,2,5,5,0,1,2,2,0,0,1,0,9,29,38,5,,Internship,1.0,1.0,849.0,844,4108,8,34.0,0.005917159763313609,0.20661961547821855,4,0.8333333333333334,1.125,12,16,7641,0.024390243902439025,0.975609756097561,45.39709756097561
9602,NIT,3.0,Civil,5.62,,Workshop,3,1,7,4,7,3,0,0,3,0,1,2,1,4,9,90,9,,Achievement,0.0,0.0,1838.0,1051,7629,178,,0.7480988593155894,0.24089121887287024,5,1.8,0.5,18,13,7352,0.07317073170731707,0.926829268292683,47.62029268292683
9603,Tier4_College,4.0,ECE,9.68,GenAI,Bootcamp,10,1,1,0,4,0,1,3,4,1,0,0,0,4,25,47,1,,Achievement,1.0,0.0,862.0,879,3406,47,22.0,-0.019318181818181818,0.2530085118872909,4,1.0,0.5,5,19,3448,0.024390243902439025,0.975609756097561,37.20409756097561
9604,Tier4_College,,ECE,8.52,AI,Bootcamp,8,1,9,7,7,0,2,2,3,0,2,0,0,6,20,81,5,Carousel,Learning,0.0,0.0,1301.0,607,5492,120,,1.1414473684210527,0.23684689604951756,4,0.625,0.75,23,17,7806,0.04878048780487805,0.9512195121951219,57.31819512195122
9605,Tier2_Engg,3.0,Civil,5.42,,Workshop,5,0,8,1,7,2,4,2,1,2,1,1,1,3,22,118,4,,Achievement,1.0,1.0,1839.0,234,5871,79,15.0,6.829787234042553,0.3131811989100817,8,2.0,0.375,16,19,5517,0.04878048780487805,0.9512195121951219,50.02919512195122
9606,NIT,1.0,nan,5.4,,Internship,6,1,2,0,3,4,2,3,3,0,0,1,0,3,6,74,1,nan,Learning,1.0,1.0,1404.0,485,6833,125,37.0,1.8909465020576133,0.2054433713784021,5,1.0,0.375,5,19,4212,0.024390243902439025,0.975609756097561,37.96809756097561
9607,IIT,2.0,Mechanical,6.05,GenAI,Internship,3,0,2,4,1,1,1,0,4,2,0,2,0,1,9,53,5,nan,Achievement,,,,1470,3564,101,21.0,-0.8164513936097892,0.07545582047685835,5,1.0,0.125,7,13,269,0.07317073170731707,0.926829268292683,29.53729268292683
9608,Tier4_College,2.0,ECE,6.2,AI,Fellowship,1,0,1,3,0,0,1,3,4,2,0,1,0,1,22,62,3,Text,Achievement,0.0,1.0,,714,8230,107,,1.6685314685314685,0.2316850929413194,5,0.75,0.125,4,12,1907,0.04878048780487805,0.9512195121951219,27.41919512195122
9609,IIT,1.0,nan,7.46,DS,Bootcamp,11,1,8,2,1,0,2,0,1,2,1,0,1,7,13,114,3,Text,Internship,,0.0,1279.0,711,4471,23,17.0,0.797752808988764,0.28600178890876565,5,1.0,0.875,11,18,8953,0.024390243902439025,0.975609756097561,47.709097560975614
9610,NIT,4.0,Civil,7.68,DS,Internship,1,0,4,8,6,4,4,3,4,2,2,0,1,8,28,32,4,,Project,1.0,1.0,1138.0,441,2288,90,16.0,1.5769230769230769,0.49716033202271737,7,0.4444444444444444,1.0,18,21,9104,0.024390243902439025,0.975609756097561,57.86009756097561
9611,Tier4_College,2.0,ECE,5.73,,Internship,5,0,7,7,7,4,4,2,2,0,1,2,0,4,15,57,7,Text,Learning,0.0,1.0,77.0,481,1515,136,,-0.8381742738589212,0.05079155672823219,6,0.875,0.5,21,20,308,0.04878048780487805,0.9512195121951219,50.820195121951215
9612,Tier4_College,,nan,9.87,nan,Internship,5,0,2,4,7,4,2,1,3,2,2,2,1,4,13,114,1,nan,Project,,1.0,531.0,56,1502,61,40.0,8.333333333333334,0.3532934131736527,8,0.2,0.5,13,22,2124,0.04878048780487805,0.9512195121951219,46.63619512195122
9613,IIT,4.0,CSE,9.12,GenAI,Fellowship,1,1,6,9,1,0,0,1,4,0,2,0,0,9,11,103,9,,Learning,1.0,0.0,1012.0,75,5742,150,25.0,12.328947368421053,0.17621452202681526,3,0.9,1.125,16,8,9108,0.024390243902439025,0.975609756097561,42.864097560975615
9614,Tier3_College,2.0,IT,8.17,GenAI,Bootcamp,6,0,4,9,0,3,3,1,3,0,2,1,1,10,24,100,9,Carousel,Learning,1.0,0.0,99.0,22,7030,52,10.0,3.347826086956522,0.014080500640022756,7,0.9,1.25,13,20,990,0.0,1.0,43.99
9615,IIT,3.0,CSE,6.39,nan,Fellowship,9,1,5,9,5,2,3,1,0,0,1,2,1,2,4,86,4,,Learning,1.0,1.0,,1317,6563,3,11.0,-0.27693474962063735,0.1450335161486898,6,0.4,0.25,19,19,1904,0.04878048780487805,0.9512195121951219,49.41619512195122
9616,IIT,3.0,Civil,9.55,GenAI,Fellowship,4,1,1,7,3,3,2,0,2,0,0,1,1,2,18,80,1,,Project,1.0,1.0,,217,7181,26,18.0,3.86697247706422,0.14759120022277916,5,0.125,0.25,11,13,2120,0.04878048780487805,0.9512195121951219,35.63219512195122
9617,Tier3_College,3.0,nan,6.58,AI,Fellowship,8,1,2,4,4,1,3,2,0,0,1,0,1,5,13,31,2,,Learning,1.0,0.0,1144.0,702,8055,87,2.0,0.6287339971550497,0.1420059582919563,5,0.4,0.625,10,16,5720,0.024390243902439025,0.975609756097561,41.47609756097561
9618,NIT,3.0,IT,6.6,AI,Fellowship,7,1,4,2,4,3,2,0,1,2,0,0,1,8,27,72,7,,Achievement,1.0,0.0,1048.0,445,9035,29,30.0,1.352017937219731,0.11598052235502435,5,2.3333333333333335,1.0,10,16,8384,0.024390243902439025,0.975609756097561,44.14009756097561
9619,NIT,1.0,Mechanical,6.76,DS,Workshop,11,1,8,8,2,3,4,2,3,1,2,0,1,10,21,44,0,Text,Achievement,0.0,0.0,1654.0,822,2512,103,,1.0109356014580801,0.6581774771189813,7,0.0,1.25,18,27,16540,0.024390243902439025,0.975609756097561,71.29609756097561
9620,Tier4_College,3.0,Civil,5.24,,Internship,6,1,4,9,0,4,1,3,1,0,0,2,0,5,5,25,8,,Achievement,1.0,1.0,235.0,1051,297,33,7.0,-0.7756653992395437,0.7885906040268457,5,0.8,0.625,13,17,1175,0.04878048780487805,0.9512195121951219,40.68719512195122
9621,Tier2_Engg,3.0,Mechanical,5.31,,Fellowship,2,0,6,7,3,3,2,3,0,0,1,2,1,5,23,46,6,,Internship,1.0,1.0,1045.0,660,7319,185,8.0,0.5824508320726173,0.14275956284153005,6,0.75,0.625,16,14,5225,0.04878048780487805,0.9512195121951219,44.73719512195122
9622,Tier2_Engg,4.0,Mechanical,7.38,GenAI,Bootcamp,9,1,4,9,0,4,2,3,3,2,0,1,1,5,26,100,4,,Project,1.0,0.0,96.0,1145,8431,36,17.0,-0.9153577661431065,0.011385199240986717,7,0.4,0.625,13,25,480,0.024390243902439025,0.975609756097561,48.23609756097561
9623,Tier4_College,4.0,ECE,9.41,DS,Fellowship,10,1,1,4,7,1,3,2,1,2,0,0,0,10,17,101,1,,Achievement,0.0,1.0,1243.0,1101,6162,45,,0.12885662431941924,0.20168748985883497,5,0.2,1.25,12,19,12430,0.04878048780487805,0.9512195121951219,52.942195121951215
9624,Tier2_Engg,2.0,ECE,9.71,AI,Fellowship,6,1,2,6,2,3,4,0,2,1,1,0,0,4,21,81,5,Carousel,Learning,0.0,0.0,1751.0,758,3180,38,,1.308300395256917,0.5504558314995285,5,0.7142857142857143,0.5,10,17,7004,0.024390243902439025,0.975609756097561,43.76009756097561
9625,IIT,1.0,IT,8.88,nan,Bootcamp,10,1,6,4,4,1,2,0,4,0,0,2,1,7,18,69,6,Carousel,Achievement,1.0,0.0,195.0,1009,5413,19,36.0,-0.805940594059406,0.03601773180642778,5,1.2,0.875,14,20,1365,0.0,1.0,45.365
9626,IIT,4.0,IT,7.02,AI,Fellowship,1,1,5,0,3,0,3,0,4,2,1,1,0,10,14,71,8,,Project,0.0,1.0,351.0,1269,7336,187,,-0.7228346456692913,0.04783971650538367,5,8.0,1.25,8,12,3510,0.04878048780487805,0.9512195121951219,33.02219512195122
9627,Tier3_College,,nan,6.55,DS,Internship,11,1,4,2,3,2,2,2,3,2,1,0,0,2,10,67,9,Carousel,Project,1.0,0.0,,1158,6643,116,28.0,-0.7566867989646247,0.042293798916315475,6,3.0,0.25,9,23,562,0.04878048780487805,0.9512195121951219,42.07419512195122
9628,Tier3_College,3.0,ECE,6.08,GenAI,Bootcamp,10,0,4,6,0,1,2,2,1,1,0,1,1,6,21,55,4,,Learning,0.0,,1618.0,940,1640,136,,0.720510095642933,0.9859841560024375,7,0.5714285714285714,0.75,10,19,9708,0.07317073170731707,0.926829268292683,47.976292682926825
9629,Tier4_College,2.0,IT,7.69,nan,Internship,5,1,9,9,6,1,4,0,1,0,2,2,0,5,16,73,5,Video,Learning,1.0,0.0,1582.0,501,8219,52,2.0,2.153386454183267,0.1924574209245742,5,0.5,0.625,24,15,7910,0.0,1.0,56.91
9630,Tier4_College,2.0,nan,7.41,GenAI,Bootcamp,6,1,9,1,1,3,1,2,1,0,1,2,1,1,4,60,6,Image,Learning,0.0,0.0,,1100,7148,194,,-0.39691189827429607,0.09274024339068401,7,3.0,0.125,11,17,663,0.04878048780487805,0.9512195121951219,38.17519512195122
9631,Tier4_College,2.0,CSE,7.33,AI,Workshop,8,0,2,9,3,2,1,3,0,1,2,0,1,3,12,11,7,Carousel,Achievement,1.0,0.0,327.0,1457,8076,67,15.0,-0.7750342935528121,0.04048532871115513,6,0.7,0.375,14,18,981,0.0,1.0,42.981
9632,IIT,2.0,Civil,6.58,nan,Internship,10,0,3,8,4,1,3,0,2,1,1,0,0,1,15,30,3,Text,Learning,,1.0,,1094,6355,60,30.0,-0.445662100456621,0.09534298300818124,5,0.3333333333333333,0.125,15,18,606,0.04878048780487805,0.9512195121951219,43.11819512195122
9633,Tier2_Engg,3.0,CSE,7.91,DS,Fellowship,4,1,1,3,7,4,4,3,4,0,1,1,1,8,10,18,9,,Project,1.0,0.0,1807.0,731,8145,16,11.0,1.469945355191257,0.22182666339307636,7,2.25,1.0,11,22,14456,0.024390243902439025,0.975609756097561,57.212097560975614
9634,Tier4_College,3.0,Civil,8.04,AI,Fellowship,9,1,4,2,7,0,4,0,0,0,2,0,1,8,14,114,8,,Learning,1.0,0.0,1646.0,758,2579,147,14.0,1.1699604743083003,0.637984496124031,3,2.6666666666666665,1.0,13,16,13168,0.024390243902439025,0.975609756097561,51.92409756097561
9635,Tier4_College,2.0,nan,9.38,DS,Fellowship,3,1,8,3,7,2,4,3,0,1,2,1,1,3,4,57,0,Video,Achievement,1.0,0.0,1717.0,110,7252,154,49.0,14.477477477477477,0.23672962911898524,7,0.0,0.375,18,17,5151,0.0,1.0,50.150999999999996
9636,IIT,1.0,ECE,8.81,AI,Bootcamp,8,1,1,4,2,1,4,3,0,0,0,2,0,8,9,83,5,Video,Learning,1.0,0.0,464.0,1466,7050,50,47.0,-0.6830265848670757,0.06580626861438094,4,1.0,1.0,7,18,3712,0.0,1.0,38.712
9637,IIT,2.0,CSE,6.65,GenAI,Fellowship,2,1,4,5,7,3,4,2,4,1,1,2,1,1,22,12,2,Image,Learning,0.0,0.0,,59,258,173,,24.883333333333333,5.992277992277992,8,0.3333333333333333,0.125,16,20,1552,0.04878048780487805,0.9512195121951219,47.064195121951215
9638,IIT,4.0,Mechanical,6.9,DS,Internship,6,1,0,3,6,1,2,2,3,1,0,1,1,8,25,30,3,,Project,0.0,0.0,1459.0,704,5925,162,,1.070921985815603,0.24620317246034423,7,0.75,1.0,9,17,11672,0.04878048780487805,0.9512195121951219,47.18419512195122
9639,Tier2_Engg,3.0,CSE,6.2,GenAI,Internship,1,1,3,6,5,4,2,3,4,1,2,2,0,2,23,103,3,,Internship,,0.0,,1307,6875,61,7.0,-0.039755351681957186,0.18251890634089588,7,0.42857142857142855,0.25,14,19,2510,0.07317073170731707,0.926829268292683,44.77829268292683
9640,Tier4_College,,IT,5.85,,Workshop,11,1,4,3,1,3,3,2,0,1,1,2,0,2,22,59,4,Video,Achievement,1.0,,,309,1690,127,20.0,0.4870967741935484,0.2720283855706682,6,1.0,0.25,8,23,920,0.0975609756097561,0.9024390243902439,40.94439024390244
9641,NIT,3.0,CSE,5.54,,Bootcamp,4,1,6,5,3,4,0,0,3,2,0,1,0,1,12,50,0,,Achievement,0.0,0.0,,844,5661,153,,-0.4378698224852071,0.08371600141292829,4,0.0,0.125,14,14,474,0.0975609756097561,0.9024390243902439,37.49839024390244
9642,NIT,2.0,ECE,5.17,,Internship,10,1,1,4,7,1,2,1,3,2,2,0,1,4,21,58,3,Text,Internship,1.0,0.0,239.0,1239,3945,30,20.0,-0.8064516129032258,0.06056766345666498,7,0.6,0.5,12,22,956,0.024390243902439025,0.975609756097561,44.712097560975614
9643,Tier4_College,2.0,ECE,7.09,DS,Fellowship,9,1,5,8,6,1,2,3,3,1,0,1,0,5,4,93,9,Text,Project,1.0,1.0,251.0,302,1151,34,20.0,-0.16831683168316833,0.21788194444444445,6,1.0,0.625,19,20,1255,0.0,1.0,50.255
9644,Tier4_College,3.0,IT,9.8,AI,Fellowship,7,1,3,1,1,0,0,2,1,2,1,2,1,1,26,89,6,,Learning,1.0,0.0,,247,3095,157,25.0,4.826612903225806,0.4664082687338501,6,3.0,0.125,5,16,1444,0.04878048780487805,0.9512195121951219,31.956195121951218
9645,Tier4_College,3.0,Civil,7.69,DS,Internship,10,0,8,8,0,2,0,2,0,1,0,1,1,11,26,74,8,,Learning,1.0,0.0,1898.0,538,8166,23,49.0,2.523191094619666,0.23239867760499572,5,0.8888888888888888,1.375,16,17,20878,0.024390243902439025,0.975609756097561,63.63409756097561
9646,Tier4_College,3.0,IT,8.71,AI,Workshop,10,0,5,8,2,2,0,2,4,1,0,1,0,1,28,18,4,,Internship,1.0,0.0,,1205,1960,26,5.0,-0.9519071310116086,0.02906680265170831,5,0.4444444444444444,0.125,15,20,57,0.04878048780487805,0.9512195121951219,44.569195121951225
9647,Tier2_Engg,4.0,nan,6.99,DS,Workshop,4,0,6,8,5,3,0,0,2,1,0,0,0,2,26,63,3,,Achievement,1.0,0.0,,955,4952,158,7.0,0.9037656903765691,0.3672521704017767,3,0.3333333333333333,0.25,19,10,3638,0.04878048780487805,0.9512195121951219,42.150195121951214
9648,NIT,4.0,Civil,6.92,GenAI,Internship,7,1,4,8,0,2,4,0,1,0,2,1,0,5,29,101,6,,Internship,1.0,0.0,1566.0,26,9428,71,39.0,57.03703703703704,0.16608335984727968,5,0.6666666666666666,0.625,12,17,7830,0.024390243902439025,0.975609756097561,46.58609756097561
9649,Tier3_College,1.0,ECE,5.63,,Internship,3,1,6,0,5,2,0,2,2,0,2,0,1,2,12,31,4,Video,Project,1.0,0.0,,1250,1465,33,36.0,0.5371702637889688,1.311050477489768,5,4.0,0.25,11,12,3844,0.04878048780487805,0.9512195121951219,36.35619512195122
9650,NIT,4.0,ECE,6.5,nan,Bootcamp,4,0,7,7,0,3,1,2,0,0,2,0,1,6,18,113,0,,Internship,0.0,1.0,1014.0,943,3707,196,,0.07521186440677965,0.27346278317152106,5,0.0,0.75,14,13,6084,0.04878048780487805,0.9512195121951219,42.596195121951226
9651,NIT,3.0,nan,9.64,DS,Bootcamp,1,1,1,8,5,4,3,2,0,2,2,1,1,11,29,118,0,,Internship,1.0,1.0,1735.0,1300,6222,157,33.0,0.33435818601076095,0.27880443515989073,7,0.0,1.375,14,16,19085,0.024390243902439025,0.975609756097561,58.84109756097561
9652,IIT,2.0,Civil,7.45,AI,Internship,1,0,7,5,0,4,0,0,2,2,0,2,1,5,29,20,1,nan,Internship,1.0,1.0,539.0,145,1037,144,25.0,2.6986301369863015,0.5192678227360308,5,0.16666666666666666,0.625,12,12,2695,0.0,1.0,36.695
9653,Tier4_College,3.0,CSE,6.02,AI,Fellowship,4,1,1,7,0,1,2,3,0,2,0,0,1,6,8,63,1,,Internship,0.0,0.0,1325.0,106,3523,187,,11.392523364485982,0.37599318955732125,5,0.125,0.75,8,13,7950,0.04878048780487805,0.9512195121951219,38.46219512195122
9654,Tier4_College,3.0,CSE,8.32,nan,Internship,9,1,7,6,2,4,4,2,1,2,0,1,0,11,23,84,2,,Achievement,1.0,1.0,1352.0,1462,8423,57,17.0,-0.07518796992481203,0.16049382716049382,6,0.2857142857142857,1.375,15,23,14872,0.024390243902439025,0.975609756097561,62.62809756097561
9655,Tier4_College,1.0,IT,7.03,nan,Bootcamp,1,0,9,9,2,3,3,2,0,2,1,0,0,9,23,80,4,Text,Project,0.0,0.0,578.0,1483,7496,74,,-0.6098382749326146,0.07709750566893424,5,0.4,1.125,20,12,5202,0.024390243902439025,0.975609756097561,46.95809756097561
9656,IIT,3.0,ECE,9.14,GenAI,Internship,2,1,1,9,5,0,1,2,2,1,2,2,0,5,10,100,7,,Internship,1.0,0.0,1797.0,710,8129,108,39.0,1.528832630098453,0.22103321033210332,6,0.7,0.625,15,12,8985,0.024390243902439025,0.975609756097561,45.74109756097561
9657,Tier2_Engg,2.0,CSE,5.46,,Workshop,5,1,3,0,2,0,1,3,2,2,1,2,0,5,25,55,8,Video,Achievement,1.0,1.0,76.0,287,2069,173,3.0,-0.7326388888888888,0.03671497584541063,6,8.0,0.625,5,16,380,0.024390243902439025,0.975609756097561,31.136097560975607
9658,Tier2_Engg,2.0,ECE,7.61,DS,Bootcamp,7,0,6,0,0,2,1,2,1,2,2,2,1,5,6,65,3,Text,Project,1.0,0.0,877.0,1348,7941,140,49.0,-0.3491475166790215,0.11042558549483757,8,3.0,0.625,6,20,4385,0.0,1.0,40.385
9659,Tier3_College,1.0,IT,9.01,AI,Workshop,2,1,8,8,0,1,4,3,3,2,0,1,0,3,3,23,7,nan,Achievement,0.0,0.0,1789.0,763,7401,2,,1.3429319371727748,0.24169143474736557,6,0.7777777777777778,0.375,16,16,5367,0.024390243902439025,0.975609756097561,47.12309756097561
9660,Tier2_Engg,2.0,Mechanical,9.27,nan,Bootcamp,7,1,6,3,1,2,1,2,1,1,0,0,0,7,17,80,7,nan,Project,0.0,1.0,194.0,363,2933,53,,-0.4642857142857143,0.06612133605998637,5,1.75,0.875,10,14,1358,0.024390243902439025,0.975609756097561,35.11409756097561
9661,Tier2_Engg,2.0,ECE,6.98,nan,Bootcamp,5,1,7,6,1,4,0,2,0,1,2,2,1,10,3,113,7,Carousel,Project,1.0,0.0,851.0,462,9383,50,31.0,0.8401727861771058,0.09068627450980392,6,1.0,1.25,14,17,8510,0.0,1.0,49.51
9662,Tier4_College,2.0,Mechanical,8.71,DS,Bootcamp,6,1,2,7,2,0,3,2,3,2,1,1,1,9,7,80,6,Text,Project,1.0,1.0,137.0,480,1988,118,35.0,-0.7130977130977131,0.06887883358471594,7,0.75,1.125,11,19,1233,0.0,1.0,41.233000000000004
9663,NIT,4.0,ECE,9.83,GenAI,Fellowship,3,1,1,1,5,2,4,0,0,0,0,0,0,4,10,86,6,,Internship,1.0,0.0,914.0,1283,4827,165,6.0,-0.28738317757009346,0.18931234465617233,2,3.0,0.5,7,9,3656,0.024390243902439025,0.975609756097561,29.41209756097561
9664,Tier2_Engg,2.0,Civil,8.11,AI,Bootcamp,10,1,3,7,1,2,4,2,3,2,1,2,0,9,9,16,7,Carousel,Project,1.0,0.0,988.0,1119,7592,129,44.0,-0.11696428571428572,0.13011984722770972,7,0.875,1.125,11,26,8892,0.0,1.0,55.891999999999996
9665,Tier2_Engg,3.0,nan,9.06,GenAI,Workshop,6,1,4,5,2,0,1,1,2,2,2,0,1,6,11,80,6,,Achievement,,1.0,411.0,1118,9097,1,32.0,-0.6318141197497766,0.04517476368432623,6,1.0,0.75,11,15,2466,0.04878048780487805,0.9512195121951219,37.97819512195122
9666,IIT,2.0,Mechanical,7.87,nan,Bootcamp,2,1,1,1,5,0,3,1,4,1,0,0,1,6,15,56,9,nan,Learning,0.0,1.0,1032.0,1082,6827,47,,-0.046168051708217916,0.15114235500878734,5,4.5,0.75,7,12,6192,0.024390243902439025,0.975609756097561,34.94809756097561
9667,Tier3_College,4.0,Civil,8.95,AI,Workshop,10,1,5,9,6,1,1,3,1,1,2,2,1,10,4,71,0,,Internship,1.0,,816.0,476,7713,18,37.0,0.7127882599580713,0.10578169561835624,8,0.0,1.25,20,22,8160,0.04878048780487805,0.9512195121951219,59.67219512195122
