Student_ID,College_Tier,Department,Module,Topic,Subtopic,Difficulty,Correct,Time_Taken,Attempts,Hint_Used,Test_Cases_Passed
1204,2,ECE,Basics,Classes,Basic,Hard,0,82,3,0,9
19776,4,CSE,OOP,Lists,EdgeCases,Easy,1,147,2,0,6
14837,1,CSE,DS_AI,Arrays,Basic,Medium,0,20,2,0,25
12311,2,Civil,Advanced,Arrays,Basic,Easy,0,256,3,1,1
6776,3,Mechanical,DS_AI,Loops,Intermediate,Easy,1,19,1,0,32
15954,2,ECE,ProblemSolving,Files,Intermediate,Medium,0,174,3,1,59
9396,1,CSE,Basics,Arrays,Basic,Medium,1,154,3,0,59
18272,2,CSE,Functions,Pandas,Intermediate,Hard,1,234,1,0,4
4271,2,CSE,Functions,Loops,Intermediate,Medium,0,79,2,0,55
8390,1,Mechanical,Control,Arrays,EdgeCases,Hard,0,179,1,0,31
11718,1,Mechanical,Functions,Variables,EdgeCases,Medium,0,111,3,0,26
4195,1,CSE,ProblemSolving,Loops,Intermediate,Hard,0,219,2,1,44
745,4,ECE,Control,Pandas,Intermediate,Easy,0,107,2,1,22
16837,4,Mechanical,Functions,Loops,EdgeCases,Hard,0,187,1,0,68
3263,2,Civil,OOP,Classes,Basic,Easy,1,47,3,0,54
11214,3,CSE,Functions,Variables,Intermediate,Medium,1,159,3,0,56
499,3,Mechanical,ProblemSolving,Files,Intermediate,Hard,0,267,2,1,37
11880,4,CSE,Control,Files,EdgeCases,Medium,0,29,2,0,24
16525,1,ECE,Basics,Variables,Basic,Medium,0,157,2,0,99
18099,3,Civil,Basics,Classes,EdgeCases,Easy,0,228,1,0,80
11013,1,ECE,Basics,Classes,Basic,Medium,0,64,2,0,27
17060,3,Mechanical,DS,Classes,EdgeCases,Easy,1,102,2,1,43
3506,2,Civil,DS_AI,Arrays,Intermediate,Easy,1,18,2,0,84
3603,3,ECE,OOP,Variables,EdgeCases,Easy,0,114,1,0,89
9110,4,ECE,ProblemSolving,Arrays,EdgeCases,Easy,1,40,3,0,72
10015,4,ECE,DS,Classes,EdgeCases,Hard,1,59,2,0,15
10796,3,CSE,Functions,Lists,EdgeCases,Easy,1,20,3,1,25
18115,2,CSE,Advanced,Arrays,Intermediate,Medium,1,132,1,0,93
11621,4,Civil,Advanced,Loops,Intermediate,Medium,1,62,2,0,89
5977,3,ECE,DS,Functions,Basic,Easy,1,95,2,0,99
13285,1,Mechanical,Basics,Files,Intermediate,Easy,0,50,3,0,54
7029,1,ECE,DS_AI,Loops,Basic,Easy,1,296,3,0,22
3719,3,ECE,Basics,Classes,Basic,Hard,1,153,3,1,77
13255,1,Civil,Control,Loops,Intermediate,Easy,0,80,2,0,12
7089,1,ECE,OOP,Variables,EdgeCases,Easy,0,156,3,1,22
1625,2,Civil,Advanced,Lists,Basic,Hard,1,203,3,0,75
1807,4,CSE,Basics,Functions,Intermediate,Medium,0,205,1,1,50
8546,4,Civil,DS_AI,Files,Intermediate,Medium,1,104,1,0,79
2934,2,CSE,OOP,Variables,Basic,Medium,0,30,2,1,83
941,4,Civil,DS,Loops,Basic,Medium,1,150,3,0,2
7788,1,CSE,OOP,Functions,Basic,Hard,0,233,3,1,93
3946,3,Civil,Advanced,Pandas,EdgeCases,Medium,0,91,2,1,78
8422,2,ECE,Advanced,Functions,Basic,Medium,1,109,2,0,24
11675,4,Civil,Advanced,Pandas,EdgeCases,Hard,1,136,3,1,76
14398,3,ECE,DS,Arrays,EdgeCases,Hard,1,57,2,0,9
7739,4,CSE,Advanced,Functions,EdgeCases,Medium,0,175,3,0,87
16622,2,Mechanical,DS,Pandas,EdgeCases,Easy,0,91,3,1,34
3773,1,Civil,Advanced,Loops,Basic,Medium,1,254,1,0,4
12366,4,Civil,DS_AI,Loops,Basic,Medium,1,199,2,0,32
19166,2,ECE,Advanced,Functions,Intermediate,Medium,1,33,2,1,93
10799,3,Mechanical,ProblemSolving,Classes,Basic,Easy,0,32,1,0,56
7088,4,ECE,OOP,Loops,Intermediate,Hard,1,45,1,0,5
15776,4,Mechanical,OOP,Classes,Intermediate,Medium,1,112,1,0,60
1985,1,Civil,Advanced,Loops,Intermediate,Medium,1,157,3,0,57
11288,2,Mechanical,Basics,Functions,Intermediate,Hard,1,127,3,0,35
1053,1,ECE,DS_AI,Functions,EdgeCases,Easy,1,271,1,0,54
5255,3,ECE,DS,Files,EdgeCases,Medium,1,264,3,0,89
351,3,ECE,DS,Loops,Basic,Medium,0,93,3,0,90
913,4,CSE,ProblemSolving,Lists,Intermediate,Easy,1,192,2,0,74
4446,3,Mechanical,Functions,Lists,Basic,Medium,0,249,3,0,63
10716,1,Civil,Basics,Files,Basic,Medium,1,194,1,0,0
292,4,ECE,Advanced,Functions,Intermediate,Easy,0,268,3,0,30
15779,1,Mechanical,Control,Lists,EdgeCases,Easy,0,192,3,0,44
15224,2,Mechanical,Advanced,Classes,EdgeCases,Easy,0,282,2,0,66
468,3,Civil,Basics,Files,Intermediate,Medium,1,81,3,0,73
3278,1,Mechanical,Basics,Files,Intermediate,Easy,0,116,3,1,19
14642,4,Mechanical,Basics,Variables,Basic,Easy,0,286,2,0,41
19960,1,ECE,ProblemSolving,Lists,Intermediate,Easy,1,253,1,0,67
11392,4,Civil,DS,Files,Intermediate,Medium,1,299,3,1,29
1065,4,Mechanical,Functions,Loops,Basic,Hard,1,34,1,1,44
4889,1,ECE,Basics,Arrays,EdgeCases,Easy,1,212,3,0,26
15010,2,ECE,OOP,Arrays,Basic,Easy,1,187,1,1,44
11656,2,Civil,Basics,Pandas,Basic,Hard,0,265,2,0,95
13112,3,Mechanical,Advanced,Loops,Basic,Medium,0,184,3,0,4
18779,3,Mechanical,Control,Loops,Basic,Easy,1,153,3,0,3
10250,1,Mechanical,DS_AI,Files,EdgeCases,Medium,1,272,2,0,56
19305,3,ECE,Functions,Files,Basic,Easy,1,92,1,0,97
13651,1,Civil,DS,Variables,EdgeCases,Medium,0,280,1,0,61
6859,1,Civil,DS_AI,Lists,EdgeCases,Hard,0,279,1,0,86
4,1,CSE,DS_AI,Functions,Intermediate,Hard,0,139,1,0,17
5941,3,CSE,OOP,Variables,EdgeCases,Medium,0,293,1,0,20
8049,4,ECE,DS_AI,Arrays,EdgeCases,Medium,1,213,1,0,1
11141,1,ECE,DS,Files,Basic,Hard,1,110,2,0,70
12050,1,ECE,Functions,Lists,EdgeCases,Easy,0,169,1,0,34
14609,2,CSE,Control,Arrays,EdgeCases,Medium,0,294,1,0,36
18362,2,ECE,Basics,Files,Basic,Hard,1,143,3,0,77
9667,1,CSE,DS_AI,Arrays,Intermediate,Medium,0,188,2,0,56
9323,3,CSE,OOP,Arrays,Intermediate,Easy,0,139,1,0,40
13224,3,CSE,Basics,Loops,Basic,Easy,0,290,3,0,96
14167,2,Mechanical,DS_AI,Functions,Basic,Easy,0,189,3,1,21
18135,2,ECE,Control,Pandas,Basic,Medium,1,178,3,1,39
2,1,ECE,Functions,Classes,EdgeCases,Easy,1,293,3,0,57
9337,3,CSE,Functions,Variables,Intermediate,Hard,1,138,2,0,72
8341,2,Mechanical,ProblemSolving,Variables,Basic,Easy,0,163,3,0,58
10546,3,Civil,OOP,Arrays,EdgeCases,Easy,1,216,1,0,12
2044,4,CSE,Control,Files,Basic,Hard,1,71,3,0,35
1703,2,CSE,Functions,Lists,Intermediate,Easy,0,29,3,0,62
5948,3,CSE,Basics,Loops,EdgeCases,Easy,0,246,1,0,86
11122,2,ECE,ProblemSolving,Files,Intermediate,Medium,1,127,2,1,15
12763,4,Mechanical,DS,Functions,Intermediate,Easy,1,290,3,0,26
1388,1,ECE,Advanced,Variables,Basic,Easy,0,198,1,1,4
13383,3,Civil,Control,Pandas,EdgeCases,Easy,0,199,2,1,1
15114,3,CSE,Advanced,Classes,Intermediate,Hard,0,212,2,1,74
16076,4,CSE,DS_AI,Loops,Intermediate,Hard,1,221,2,0,36
10189,3,Civil,Functions,Pandas,Basic,Medium,1,187,3,0,63
15131,3,Mechanical,Basics,Variables,Intermediate,Hard,0,67,2,0,91
16326,1,Civil,Advanced,Arrays,Intermediate,Medium,0,264,2,1,71
13851,3,Civil,Basics,Functions,Basic,Medium,1,212,2,0,19
4463,3,Civil,DS,Lists,Intermediate,Medium,1,121,2,0,29
2037,2,CSE,OOP,Functions,EdgeCases,Medium,0,294,3,0,24
6120,2,ECE,Basics,Lists,Intermediate,Easy,1,247,3,0,28
16922,4,Civil,DS_AI,Functions,Basic,Hard,0,200,3,0,17
8983,3,Mechanical,Control,Files,Basic,Medium,0,185,1,1,34
6864,1,Mechanical,DS_AI,Arrays,Intermediate,Easy,1,10,3,0,29
18333,4,CSE,DS_AI,Functions,Intermediate,Hard,0,274,2,0,83
13990,1,CSE,Advanced,Files,Intermediate,Medium,0,282,2,0,93
5179,3,Mechanical,Functions,Variables,Basic,Easy,1,196,1,0,61
12948,4,CSE,Control,Arrays,Intermediate,Medium,1,130,1,0,0
11442,2,Civil,Advanced,Variables,Intermediate,Easy,1,127,3,0,63
19233,2,Mechanical,OOP,Pandas,Intermediate,Easy,1,293,2,0,10
18728,2,ECE,DS_AI,Arrays,EdgeCases,Hard,0,218,2,0,53
16546,1,Civil,Control,Functions,Intermediate,Medium,1,61,2,0,74
12105,3,Civil,Basics,Loops,Basic,Medium,0,149,1,0,62
13348,1,Civil,DS,Lists,EdgeCases,Hard,1,193,3,1,64
2635,1,ECE,DS_AI,Files,Basic,Hard,0,146,3,0,64
5102,2,Civil,Functions,Pandas,Basic,Easy,1,134,3,0,4
17894,1,ECE,Advanced,Loops,Basic,Medium,1,182,1,0,31
18704,4,Mechanical,ProblemSolving,Loops,EdgeCases,Medium,0,109,1,1,64
8672,4,Mechanical,Functions,Functions,EdgeCases,Easy,1,170,3,0,88
13245,1,Civil,Functions,Loops,Basic,Easy,1,64,1,1,79
12447,4,Mechanical,Basics,Lists,Intermediate,Easy,0,294,1,1,1
4000,3,CSE,ProblemSolving,Functions,EdgeCases,Hard,1,22,1,1,15
10029,2,ECE,Functions,Lists,Intermediate,Hard,1,36,2,0,32
16377,1,CSE,DS,Variables,Basic,Easy,0,128,1,0,96
19734,3,Civil,Functions,Files,Intermediate,Hard,1,43,2,0,68
11407,1,Mechanical,Advanced,Lists,Basic,Medium,1,69,3,0,64
4212,3,Mechanical,Functions,Classes,Basic,Easy,0,56,2,1,41
16776,2,Civil,Advanced,Classes,Basic,Easy,0,258,3,0,52
11607,3,Mechanical,Basics,Loops,Basic,Easy,0,71,1,1,81
11637,1,Mechanical,Functions,Arrays,Intermediate,Hard,1,22,1,0,98
7952,3,Civil,DS,Arrays,Basic,Hard,0,217,2,1,93
19158,1,CSE,Functions,Loops,Intermediate,Medium,0,28,1,0,55
18801,1,Civil,Functions,Functions,Basic,Medium,1,103,1,0,60
1239,4,ECE,OOP,Classes,EdgeCases,Hard,1,281,2,0,17
741,4,ECE,OOP,Pandas,EdgeCases,Medium,0,12,3,0,18
12325,3,Mechanical,Functions,Files,Basic,Hard,1,146,2,1,37
11036,4,Civil,Basics,Classes,EdgeCases,Hard,1,257,1,0,68
9728,4,Civil,DS,Files,Basic,Hard,1,26,2,0,25
369,1,Civil,Functions,Loops,Intermediate,Medium,1,208,3,0,22
10464,2,ECE,Basics,Loops,Intermediate,Hard,0,24,2,0,12
4910,4,ECE,DS,Arrays,Intermediate,Hard,1,61,2,0,87
5220,3,ECE,Basics,Lists,EdgeCases,Hard,1,202,2,0,91
9291,1,CSE,Advanced,Pandas,EdgeCases,Hard,0,83,3,1,0
7605,3,CSE,Functions,Variables,EdgeCases,Hard,0,122,1,0,30
15039,2,Civil,Control,Loops,Intermediate,Medium,0,196,1,0,97
9584,4,Mechanical,Basics,Loops,Basic,Medium,1,45,3,0,55
6207,3,Mechanical,Basics,Classes,Intermediate,Hard,1,241,2,1,94
18032,3,Mechanical,DS_AI,Functions,Intermediate,Medium,1,188,3,1,12
10224,1,CSE,Functions,Functions,EdgeCases,Easy,1,60,3,1,65
16294,3,ECE,DS,Loops,Basic,Easy,1,36,3,0,43
19209,4,Civil,OOP,Pandas,Intermediate,Easy,1,156,2,1,63
19513,3,ECE,OOP,Lists,Basic,Easy,1,282,2,0,2
9465,1,ECE,DS,Classes,Basic,Easy,1,240,3,0,43
1980,4,Civil,OOP,Functions,Basic,Medium,0,299,1,0,29
6613,4,ECE,OOP,Lists,EdgeCases,Hard,1,60,1,0,80
6023,2,CSE,Basics,Classes,Intermediate,Easy,1,17,3,1,71
6082,3,ECE,Control,Arrays,EdgeCases,Hard,0,270,3,0,59
9769,2,ECE,Control,Loops,Intermediate,Easy,0,20,3,1,67
7833,2,Mechanical,ProblemSolving,Pandas,Basic,Easy,1,203,1,0,13
17640,1,Mechanical,Functions,Loops,Intermediate,Easy,1,171,1,1,63
300,3,Mechanical,DS,Lists,Basic,Easy,1,123,2,1,80
19427,1,Civil,Advanced,Files,Intermediate,Medium,1,204,1,0,80
14497,2,Mechanical,DS_AI,Classes,Basic,Hard,0,186,3,0,10
14230,1,ECE,Control,Variables,Intermediate,Hard,1,224,1,0,2
17665,3,CSE,Advanced,Loops,EdgeCases,Hard,1,48,2,0,82
13029,1,Mechanical,Functions,Lists,Intermediate,Medium,0,68,1,1,32
4590,2,Civil,Functions,Lists,Basic,Easy,0,264,2,0,56
8134,2,CSE,Functions,Arrays,Intermediate,Hard,0,91,1,0,54
6633,3,Mechanical,OOP,Variables,EdgeCases,Hard,0,252,1,0,74
15460,3,CSE,OOP,Pandas,Basic,Hard,1,72,2,1,6
19169,2,Civil,ProblemSolving,Classes,EdgeCases,Hard,0,15,1,0,65
7399,2,Mechanical,DS_AI,Variables,EdgeCases,Medium,0,200,3,1,76
12378,3,Mechanical,Advanced,Loops,Basic,Medium,1,156,1,0,35
9304,1,ECE,Basics,Pandas,Intermediate,Hard,0,100,2,0,33
9288,3,ECE,Control,Loops,Basic,Medium,1,175,2,0,88
13868,1,Mechanical,ProblemSolving,Classes,Basic,Medium,1,232,1,0,71
2301,1,Civil,DS_AI,Variables,Intermediate,Medium,0,249,2,1,3
15266,3,ECE,Basics,Pandas,Intermediate,Easy,1,101,2,1,30
3992,3,CSE,DS,Pandas,Basic,Medium,1,32,1,0,23
16898,3,ECE,DS_AI,Functions,Intermediate,Hard,1,141,2,0,48
4232,1,Civil,OOP,Loops,Basic,Medium,1,100,1,0,52
10869,1,Civil,OOP,Arrays,Basic,Medium,1,282,1,0,71
6553,3,Mechanical,OOP,Classes,Basic,Medium,0,197,1,0,56
8313,1,Mechanical,OOP,Variables,EdgeCases,Medium,0,27,2,1,5
9694,1,ECE,Advanced,Functions,Intermediate,Easy,1,141,3,0,90
19232,1,CSE,Basics,Classes,Basic,Easy,0,194,1,0,71
1118,3,Civil,DS_AI,Pandas,EdgeCases,Easy,1,162,3,0,76
11184,2,CSE,OOP,Functions,EdgeCases,Easy,0,135,1,1,48
9816,4,ECE,ProblemSolving,Arrays,Intermediate,Easy,0,242,1,0,54
7862,3,ECE,OOP,Lists,Intermediate,Hard,0,292,3,0,82
2239,1,CSE,Advanced,Loops,EdgeCases,Medium,0,17,1,0,17
6601,1,Civil,Functions,Loops,Basic,Easy,1,125,3,0,18
14032,1,ECE,ProblemSolving,Lists,EdgeCases,Easy,0,267,2,0,36
2434,3,Civil,Basics,Arrays,EdgeCases,Medium,0,214,1,0,67
7167,1,CSE,Basics,Arrays,Basic,Hard,0,170,2,1,85
4374,4,Civil,DS,Variables,Basic,Medium,0,269,2,1,66
8147,4,CSE,ProblemSolving,Functions,EdgeCases,Hard,1,145,1,0,15
1472,1,CSE,Basics,Pandas,Basic,Easy,0,181,1,0,60
9019,2,Mechanical,Functions,Variables,Basic,Hard,1,18,2,0,50
17813,2,Civil,Control,Lists,EdgeCases,Easy,1,78,1,1,63
15030,1,Civil,Basics,Classes,Intermediate,Medium,0,180,3,1,89
4307,4,ECE,OOP,Pandas,EdgeCases,Easy,1,50,3,0,96
13178,3,Mechanical,OOP,Classes,EdgeCases,Medium,0,176,2,0,48
3782,1,Mechanical,Basics,Files,Intermediate,Medium,1,256,3,0,19
18702,1,Mechanical,DS,Variables,Basic,Medium,0,33,3,1,32
6689,1,Civil,Basics,Functions,Intermediate,Easy,0,102,1,0,74
17391,2,ECE,ProblemSolving,Pandas,Basic,Hard,0,51,2,0,13
1638,3,CSE,DS_AI,Arrays,Basic,Hard,1,16,1,1,25
5112,3,Civil,Basics,Variables,EdgeCases,Easy,1,80,1,0,70
12686,2,Mechanical,Advanced,Arrays,Basic,Medium,1,27,3,0,20
19672,2,Civil,DS_AI,Variables,Intermediate,Medium,1,179,2,1,83
2862,2,Civil,ProblemSolving,Classes,Intermediate,Hard,1,156,1,1,78
17023,2,ECE,Control,Files,Basic,Medium,1,202,3,1,23
8685,2,CSE,ProblemSolving,Classes,EdgeCases,Easy,1,12,2,1,88
5726,3,Civil,Control,Arrays,Basic,Easy,1,32,2,0,34
11850,3,ECE,ProblemSolving,Pandas,EdgeCases,Easy,0,54,3,0,48
18560,2,Mechanical,Basics,Loops,Basic,Hard,0,113,3,1,18
1486,4,Civil,OOP,Classes,EdgeCases,Easy,1,48,1,1,16
6582,2,ECE,Control,Arrays,Basic,Hard,1,192,1,0,23
5222,4,ECE,Control,Variables,EdgeCases,Medium,0,142,3,0,8
16128,3,CSE,ProblemSolving,Classes,EdgeCases,Hard,0,117,2,0,51
5033,3,ECE,DS_AI,Arrays,Basic,Hard,0,132,2,0,9
6427,3,Civil,Advanced,Classes,Basic,Hard,1,256,1,1,4
4010,2,ECE,OOP,Lists,Basic,Hard,0,180,2,0,13
15096,3,Civil,Advanced,Classes,Intermediate,Easy,1,157,3,0,33
6308,3,Mechanical,DS_AI,Loops,Basic,Medium,1,270,3,0,86
3129,2,Mechanical,Basics,Functions,Intermediate,Medium,1,297,3,0,18
4302,2,Civil,ProblemSolving,Functions,Intermediate,Hard,1,240,3,1,48
6028,4,CSE,DS,Loops,Basic,Easy,1,106,1,0,81
15661,2,Civil,Functions,Lists,EdgeCases,Medium,0,121,2,0,60
12246,1,ECE,OOP,Variables,EdgeCases,Medium,0,265,2,0,98
15381,3,Civil,ProblemSolving,Pandas,Basic,Easy,1,24,3,1,2
17331,1,Mechanical,ProblemSolving,Files,EdgeCases,Medium,0,178,3,0,50
19593,1,CSE,Functions,Lists,EdgeCases,Hard,1,99,3,0,48
3441,2,ECE,OOP,Files,Intermediate,Hard,1,277,3,0,75
1546,4,Mechanical,Advanced,Lists,Basic,Hard,1,135,1,0,82
12845,3,Civil,OOP,Classes,EdgeCases,Easy,1,274,1,0,69
19892,4,Mechanical,Functions,Pandas,Basic,Hard,0,75,2,0,9
30,3,Mechanical,Functions,Arrays,Intermediate,Easy,1,190,3,1,75
9664,2,CSE,Functions,Lists,EdgeCases,Medium,1,219,1,0,9
17794,3,Civil,DS_AI,Files,Intermediate,Medium,1,269,2,0,58
3680,4,Civil,DS_AI,Loops,Basic,Medium,0,283,2,0,70
14765,1,Mechanical,DS_AI,Files,Basic,Medium,0,107,1,0,13
126,3,Civil,Functions,Lists,Basic,Easy,1,291,2,1,74
4909,3,Mechanical,OOP,Classes,EdgeCases,Hard,0,176,1,1,30
6643,2,CSE,Functions,Arrays,Intermediate,Hard,0,288,1,1,83
19643,1,CSE,Control,Loops,EdgeCases,Medium,0,67,3,0,37
8846,1,Mechanical,DS_AI,Lists,EdgeCases,Easy,1,269,1,0,99
13649,2,ECE,ProblemSolving,Pandas,Intermediate,Easy,1,104,2,0,68
8933,2,Mechanical,Basics,Files,Basic,Hard,1,86,1,1,16
18646,3,ECE,Functions,Lists,Intermediate,Hard,1,273,2,1,59
7954,2,ECE,DS_AI,Lists,EdgeCases,Hard,0,109,3,0,22
11184,3,ECE,DS_AI,Classes,Intermediate,Medium,1,293,3,0,18
10770,4,Mechanical,OOP,Loops,EdgeCases,Medium,1,53,1,1,4
10932,3,Mechanical,Basics,Lists,EdgeCases,Hard,1,242,2,0,48
18078,2,Mechanical,Control,Arrays,Basic,Hard,1,234,2,0,7
5888,2,Mechanical,Control,Loops,Basic,Easy,1,137,2,0,71
2822,3,Civil,Basics,Pandas,EdgeCases,Hard,1,288,1,1,24
14755,4,ECE,DS_AI,Loops,Intermediate,Hard,1,28,3,0,32
16026,1,Civil,Functions,Loops,Intermediate,Hard,1,131,1,1,84
16219,4,ECE,Functions,Lists,Basic,Easy,1,238,2,0,12
11422,1,Civil,OOP,Lists,EdgeCases,Easy,0,17,1,0,76
1396,3,ECE,Advanced,Arrays,EdgeCases,Medium,1,166,2,0,23
19352,2,ECE,DS,Loops,EdgeCases,Easy,1,38,3,0,4
3962,1,ECE,Functions,Pandas,Intermediate,Medium,1,232,1,1,37
2615,4,Mechanical,Advanced,Pandas,Intermediate,Medium,1,75,1,0,98
15054,2,Civil,ProblemSolving,Lists,EdgeCases,Hard,0,256,1,0,51
17929,2,ECE,DS,Files,Basic,Hard,1,33,3,0,8
5226,2,Civil,Functions,Variables,Basic,Hard,1,121,1,0,16
12094,1,CSE,ProblemSolving,Loops,Intermediate,Hard,1,36,3,0,30
14703,1,Mechanical,ProblemSolving,Arrays,Intermediate,Hard,1,19,3,0,35
12690,4,CSE,Control,Lists,EdgeCases,Medium,1,182,3,1,82
7987,2,Civil,Basics,Pandas,Intermediate,Medium,1,16,1,1,74
14661,3,CSE,Basics,Classes,EdgeCases,Hard,1,261,1,0,5
12661,2,Civil,DS_AI,Functions,Intermediate,Easy,0,280,1,0,40
7035,4,CSE,Advanced,Pandas,Intermediate,Easy,1,257,2,1,77
9638,2,Civil,ProblemSolving,Loops,Intermediate,Hard,1,242,3,0,87
13581,3,Mechanical,Advanced,Classes,EdgeCases,Hard,1,213,1,1,79
10161,1,ECE,Control,Functions,Basic,Easy,1,68,3,0,74
17481,3,ECE,Functions,Loops,Basic,Easy,1,261,2,0,30
1205,3,Civil,Control,Classes,Basic,Hard,1,138,3,0,39
10113,3,ECE,Advanced,Functions,Basic,Medium,0,284,1,0,30
3584,2,ECE,Basics,Classes,Intermediate,Easy,1,13,1,0,70
16257,1,Civil,Basics,Pandas,Basic,Medium,1,211,1,0,69
11332,1,CSE,DS,Files,Basic,Medium,0,180,1,0,43
7540,3,ECE,Functions,Arrays,Basic,Hard,1,34,3,1,35
11612,1,CSE,DS,Lists,Intermediate,Easy,0,134,2,0,6
2039,3,ECE,Advanced,Arrays,Intermediate,Medium,1,115,1,0,62
8224,3,CSE,Functions,Classes,EdgeCases,Medium,1,77,3,0,4
10161,2,Mechanical,Basics,Files,EdgeCases,Hard,1,162,3,0,84
19359,4,Mechanical,Functions,Classes,Intermediate,Easy,1,278,2,0,62
11523,1,ECE,Control,Loops,Basic,Medium,1,194,2,0,13
3569,3,Civil,DS_AI,Pandas,Intermediate,Easy,1,157,3,0,6
11315,1,Civil,DS,Functions,EdgeCases,Medium,1,10,1,0,16
8299,4,Mechanical,Basics,Functions,EdgeCases,Medium,0,180,3,0,13
202,1,Civil,Functions,Files,Basic,Medium,0,268,1,0,43
7957,1,Civil,DS_AI,Lists,Intermediate,Easy,1,84,1,1,70
7386,3,Civil,Functions,Classes,Intermediate,Easy,1,78,3,0,65
6008,2,CSE,DS_AI,Variables,Basic,Medium,0,105,2,0,58
1795,3,Mechanical,Functions,Classes,Intermediate,Medium,1,53,3,0,62
1409,2,ECE,OOP,Functions,Basic,Hard,1,128,1,1,21
917,1,Civil,Functions,Classes,EdgeCases,Easy,1,110,3,0,84
7779,4,ECE,Functions,Arrays,EdgeCases,Medium,1,274,2,0,64
9877,1,CSE,DS_AI,Arrays,EdgeCases,Medium,0,262,2,0,15
14441,4,Civil,DS,Variables,Intermediate,Medium,0,95,3,0,75
6347,4,Civil,DS_AI,Functions,Intermediate,Easy,0,87,3,1,66
15870,1,ECE,Control,Pandas,EdgeCases,Easy,1,277,3,0,25
3167,1,ECE,Basics,Loops,Intermediate,Hard,1,18,3,0,9
7345,2,Civil,Advanced,Functions,EdgeCases,Hard,0,271,3,0,82
16449,3,Mechanical,Basics,Files,EdgeCases,Easy,0,47,3,1,62
3651,2,ECE,Functions,Classes,EdgeCases,Hard,0,139,3,0,33
14716,3,Mechanical,DS_AI,Lists,EdgeCases,Medium,1,287,2,0,45
6399,4,CSE,OOP,Classes,Intermediate,Easy,0,221,1,0,11
2016,1,CSE,ProblemSolving,Classes,Basic,Hard,1,20,3,1,30
15941,1,Mechanical,Functions,Arrays,Basic,Hard,0,38,2,1,20
4025,3,Mechanical,OOP,Variables,EdgeCases,Medium,1,54,3,0,79
8805,4,Civil,Basics,Arrays,Intermediate,Easy,1,182,1,0,99
8844,4,ECE,Advanced,Classes,EdgeCases,Easy,0,176,3,1,24
13006,4,Civil,DS_AI,Functions,Basic,Easy,1,291,1,1,15
1388,1,CSE,Functions,Variables,EdgeCases,Hard,1,176,1,0,35
4764,2,ECE,Control,Loops,Basic,Hard,1,270,3,0,85
5536,4,CSE,Functions,Lists,EdgeCases,Easy,1,162,1,0,0
12021,3,ECE,OOP,Pandas,EdgeCases,Hard,0,46,1,1,24
3129,4,Mechanical,Control,Lists,Intermediate,Hard,1,145,3,0,14
5086,3,Civil,Advanced,Lists,Basic,Hard,0,269,1,0,19
11298,3,CSE,Basics,Pandas,Intermediate,Hard,0,10,2,1,6
16922,2,CSE,Basics,Arrays,EdgeCases,Medium,1,15,3,0,30
16258,3,ECE,DS_AI,Files,EdgeCases,Hard,0,261,3,0,75
5999,3,Civil,Advanced,Functions,EdgeCases,Easy,1,230,2,1,88
14024,1,CSE,Functions,Functions,Basic,Hard,1,177,2,0,56
11370,3,Mechanical,Basics,Variables,EdgeCases,Easy,1,236,1,1,87
10515,4,Civil,DS,Lists,Basic,Hard,1,160,1,0,9
18422,2,ECE,Basics,Files,EdgeCases,Medium,0,242,3,0,26
9155,2,Civil,Basics,Loops,EdgeCases,Hard,1,16,2,0,10
1244,1,ECE,Control,Arrays,EdgeCases,Medium,1,288,3,0,1
10062,2,CSE,ProblemSolving,Functions,Intermediate,Medium,0,113,3,1,51
19515,1,Mechanical,DS_AI,Variables,Basic,Medium,1,100,3,1,35
1654,1,ECE,DS_AI,Classes,EdgeCases,Hard,1,87,3,0,76
7975,2,CSE,OOP,Loops,EdgeCases,Easy,1,68,3,1,58
9492,3,ECE,Control,Files,Basic,Hard,1,292,3,1,2
2305,4,Civil,DS_AI,Files,Basic,Easy,1,138,2,0,62
11499,2,Civil,DS,Files,Intermediate,Medium,0,149,1,1,0
12339,2,Civil,OOP,Files,EdgeCases,Hard,1,269,3,0,61
3815,2,Mechanical,ProblemSolving,Loops,Intermediate,Easy,1,25,3,0,40
12510,1,CSE,DS_AI,Files,EdgeCases,Hard,1,79,3,1,21
5039,1,Mechanical,ProblemSolving,Variables,Intermediate,Medium,1,101,2,0,66
16026,2,CSE,Basics,Lists,Intermediate,Medium,0,173,3,1,56
13366,2,CSE,Functions,Lists,EdgeCases,Hard,1,252,2,0,0
3782,1,CSE,Functions,Variables,Intermediate,Easy,1,63,3,1,78
1959,2,Mechanical,ProblemSolving,Variables,Basic,Hard,0,193,1,0,67
17681,2,CSE,Control,Loops,EdgeCases,Hard,1,17,3,0,48
6342,1,Mechanical,Functions,Pandas,EdgeCases,Easy,1,24,1,0,46
9225,4,ECE,ProblemSolving,Variables,Intermediate,Easy,1,111,1,1,78
5083,2,Mechanical,DS,Variables,Basic,Medium,0,21,3,0,7
7302,1,Mechanical,Functions,Pandas,EdgeCases,Easy,1,272,1,0,21
14276,3,Civil,ProblemSolving,Files,EdgeCases,Easy,0,236,2,1,34
15376,3,CSE,DS,Functions,EdgeCases,Easy,0,273,3,0,51
19613,4,ECE,Functions,Files,EdgeCases,Hard,0,226,3,0,88
