Program_Type,Mode,Duration,Hours,Subjects,Projects,Tools,Cost,Faculty_Experience,Faculty_Degree,Industry_Background,Company_Background,College_Tier,CGPA,Skill_Before,Skill_After,Placement,Salary,Skill_Improvement,ROI
FullStack,Online,18,402,9,5,4,290167,1,BTech,1,Top,2,5.65,1,2,1,8,1,2.7570330189166925
Advanced,Hybrid,31,474,6,5,4,180951,19,PhD,1,Mid,1,5.27,0,1,1,5,1,2.7631789821553903
GenAI,Online,35,172,8,7,8,330561,14,MTech,1,Startup,2,6.82,0,2,0,10,2,3.0251602578646604
Advanced,Hybrid,4,450,3,3,5,217697,11,PhD,1,Startup,4,9.27,0,1,1,9,1,4.13418650693395
DataScience,Offline,29,113,12,7,14,208442,12,MTech,1,Top,3,8.67,0,2,0,20,2,9.59499525047735
Basic,Offline,21,353,7,7,8,37208,13,PhD,1,Mid,2,6.37,2,1,1,23,-1,61.81466351322296
Basic,Hybrid,1,395,13,1,2,296976,4,BTech,1,Mid,3,6.49,0,1,1,10,1,3.3672754700716556
Advanced,Offline,29,460,13,9,8,363564,6,PhD,0,Top,1,9.91,1,3,1,14,2,3.8507663024941965
Advanced,Online,16,136,9,7,5,286917,14,MTech,1,Top,4,7.59,1,1,1,12,0,4.182394211566411
Basic,Online,32,344,4,6,4,254230,5,BTech,0,Startup,3,6.86,1,2,1,12,1,4.720135310545569
Basic,Offline,23,361,13,4,10,133824,2,MTech,1,Top,4,7.81,1,3,1,7,2,5.230750836920134
Advanced,Hybrid,15,419,5,8,3,90276,15,BTech,0,Mid,1,7.44,1,1,1,3,0,3.323142363418849
GenAI,Online,17,95,11,3,10,110218,9,BTech,0,Startup,1,9.86,1,2,0,24,1,21.775027672431
GenAI,Hybrid,19,129,7,6,8,300473,3,PhD,1,Top,3,6.37,2,1,1,15,-1,4.992129076489402
Basic,Online,28,439,14,4,1,196085,14,PhD,0,Top,4,6.17,1,3,0,6,2,3.05989749343397
FullStack,Offline,6,109,12,1,9,43560,2,BTech,0,Mid,4,10.0,0,2,1,12,2,27.548209366391184
GenAI,Offline,21,64,3,5,4,211431,11,MTech,1,Startup,2,7.11,2,2,1,16,0,7.567480643803416
DataScience,Offline,13,83,8,2,8,79136,3,MTech,0,Mid,1,7.47,1,3,1,5,2,6.3182369591589165
Basic,Hybrid,7,81,13,7,8,192296,16,PhD,0,Startup,1,5.65,2,3,1,7,1,3.640221325456588
GenAI,Offline,17,124,13,3,10,22841,13,MTech,1,Mid,3,8.48,2,1,1,21,-1,91.93993257738278
Advanced,Online,13,256,5,4,2,366849,5,BTech,1,Top,4,9.51,2,3,1,22,1,5.997017846579928
FullStack,Online,9,480,14,6,9,277559,8,BTech,0,Mid,1,8.43,0,3,0,11,3,3.963121354378709
Advanced,Hybrid,9,230,10,6,13,173910,18,BTech,1,Startup,4,5.98,2,2,0,21,0,12.075211316198033
Advanced,Online,11,431,3,2,10,138377,1,MTech,1,Top,4,8.96,2,1,0,17,-1,12.285278622892534
FullStack,Offline,12,470,9,1,7,383357,13,MTech,0,Startup,4,9.17,2,1,1,19,-1,4.956215746679987
Basic,Hybrid,9,131,6,8,7,218012,16,PhD,1,Top,3,7.01,0,3,0,23,3,10.549877988367612
Advanced,Online,30,396,9,5,10,189728,13,PhD,1,Startup,2,6.95,1,2,1,13,1,6.851914319446787
Basic,Online,3,474,7,2,1,320042,9,PhD,1,Startup,1,8.55,2,1,0,8,-1,2.4996719180607547
Basic,Online,18,496,6,2,10,234155,11,MTech,1,Mid,1,6.14,0,1,1,9,1,3.8436078665841005
Basic,Offline,5,289,10,8,7,180604,14,BTech,1,Top,1,8.44,0,2,1,19,2,10.520254257934486
Advanced,Hybrid,27,69,4,2,2,388133,12,PhD,1,Startup,3,6.79,0,1,0,22,1,5.668160140982601
Basic,Hybrid,32,467,12,8,9,148306,6,MTech,0,Startup,4,5.56,0,3,0,3,3,2.0228446590158184
Advanced,Offline,10,90,12,5,6,43499,3,PhD,0,Startup,4,7.09,2,1,1,7,-1,16.092323961470377
Basic,Hybrid,2,394,13,4,2,33027,18,MTech,0,Startup,4,7.01,0,3,1,5,3,15.139128591758258
DataScience,Offline,19,196,13,7,5,223057,12,PhD,1,Mid,3,6.95,0,2,0,12,2,5.379790815800445
Advanced,Offline,8,450,8,2,14,304770,5,PhD,0,Top,3,9.31,0,2,1,4,2,1.3124651376447813
DataScience,Online,17,222,7,1,7,112981,7,MTech,1,Top,4,5.47,2,2,1,20,0,17.702091502110974
Basic,Offline,33,196,10,8,9,160440,8,BTech,1,Mid,2,9.19,1,3,1,9,2,5.609573672400898
Advanced,Online,21,382,11,2,7,182185,11,MTech,1,Startup,4,7.92,0,1,0,14,1,7.684496528254247
FullStack,Offline,8,471,11,6,8,224572,12,BTech,0,Mid,4,7.1,2,1,1,21,-1,9.3511212439663
DataScience,Offline,9,487,7,5,7,121505,5,BTech,1,Startup,1,9.39,2,2,1,9,0,7.407102588370849
GenAI,Hybrid,10,428,9,2,9,158747,16,PhD,1,Startup,3,6.51,2,3,1,22,1,13.858529610008379
GenAI,Online,33,357,14,8,14,191913,16,MTech,1,Top,3,9.41,1,2,1,5,1,2.605347214623293
FullStack,Online,13,306,5,5,5,59190,4,PhD,1,Startup,2,5.85,0,1,1,13,1,21.963169454299713
FullStack,Hybrid,10,198,13,4,12,163082,1,BTech,0,Startup,3,7.69,0,3,1,4,3,2.452753829361916
GenAI,Online,10,393,12,3,7,110230,8,MTech,0,Top,4,5.64,0,1,1,21,1,19.051075024947835
Advanced,Offline,23,336,8,8,10,201571,6,BTech,1,Top,3,5.84,0,3,0,19,3,9.425959091337544
Basic,Hybrid,30,228,10,9,1,182338,13,PhD,1,Top,1,7.33,1,2,1,6,1,3.2905921969090373
Advanced,Hybrid,9,422,14,9,14,263205,18,BTech,0,Mid,4,8.27,0,1,0,9,1,3.4193879295606084
GenAI,Offline,4,492,9,7,4,336426,18,BTech,0,Startup,4,5.49,1,1,0,22,0,6.53932811376053
DataScience,Offline,21,109,8,2,9,163282,10,BTech,0,Mid,4,6.02,1,3,0,7,2,4.287061647946498
DataScience,Hybrid,26,497,7,2,9,88016,4,PhD,1,Top,3,8.01,1,1,1,9,0,10.225413561170695
Basic,Offline,25,149,4,9,13,168581,4,MTech,0,Startup,4,9.04,0,3,0,18,3,10.67735984482237
Basic,Offline,31,109,6,6,12,133190,9,PhD,0,Mid,4,6.64,2,1,1,12,-1,9.009685411817703
GenAI,Offline,19,110,9,1,3,200727,1,BTech,1,Top,4,7.43,0,1,1,20,1,9.96378165368884
GenAI,Online,21,232,10,4,13,363687,12,MTech,0,Mid,3,5.11,2,1,0,19,-1,5.224272520051583
Basic,Online,6,497,12,6,6,60257,11,PhD,0,Mid,3,6.05,2,3,1,21,1,34.85072273760725
DataScience,Hybrid,19,402,10,4,1,349649,17,PhD,1,Top,3,7.42,0,2,1,9,2,2.5740099356783515
FullStack,Offline,27,175,8,1,2,115344,12,MTech,1,Top,1,6.33,2,3,1,5,1,4.334859203773061
FullStack,Offline,21,445,6,7,14,276943,1,PhD,1,Mid,4,5.8,0,3,1,9,3,3.2497661973763554
FullStack,Offline,20,142,8,2,6,66419,15,BTech,1,Startup,2,5.63,0,2,0,22,2,33.12305213869526
DataScience,Online,9,229,9,9,9,360576,12,MTech,1,Top,1,5.19,1,1,1,15,0,4.160010649627263
Advanced,Hybrid,10,203,13,5,14,52391,6,PhD,1,Top,3,7.29,2,2,1,23,0,43.900669962398126
Advanced,Offline,22,119,7,5,10,257458,5,MTech,0,Startup,2,9.26,1,2,1,8,1,3.1073029387317543
DataScience,Offline,16,250,4,1,2,132791,1,PhD,1,Top,4,5.67,0,2,1,13,2,9.78982009322921
Advanced,Offline,8,156,13,8,14,243160,12,MTech,0,Mid,1,7.49,2,2,1,20,0,8.225037012666556
FullStack,Offline,5,430,9,9,5,362037,12,MTech,0,Top,2,9.44,2,2,1,20,0,5.524297240337313
DataScience,Hybrid,23,457,14,5,13,75490,3,PhD,1,Top,1,8.96,1,3,1,11,2,14.571466419393296
Basic,Online,30,479,9,2,9,136470,14,MTech,1,Top,4,7.99,1,2,1,3,1,2.198285337436799
DataScience,Offline,15,275,6,6,4,96232,10,PhD,1,Startup,3,7.47,0,2,1,21,2,21.82226286474354
GenAI,Hybrid,1,371,9,9,3,380121,9,BTech,1,Top,1,7.34,0,3,1,15,3,3.9461118959489214
FullStack,Online,20,409,4,9,4,308111,17,PhD,1,Mid,2,5.77,0,2,0,9,2,2.9210252149387723
FullStack,Hybrid,6,103,12,4,8,284405,11,PhD,0,Mid,2,7.0,0,1,1,18,1,6.329002654665002
GenAI,Online,9,137,8,7,4,129424,8,PhD,0,Top,1,8.24,1,3,0,19,2,14.680430213870688
FullStack,Offline,9,110,14,2,1,241154,6,MTech,1,Startup,4,8.79,2,1,0,3,-1,1.2440183451238627
GenAI,Offline,7,169,3,8,9,236946,10,BTech,0,Mid,2,6.9,2,3,0,6,1,2.532222531716087
GenAI,Hybrid,16,406,5,3,1,174469,4,PhD,0,Top,2,7.79,2,3,0,11,1,6.304844986788484
FullStack,Offline,29,284,3,1,9,74813,8,MTech,1,Startup,1,6.95,1,1,1,10,0,13.366660874446955
DataScience,Offline,28,499,4,9,8,43503,2,PhD,1,Startup,2,7.87,1,1,0,20,0,45.9738408845367
GenAI,Hybrid,17,80,3,7,2,223398,7,MTech,1,Top,2,9.62,1,1,0,13,0,5.819210556943214
Basic,Online,29,115,13,8,14,341272,11,PhD,1,Top,1,7.29,1,1,1,19,0,5.567406643381232
GenAI,Online,21,489,9,4,9,232084,18,PhD,1,Mid,3,5.72,0,1,1,24,1,10.341083400837627
Basic,Offline,23,411,4,4,13,68966,10,PhD,1,Startup,4,5.4,1,1,0,13,0,18.849868050923643
DataScience,Offline,21,394,14,8,3,84334,4,MTech,0,Top,3,8.16,1,1,1,20,0,23.71522754760832
GenAI,Hybrid,5,398,6,4,2,86898,11,BTech,0,Startup,4,6.17,0,3,0,19,3,21.864714953163478
GenAI,Hybrid,26,299,13,3,12,115232,11,MTech,1,Mid,4,6.55,2,1,0,16,-1,13.885031935573451
GenAI,Online,25,406,7,3,6,72977,18,BTech,1,Mid,3,9.0,1,3,0,6,2,8.221768502404867
Basic,Offline,7,440,11,1,2,98510,5,PhD,0,Top,1,9.33,2,2,1,9,0,9.136128311846512
DataScience,Hybrid,13,485,11,7,8,314913,17,BTech,0,Mid,4,9.77,2,3,0,23,1,7.303604487588635
FullStack,Hybrid,17,81,8,7,5,337931,12,PhD,0,Mid,1,5.69,2,1,0,13,-1,3.8469391680550173
Advanced,Offline,6,155,4,1,3,83492,9,MTech,0,Top,2,7.07,1,2,1,23,1,27.547549465817085
GenAI,Hybrid,9,496,5,4,3,372214,18,MTech,0,Top,4,7.01,1,3,1,19,2,5.104590370055935
GenAI,Offline,9,421,5,9,8,107512,9,MTech,1,Startup,1,9.49,1,2,1,16,1,14.882059677059305
GenAI,Online,27,383,14,6,8,42157,10,BTech,0,Mid,1,6.45,0,1,1,19,1,45.0696207035605
FullStack,Online,17,73,3,6,11,161406,2,BTech,1,Mid,1,6.55,1,2,0,14,1,8.673779165582443
DataScience,Online,23,129,5,4,9,227367,1,PhD,0,Startup,2,5.42,1,3,1,9,2,3.95835807307129
Basic,Offline,34,190,7,8,5,384592,11,MTech,1,Top,1,7.55,0,1,1,23,1,5.980363606107251
FullStack,Online,32,165,13,2,6,194832,12,MTech,1,Mid,1,8.71,2,3,0,8,1,4.106101667077277
DataScience,Hybrid,11,299,8,9,8,320078,7,MTech,0,Top,2,8.49,2,1,1,24,-1,7.498172320496879
Advanced,Offline,13,362,8,3,12,269259,7,MTech,0,Top,4,8.25,2,1,1,24,-1,8.91335108575758
DataScience,Online,8,160,9,1,12,237200,8,PhD,0,Top,1,6.74,0,2,1,13,2,5.480607082630692
DataScience,Online,3,103,6,2,2,62519,18,MTech,0,Top,4,5.73,1,3,0,6,2,9.597082486923975
Basic,Hybrid,20,382,6,5,6,130833,2,MTech,1,Startup,2,5.19,1,2,0,7,1,5.3503321027569495
DataScience,Offline,22,118,11,8,5,381284,12,MTech,1,Mid,3,7.31,1,2,1,19,1,4.983162157342034
DataScience,Hybrid,31,476,6,6,7,24756,1,BTech,1,Startup,2,6.88,1,3,1,23,2,92.90677007594118
GenAI,Hybrid,16,123,6,5,1,50530,19,PhD,1,Mid,2,9.69,1,3,1,16,2,31.664357807243224
Basic,Hybrid,3,173,5,6,8,211598,19,MTech,0,Mid,3,5.67,0,1,1,17,1,8.034102401724024
DataScience,Online,26,141,3,5,6,340145,18,PhD,1,Top,3,6.65,1,1,1,3,0,0.8819768040100545
DataScience,Offline,16,478,7,9,6,259409,19,PhD,1,Top,1,7.88,1,1,1,13,0,5.011391277866227
GenAI,Online,23,402,3,6,7,30922,13,PhD,0,Startup,3,5.16,1,1,0,14,0,45.27520858935386
Basic,Offline,18,93,7,4,11,83647,11,PhD,1,Mid,2,5.11,1,1,1,4,0,4.782000549930063
Advanced,Hybrid,9,176,6,4,11,315823,6,PhD,0,Mid,2,8.36,1,2,0,18,1,5.699394914239938
Basic,Offline,23,91,6,8,8,245708,8,BTech,1,Top,3,5.96,1,2,1,4,1,1.6279486219414916
FullStack,Online,9,407,11,9,7,398771,1,BTech,0,Startup,2,6.51,0,2,1,12,2,3.0092459080524914
DataScience,Online,19,86,5,3,7,338495,3,MTech,1,Top,1,7.82,1,1,1,10,0,2.9542533863129443
FullStack,Offline,32,296,7,6,4,254279,16,BTech,1,Mid,4,7.7,1,3,0,17,2,6.685569787516861
FullStack,Hybrid,20,331,6,3,4,395480,16,BTech,0,Top,2,7.81,0,1,1,22,1,5.562860321634469
Advanced,Offline,18,361,12,8,3,312318,4,PhD,1,Startup,1,9.08,2,3,1,20,1,6.403729532079483
DataScience,Online,4,411,8,8,4,126834,14,PhD,1,Startup,1,8.61,0,1,0,14,1,11.038049734298374
Basic,Hybrid,6,64,4,7,12,288071,19,BTech,1,Startup,4,5.94,1,2,1,15,1,5.207049650954104
GenAI,Online,30,178,4,8,6,153081,11,BTech,1,Top,3,7.36,2,3,0,10,1,6.532489335711159
DataScience,Hybrid,24,293,12,9,2,146014,16,PhD,0,Startup,2,6.64,1,3,0,13,2,8.903255852178559
FullStack,Offline,17,488,13,1,5,184180,18,PhD,1,Mid,1,5.08,1,3,1,5,2,2.714735584754045
FullStack,Hybrid,10,218,9,2,12,34940,15,BTech,1,Startup,2,8.06,2,3,1,13,1,37.20663995420721
DataScience,Hybrid,17,71,7,8,2,81246,19,BTech,1,Startup,4,6.12,0,3,1,9,3,11.077468429214978
Advanced,Hybrid,11,467,13,1,4,343395,18,PhD,1,Top,3,9.92,0,2,0,6,2,1.7472589874634168
Basic,Online,32,485,11,3,4,291834,15,BTech,1,Top,3,7.27,0,2,0,9,2,3.0839449824215133
GenAI,Online,17,177,4,1,8,116941,5,PhD,1,Startup,1,8.58,2,2,0,20,0,17.102641502980134
Advanced,Online,20,306,14,1,3,289018,16,MTech,1,Startup,1,8.12,2,1,1,6,-1,2.075995266730792
Basic,Hybrid,28,157,11,2,4,335829,8,PhD,1,Mid,2,6.15,1,3,0,15,2,4.466558873712514
DataScience,Online,29,448,5,8,13,307617,16,MTech,1,Top,3,9.23,0,1,1,13,1,4.226034321900285
Advanced,Offline,10,328,14,1,9,369518,19,BTech,1,Mid,3,6.98,2,3,1,9,1,2.4356053020421196
GenAI,Online,22,264,11,8,6,140760,10,BTech,1,Startup,4,6.3,0,1,1,15,1,10.656436487638533
Basic,Online,15,328,7,5,14,182623,1,BTech,1,Startup,4,6.42,2,2,0,13,0,7.118490003997306
DataScience,Online,34,380,7,9,14,181763,10,MTech,0,Startup,2,5.88,1,2,0,14,1,7.702337659479651
Basic,Offline,7,404,6,9,10,266433,16,BTech,0,Mid,1,9.19,1,3,1,10,2,3.753288819327936
GenAI,Hybrid,15,310,11,3,5,182243,13,PhD,1,Mid,4,5.5,0,1,1,11,1,6.03589712636425
DataScience,Hybrid,34,384,3,9,13,371203,7,MTech,0,Mid,1,7.15,0,1,0,24,1,6.465464988160117
FullStack,Online,14,85,12,5,12,207130,6,PhD,0,Startup,4,8.62,1,2,1,15,1,7.241828803167094
FullStack,Hybrid,2,454,10,2,9,351341,17,BTech,0,Mid,2,8.26,0,2,1,21,2,5.977099171460205
Advanced,Online,22,414,9,5,8,75376,4,PhD,1,Startup,3,9.9,1,2,1,12,1,15.920186796858417
DataScience,Offline,13,52,12,3,11,288782,6,BTech,1,Top,4,8.5,1,2,1,8,1,2.7702557638633984
DataScience,Offline,5,349,11,8,7,265225,9,MTech,0,Top,4,8.6,1,3,0,8,2,3.016306909228014
Advanced,Hybrid,22,221,4,8,9,71186,12,BTech,0,Mid,1,5.32,0,1,1,10,1,14.04770600960863
Basic,Offline,6,99,10,8,4,171226,5,BTech,1,Top,4,7.79,1,2,1,24,1,14.016562905166273
Advanced,Offline,33,289,11,2,12,197647,10,BTech,1,Mid,1,8.08,1,2,1,3,1,1.5178575946004746
DataScience,Online,8,479,3,6,7,117029,3,BTech,1,Top,2,9.26,2,3,0,23,1,19.653248340155002
FullStack,Online,27,386,6,1,13,169446,7,BTech,0,Mid,1,7.42,2,3,0,21,1,12.393328848128606
Basic,Hybrid,23,364,11,8,9,267100,14,PhD,1,Startup,1,7.39,2,1,1,18,-1,6.739049045301385
DataScience,Online,31,241,11,6,8,323788,15,PhD,1,Top,1,9.5,2,2,1,16,0,4.941504935328054
GenAI,Hybrid,7,335,12,8,11,252552,15,PhD,1,Top,2,9.79,1,3,0,21,2,8.315119262567707
FullStack,Offline,19,88,14,4,14,216644,9,PhD,1,Startup,2,7.15,1,2,1,22,1,10.154908513506028
FullStack,Online,35,452,7,1,3,355784,5,PhD,0,Top,3,5.98,2,3,1,20,1,5.621388258044206
Advanced,Online,27,51,3,5,12,87555,13,MTech,1,Top,4,9.6,2,2,1,10,0,11.421392267717435
DataScience,Hybrid,3,87,7,9,14,388164,14,MTech,1,Mid,2,6.06,1,3,1,14,2,3.606722931544399
DataScience,Offline,29,128,10,3,5,363142,9,MTech,1,Startup,1,7.49,0,3,1,12,3,3.3044924574959658
Advanced,Hybrid,14,417,3,2,7,161004,5,BTech,0,Top,1,5.24,2,1,0,12,-1,7.453230975627935
DataScience,Online,13,409,5,5,4,122346,11,PhD,0,Startup,3,7.79,0,1,1,7,1,5.721478430026319
DataScience,Offline,23,382,5,1,4,62077,17,BTech,1,Mid,3,7.14,1,2,1,18,1,28.99624659696828
FullStack,Hybrid,14,434,13,6,11,259422,10,MTech,0,Top,4,9.33,0,1,1,12,1,4.625667830793071
Basic,Online,19,399,4,2,8,359527,12,PhD,0,Mid,1,8.96,1,3,1,12,2,3.33771872488019
GenAI,Online,18,246,13,7,4,152963,13,PhD,1,Top,1,9.64,1,2,0,8,1,5.230022946725678
GenAI,Hybrid,23,352,11,8,5,96328,7,PhD,1,Mid,4,9.63,2,1,0,12,-1,12.457437089942696
Basic,Online,20,213,7,3,5,271502,18,PhD,1,Mid,2,6.92,2,3,0,13,1,4.788178355960546
GenAI,Online,25,75,5,5,3,221561,4,MTech,1,Top,1,7.93,2,3,0,18,1,8.124173478184337
Basic,Hybrid,35,225,12,8,11,147714,2,PhD,1,Mid,2,5.0,0,1,1,7,1,4.738887309259786
DataScience,Offline,25,92,12,8,7,362233,13,MTech,1,Startup,1,7.22,2,2,1,7,0,1.932457837910958
Advanced,Online,10,404,10,9,9,196947,7,PhD,0,Startup,4,9.31,0,2,1,8,2,4.062006529675497
DataScience,Online,28,60,7,2,7,251745,2,BTech,0,Mid,1,5.6,0,2,1,21,2,8.341774414586189
Advanced,Online,35,91,3,3,10,284826,1,BTech,1,Mid,3,9.29,1,2,0,9,1,3.159823892481726
Basic,Offline,34,53,6,9,4,319519,17,PhD,0,Top,1,6.7,1,1,0,15,0,4.694556505246949
DataScience,Online,12,65,6,2,13,384037,10,MTech,0,Startup,4,8.34,2,2,0,5,0,1.3019578842663597
Basic,Offline,23,351,8,9,13,45646,1,MTech,0,Startup,3,6.94,0,3,0,5,3,10.953862331858213
FullStack,Hybrid,30,496,9,3,1,303793,14,BTech,0,Startup,4,6.41,2,2,0,20,0,6.5834301646186715
Basic,Offline,17,319,11,3,6,373454,11,BTech,1,Startup,1,7.07,2,2,0,4,0,1.0710823823014348
DataScience,Hybrid,35,75,9,1,3,264822,14,PhD,1,Mid,1,5.48,2,1,1,21,-1,7.929854770374063
Advanced,Online,3,309,8,4,14,134082,18,BTech,1,Top,2,5.85,1,1,0,13,0,9.69555943377933
FullStack,Online,17,132,8,4,5,83767,10,BTech,1,Top,2,6.61,0,1,1,7,1,8.356512707868253
DataScience,Online,10,415,10,3,6,152908,4,PhD,0,Startup,1,6.89,1,3,0,20,2,13.07976037878986
DataScience,Hybrid,20,377,9,4,13,97900,9,MTech,0,Startup,4,9.39,1,1,1,16,0,16.343207354443308
DataScience,Offline,31,331,14,4,11,27370,15,MTech,0,Mid,2,5.37,0,3,1,5,3,18.26817683595177
FullStack,Online,5,354,4,3,11,41133,14,BTech,0,Mid,3,9.86,0,2,1,8,2,19.449104125641213
DataScience,Hybrid,15,353,6,6,8,20317,17,PhD,0,Startup,4,9.03,0,1,0,20,1,98.43973027513906
Advanced,Online,29,97,11,8,6,341779,14,MTech,0,Mid,2,7.67,1,2,1,10,1,2.925867300214466
DataScience,Hybrid,31,140,13,7,14,266918,16,BTech,0,Top,3,9.52,2,2,1,11,0,4.121115848312965
GenAI,Online,24,450,5,5,8,150671,14,PhD,1,Mid,1,8.41,1,1,0,20,0,13.273954510157894
Basic,Offline,3,87,6,5,9,42844,13,PhD,0,Top,3,6.87,2,1,0,16,-1,37.344785734291854
GenAI,Online,9,362,12,4,14,255563,14,BTech,0,Mid,3,8.18,2,1,1,11,-1,4.304222442215814
Advanced,Hybrid,7,287,14,1,1,31729,9,PhD,1,Top,1,7.24,1,3,0,21,2,66.18550852532383
Advanced,Offline,23,494,7,9,14,261584,4,BTech,0,Mid,3,9.15,2,2,0,23,0,8.792586702550615
Basic,Hybrid,18,341,10,7,5,396138,15,PhD,0,Startup,3,5.22,0,3,1,13,3,3.28168466544487
Advanced,Offline,35,429,13,1,3,97231,17,MTech,0,Mid,1,8.72,0,2,1,8,2,8.227828573191678
Advanced,Online,1,452,14,1,6,219548,7,BTech,1,Startup,1,7.73,0,1,1,14,1,6.376737661012626
DataScience,Online,17,442,8,3,4,223253,1,MTech,1,Startup,3,9.34,1,1,1,17,0,7.6146793100204695
Basic,Online,10,79,3,1,4,49723,16,MTech,1,Top,3,6.56,0,1,1,11,1,22.12255897673109
GenAI,Hybrid,2,117,4,6,9,46843,7,PhD,1,Startup,4,7.45,2,2,1,17,0,36.29144162414875
DataScience,Online,7,402,7,1,14,209404,6,PhD,1,Startup,3,7.35,2,1,0,3,-1,1.432637389925694
DataScience,Online,11,251,6,6,3,225589,13,MTech,1,Startup,1,9.24,0,2,0,15,2,6.649260380603664
GenAI,Offline,19,329,5,4,1,312986,5,PhD,1,Mid,1,8.56,1,3,1,13,2,4.153540413948228
Advanced,Offline,22,171,12,5,7,218798,19,BTech,0,Startup,4,7.22,1,1,1,4,0,1.828170275779486
FullStack,Online,17,153,10,2,10,202233,17,MTech,1,Startup,3,8.43,2,3,0,9,1,4.45031226357716
FullStack,Offline,19,230,13,2,9,60280,18,MTech,0,Startup,4,9.37,1,1,0,23,0,38.155275381552755
Advanced,Online,7,144,14,7,5,56516,10,BTech,1,Startup,4,5.75,0,1,0,5,1,8.847052162219548
DataScience,Offline,19,328,13,9,10,99045,1,MTech,0,Mid,1,5.65,2,3,0,23,1,23.221767883285374
GenAI,Online,16,343,9,8,10,264658,11,MTech,0,Startup,2,5.05,2,1,0,17,-1,6.423384141042401
FullStack,Hybrid,7,184,11,1,2,297773,10,BTech,0,Top,2,5.76,1,2,1,12,1,4.029915405359116
DataScience,Online,11,388,3,7,2,23628,17,MTech,0,Mid,4,9.28,0,2,1,11,2,46.55493482309125
FullStack,Offline,29,379,5,8,9,34974,6,PhD,1,Mid,2,8.18,0,1,1,16,1,45.7482701435352
GenAI,Online,14,181,13,2,12,26814,12,MTech,0,Startup,3,7.67,1,2,0,20,1,74.58790184232117
DataScience,Hybrid,30,275,8,1,4,126202,17,PhD,1,Top,2,9.85,0,3,1,23,3,18.224750796342374
Basic,Offline,23,323,14,6,14,57069,9,MTech,0,Startup,4,7.18,2,1,1,14,-1,24.531707231596837
DataScience,Hybrid,19,212,5,9,7,36712,11,PhD,1,Top,1,5.66,2,2,1,20,0,54.47809980387884
Basic,Offline,28,191,9,6,13,294616,6,BTech,0,Mid,3,5.31,1,2,0,5,1,1.6971243924294677
Advanced,Online,23,229,12,9,6,223012,14,BTech,1,Mid,2,5.89,0,2,1,12,2,5.380876365397378
GenAI,Offline,9,152,13,7,11,304484,19,PhD,0,Top,4,9.85,0,3,1,18,3,5.9116406773426515
FullStack,Online,18,126,11,7,1,56447,19,MTech,1,Mid,4,8.9,0,3,0,22,3,38.97461335411979
Advanced,Online,27,484,10,4,6,387790,17,PhD,0,Top,3,7.83,2,1,0,16,-1,4.125944454472782
Advanced,Offline,8,222,12,6,10,47762,4,MTech,0,Startup,1,8.94,0,3,1,11,3,23.030861354214647
DataScience,Hybrid,23,180,11,8,13,393704,8,MTech,0,Top,1,5.27,0,3,0,8,3,2.031983419015301
DataScience,Offline,9,331,5,9,10,83394,1,PhD,0,Startup,1,8.82,0,1,1,16,1,19.186032568290283
Basic,Hybrid,19,125,3,3,9,335275,12,BTech,1,Startup,1,6.49,1,2,1,11,1,3.280888822608307
Basic,Hybrid,11,388,14,4,10,246937,4,MTech,1,Top,1,8.63,0,2,0,9,2,3.6446543045392144
Advanced,Online,14,285,12,1,5,297044,7,MTech,0,Top,1,8.91,1,1,0,18,0,6.05970832603924
Advanced,Offline,11,214,6,5,7,153335,7,MTech,0,Mid,1,7.15,1,3,0,20,2,13.043336485472985
DataScience,Online,20,101,13,6,2,365862,2,MTech,1,Top,4,7.01,0,1,0,3,1,0.819981304426259
DataScience,Offline,18,378,12,6,4,329132,9,PhD,0,Top,1,9.2,1,2,0,21,1,6.380418798536757
FullStack,Offline,19,98,3,5,5,110511,3,PhD,1,Top,4,6.09,1,1,0,6,0,5.429323777723484
GenAI,Hybrid,27,61,7,9,12,393412,18,MTech,0,Top,3,7.64,1,2,0,5,1,1.2709322542271206
FullStack,Hybrid,24,226,6,1,11,202273,7,BTech,1,Top,4,9.42,2,3,0,17,1,8.404483050135212
GenAI,Online,30,231,9,7,11,210732,5,PhD,1,Mid,2,9.53,2,1,1,22,-1,10.439800315092155
Advanced,Online,18,121,4,4,9,320715,1,BTech,0,Mid,4,5.76,0,1,1,4,1,1.2472132578769313
DataScience,Online,32,81,6,5,10,325558,16,PhD,0,Top,4,9.25,2,3,1,8,1,2.4573194330964068
FullStack,Hybrid,32,110,10,5,2,312567,9,BTech,1,Mid,2,5.46,0,1,1,11,1,3.5192454737704235
GenAI,Online,18,282,11,9,10,147578,5,MTech,0,Top,4,7.79,2,3,1,21,1,14.229763243843932
Basic,Hybrid,15,343,13,8,13,264546,14,BTech,1,Top,1,7.08,0,2,0,3,2,1.1340182803746797
GenAI,Hybrid,23,230,12,8,6,171267,4,MTech,0,Mid,4,7.01,1,2,1,20,1,11.677672873349799
GenAI,Offline,9,399,14,1,8,285631,10,BTech,0,Mid,2,9.09,0,1,1,9,1,3.150918492740634
DataScience,Offline,6,493,10,4,1,176587,12,PhD,0,Startup,1,7.67,1,2,1,21,1,11.892155141658218
FullStack,Online,35,277,6,8,5,319841,1,PhD,1,Startup,2,7.24,2,1,0,8,-1,2.5012428050187436
