Student_ID,College_Tier,Department,CGPA,Gender,Attendance_%,Sessions_Attended,Login_Frequency,Time_Spent_Hours,Active_Days,Videos_Watched,Video_Completion_%,Quizzes_Attempted,Quiz_Score,Doubts_Raised,Doubts_Resolved,Hackathons,Workshops,Placement_Status
22760,2,CSE,5.82,Male,56,48,5,18,5,78,73,46,50,3,13,2,8,1
22761,3,CSE,6.68,Male,72,102,1,37,3,117,52,35,42,13,12,0,8,1
22762,1,Mechanical,8.67,Male,62,147,3,31,1,87,79,12,56,16,11,2,8,1
22763,2,ECE,5.75,Female,90,153,1,33,1,41,41,13,52,17,6,3,6,1
22764,2,Civil,6.33,Female,68,18,1,15,3,142,65,9,60,6,11,0,1,1
22765,2,Civil,8.38,Female,60,43,6,12,5,96,54,28,97,18,6,4,1,0
22766,3,Mechanical,7.98,Female,97,11,2,7,3,199,78,15,67,15,17,4,3,0
22767,2,Civil,5.52,Female,53,119,2,36,5,88,82,38,94,19,10,3,3,0
22768,1,ECE,9.72,Male,93,19,1,31,2,52,43,24,96,8,12,1,5,1
22769,1,Mechanical,5.74,Male,81,153,5,10,4,27,41,16,93,10,8,3,9,1
22770,4,CSE,5.31,Male,42,12,2,21,4,146,40,46,52,4,8,4,6,0
22771,1,ECE,6.52,Male,77,124,2,12,5,191,78,12,42,16,18,2,6,1
22772,4,Civil,5.13,Female,53,57,6,22,5,190,98,12,72,1,16,0,0,0
22773,1,ECE,5.15,Female,95,170,5,15,2,130,64,21,88,18,4,2,9,1
22774,4,CSE,7.89,Male,78,53,6,3,3,49,62,43,51,19,19,1,2,0
22775,2,Mechanical,9.46,Female,83,103,1,26,5,192,55,32,51,9,15,0,8,0
22776,3,ECE,7.01,Male,72,65,3,26,4,49,92,40,90,18,4,2,7,0
22777,3,Mechanical,6.51,Female,73,63,4,23,6,56,98,6,98,18,13,1,9,0
22778,3,Mechanical,9.57,Male,42,79,5,22,1,159,38,39,66,13,17,0,2,0
22779,2,Civil,5.31,Female,55,139,4,29,6,162,44,5,40,10,12,0,0,1
22780,3,Civil,7.37,Male,79,55,5,22,1,30,87,40,86,18,4,4,1,0
22781,1,Mechanical,6.26,Male,78,32,6,30,4,18,81,40,46,11,17,3,8,0
22782,4,CSE,6.91,Female,43,108,5,30,3,173,64,7,40,18,10,2,2,1
22783,2,Mechanical,7.05,Female,89,126,4,24,5,56,76,28,90,14,5,0,2,1
22784,3,CSE,7.73,Female,48,198,4,30,5,171,95,10,48,18,16,0,9,0
22785,1,ECE,7.27,Male,90,74,4,14,1,91,65,43,76,13,7,2,4,0
22786,1,Mechanical,9.94,Female,47,190,4,3,4,69,38,10,62,4,8,0,9,1
22787,2,ECE,5.13,Female,82,44,5,13,1,22,51,17,88,4,7,0,5,0
22788,2,Mechanical,8.79,Male,42,124,4,3,5,19,85,25,98,8,6,2,2,0
22789,3,ECE,5.25,Male,72,143,2,34,1,50,75,24,47,9,5,1,5,1
22790,4,CSE,7.16,Female,90,50,1,30,6,83,96,16,42,12,15,2,4,0
22791,3,ECE,6.01,Female,80,179,4,2,6,105,55,44,66,0,15,2,7,1
22792,3,ECE,9.73,Female,77,24,5,10,6,51,41,34,93,18,11,0,6,1
22793,2,Civil,8.61,Male,43,174,1,28,3,15,65,28,78,19,8,3,5,0
22794,3,Mechanical,7.31,Male,63,161,2,19,3,49,82,38,71,10,19,2,1,0
22795,3,Mechanical,9.76,Male,93,84,2,27,4,166,48,46,83,1,1,2,5,0
22796,4,Mechanical,8.61,Female,96,69,1,38,3,58,98,11,79,4,0,0,6,0
22797,1,Mechanical,9.76,Female,41,11,4,15,6,78,99,38,50,15,17,2,3,1
22798,1,Civil,8.52,Female,93,47,4,34,3,118,78,19,95,2,7,4,8,0
22799,4,CSE,5.39,Male,78,105,5,26,4,120,78,30,52,18,5,2,0,1
22800,1,ECE,8.08,Female,40,175,6,5,4,103,39,19,62,7,13,3,3,0
22801,3,ECE,9.9,Female,98,137,3,20,1,25,53,11,99,11,18,4,2,1
22802,4,CSE,6.07,Female,99,120,4,6,1,25,77,26,71,1,7,4,2,0
22803,4,ECE,8.96,Male,82,105,6,12,3,32,60,48,95,14,19,0,5,1
22804,2,Civil,5.92,Male,59,82,3,6,4,18,56,32,69,10,2,2,1,1
22805,1,Mechanical,7.26,Female,64,57,4,23,4,139,82,6,84,6,14,2,2,1
22806,2,Mechanical,5.42,Male,69,192,2,16,1,15,38,10,96,0,17,4,2,1
22807,3,Civil,6.7,Female,82,44,1,24,2,58,93,45,61,15,2,3,8,1
22808,4,Mechanical,8.88,Female,80,114,1,6,2,186,80,47,99,15,17,1,1,1
22809,3,ECE,5.23,Male,76,154,6,34,6,33,55,21,43,13,18,1,5,1
22810,1,CSE,6.6,Female,95,83,6,22,3,23,43,34,47,15,10,3,5,1
22811,2,CSE,8.15,Male,98,135,2,12,2,97,93,40,69,17,11,1,2,1
22812,1,ECE,9.74,Male,97,12,4,8,2,183,62,45,53,4,5,3,9,1
22813,3,CSE,6.23,Female,49,18,2,28,1,127,99,28,44,19,4,1,5,1
22814,2,CSE,5.87,Female,50,84,6,26,3,126,64,45,66,14,15,3,7,0
22815,1,Mechanical,6.02,Female,52,115,1,38,4,27,63,15,46,6,10,0,5,0
22816,3,ECE,6.18,Female,98,189,1,18,1,51,80,49,58,9,13,1,0,0
22817,1,Civil,8.19,Female,52,199,3,38,2,110,53,41,47,17,5,2,9,0
22818,4,CSE,9.99,Female,76,180,4,6,2,63,61,44,68,12,2,3,4,1
22819,2,ECE,7.62,Male,74,15,3,10,2,190,52,18,83,8,13,4,4,1
22820,2,Civil,6.36,Male,55,77,6,7,5,118,85,26,66,9,17,2,3,1
22821,2,Civil,8.73,Male,74,106,4,6,6,112,58,8,96,2,6,2,2,0
22822,4,Mechanical,5.79,Male,88,13,1,14,5,124,49,24,76,18,3,3,7,0
22823,2,Mechanical,5.15,Female,97,80,4,12,4,135,44,11,75,7,10,4,8,1
22824,4,CSE,8.03,Female,93,158,2,39,3,45,91,35,77,0,10,2,8,1
22825,2,ECE,6.05,Male,97,71,3,35,5,95,89,44,45,4,17,2,3,1
22826,1,ECE,7.0,Female,90,131,1,13,2,126,42,44,88,19,6,4,6,1
22827,1,Mechanical,6.16,Female,86,138,4,15,5,131,53,43,98,12,0,4,5,0
22828,1,Mechanical,9.59,Male,53,68,4,30,2,177,82,36,76,14,17,2,7,0
22829,1,Mechanical,6.69,Male,40,186,4,17,2,76,75,18,70,16,19,1,4,1
22830,4,CSE,7.25,Male,43,162,5,32,5,37,85,15,98,19,0,1,0,0
22831,3,ECE,6.17,Female,95,38,4,39,3,46,30,17,54,12,17,4,1,1
22832,3,CSE,5.42,Female,94,44,4,25,6,111,36,24,60,4,8,2,0,1
22833,1,ECE,7.56,Male,77,186,3,13,4,64,65,27,93,10,7,4,3,1
22834,3,Mechanical,9.34,Male,40,24,2,7,5,36,98,17,98,2,3,2,3,1
22835,3,CSE,6.76,Male,70,31,1,38,3,180,62,16,45,3,4,1,9,0
22836,2,Civil,8.9,Male,40,147,6,8,3,152,52,20,71,17,19,4,4,1
22837,4,CSE,5.16,Male,69,89,1,23,1,164,39,11,96,12,11,1,3,0
22838,1,CSE,6.18,Female,73,13,4,22,3,23,88,46,99,14,1,0,3,1
22839,3,Civil,5.66,Male,96,168,5,31,5,152,33,33,87,9,6,2,0,1
22840,3,Civil,7.01,Male,48,73,4,22,3,109,88,10,75,0,2,3,3,1
22841,1,Mechanical,9.47,Female,52,77,5,23,5,117,97,24,80,7,18,3,5,1
22842,2,Civil,6.87,Female,84,162,1,18,2,170,32,15,97,15,12,4,2,1
22843,1,Civil,8.02,Male,51,180,6,38,1,76,86,32,99,3,9,2,3,0
22844,2,CSE,9.49,Male,87,172,4,28,3,151,59,31,89,17,17,0,1,0
22845,3,CSE,6.8,Female,48,55,2,9,3,54,94,33,64,8,14,1,9,0
22846,4,Mechanical,6.83,Female,69,163,4,30,1,60,63,19,63,4,16,3,3,0
22847,2,Civil,5.44,Male,90,29,5,2,2,140,51,27,50,17,12,3,5,0
22848,2,ECE,6.75,Male,63,94,2,29,2,106,57,25,82,2,19,3,9,1
22849,1,CSE,8.73,Male,96,87,6,5,5,40,37,40,95,6,3,2,4,1
22850,3,Mechanical,9.22,Male,97,11,1,22,5,77,41,15,97,11,14,1,2,1
22851,4,CSE,8.61,Male,55,102,1,30,5,109,30,11,55,8,17,2,7,1
22852,1,CSE,5.03,Male,43,114,6,29,4,170,64,18,82,7,14,4,8,0
22853,1,ECE,5.58,Female,69,36,4,14,2,132,65,33,79,10,10,3,2,1
22854,4,Mechanical,8.65,Male,59,138,1,10,3,161,57,16,83,18,0,3,0,1
22855,3,ECE,9.71,Male,86,112,3,12,2,127,65,19,45,1,17,2,9,1
22856,4,ECE,8.48,Female,65,161,1,39,6,72,71,22,97,1,15,1,8,1
22857,1,Mechanical,6.13,Male,72,15,1,4,4,149,39,36,84,12,13,1,4,0
22858,1,Civil,5.54,Male,54,64,2,32,3,146,87,33,48,14,11,0,1,1
22859,2,ECE,9.39,Female,79,165,5,20,6,193,73,21,52,18,6,0,0,0
22860,4,Civil,5.5,Female,54,42,2,8,5,169,44,19,96,12,16,4,2,1
22861,4,CSE,5.76,Male,77,138,3,26,6,138,37,30,58,18,5,3,6,0
22862,4,Mechanical,7.98,Male,75,197,5,39,3,37,32,36,60,7,15,0,4,0
22863,1,Mechanical,5.95,Male,56,134,1,33,4,122,41,24,95,1,12,1,6,0
22864,3,CSE,6.14,Female,90,150,4,16,1,40,39,34,54,10,17,0,2,1
22865,1,CSE,5.71,Female,62,12,4,30,4,139,92,13,62,12,6,3,9,0
22866,2,CSE,9.72,Male,73,115,2,20,6,198,44,15,68,17,10,3,6,0
22867,1,ECE,5.62,Female,64,40,4,20,3,99,73,28,49,9,3,2,0,0
22868,1,ECE,9.66,Female,74,15,3,28,4,28,83,38,48,7,2,1,7,1
22869,1,ECE,6.63,Female,77,103,4,16,3,131,80,42,68,17,4,1,2,1
22870,2,ECE,9.11,Female,44,164,3,1,1,164,60,32,83,10,0,2,4,0
22871,4,ECE,9.75,Female,50,154,4,37,3,185,95,23,41,15,10,2,3,1
22872,3,Civil,7.6,Female,53,109,5,17,5,172,69,33,91,7,0,3,2,1
22873,3,Civil,8.85,Male,42,116,1,29,6,17,99,15,93,3,1,3,2,0
22874,2,ECE,6.33,Male,91,32,6,3,1,55,51,12,55,9,1,4,6,1
22875,4,Mechanical,6.91,Female,63,128,3,38,5,109,36,46,99,17,15,2,3,0
22876,4,Mechanical,7.76,Female,72,81,5,38,5,191,65,17,48,17,4,3,5,0
22877,2,Civil,9.25,Female,66,77,2,5,4,165,63,25,80,8,14,4,4,1
22878,1,Civil,8.1,Female,64,158,2,39,1,116,62,12,72,7,2,0,3,0
22879,4,Mechanical,5.11,Female,59,31,2,2,5,59,81,42,64,1,11,3,1,1
22880,3,Mechanical,6.52,Male,75,65,3,34,2,85,32,8,82,16,8,3,9,0
22881,2,Mechanical,9.32,Male,50,20,6,32,6,89,72,11,56,5,9,3,4,1
22882,3,Civil,6.2,Male,89,163,2,16,2,168,93,37,79,19,10,1,2,1
22883,1,Civil,6.84,Male,92,44,5,1,2,176,42,30,65,2,17,0,6,0
22884,2,Mechanical,6.95,Male,79,68,4,6,5,82,59,41,90,0,12,2,6,1
22885,3,Civil,5.77,Female,52,47,2,20,2,138,71,34,77,15,8,2,8,1
22886,3,ECE,6.75,Female,56,148,2,34,2,118,47,46,79,19,11,0,8,1
22887,1,Mechanical,9.09,Female,90,168,3,23,6,167,85,22,58,7,10,3,1,0
22888,2,CSE,9.25,Male,87,161,6,21,2,197,76,7,87,2,3,2,4,0
22889,4,Mechanical,7.9,Female,78,42,1,37,1,72,50,24,41,4,13,4,6,1
22890,4,Civil,8.39,Female,45,32,1,20,2,186,77,12,85,0,17,0,1,1
22891,3,CSE,7.67,Female,96,127,1,2,2,123,65,44,46,19,14,3,0,1
22892,1,CSE,5.22,Female,49,47,6,30,4,188,91,19,91,6,0,0,7,0
22893,3,Mechanical,8.48,Male,85,64,1,17,4,147,50,32,59,4,18,3,6,0
22894,1,ECE,9.98,Male,64,45,5,2,2,96,52,40,66,6,0,3,4,1
22895,4,ECE,6.14,Female,44,16,2,32,4,92,41,19,74,8,14,3,0,0
22896,3,Civil,9.91,Male,99,184,6,18,1,98,92,11,82,13,9,1,5,0
22897,3,CSE,9.99,Male,46,110,1,10,1,189,50,18,67,8,19,0,8,1
22898,1,ECE,5.71,Male,86,171,4,24,1,11,91,37,92,12,4,3,6,0
22899,2,Civil,9.63,Male,58,11,5,34,1,61,57,42,76,17,13,2,2,0
22900,1,CSE,8.38,Male,43,143,6,20,3,12,78,40,62,5,2,1,5,0
22901,2,Civil,7.33,Female,49,145,6,22,1,12,62,33,58,0,3,1,0,1
22902,4,ECE,6.72,Male,83,26,3,22,3,180,77,28,41,5,19,3,9,0
22903,3,Civil,8.15,Male,87,76,6,20,6,125,34,31,94,10,0,1,7,1
22904,3,Civil,9.21,Female,57,14,2,33,2,195,35,6,49,19,8,1,0,1
22905,1,ECE,5.17,Male,86,69,6,6,1,90,56,41,88,5,14,3,6,0
22906,1,ECE,7.68,Male,64,150,6,27,5,79,76,14,66,6,12,0,5,0
22907,4,Civil,8.25,Female,69,180,5,24,3,166,78,9,65,13,7,1,1,1
22908,4,ECE,5.13,Male,67,76,5,13,2,185,78,42,91,17,0,3,6,1
22909,2,Mechanical,9.45,Male,93,130,3,5,4,120,58,30,81,18,18,4,3,0
22910,4,Mechanical,9.76,Female,64,69,5,7,2,71,69,7,69,1,5,1,1,0
22911,4,Mechanical,8.06,Male,69,34,6,29,1,122,43,14,92,7,6,4,6,1
22912,4,CSE,5.59,Female,42,46,2,8,2,113,42,28,92,6,6,4,6,0
22913,4,Mechanical,9.66,Female,48,185,1,18,5,41,64,37,90,16,9,4,4,1
22914,2,Mechanical,9.03,Female,90,151,5,23,1,27,86,17,81,2,18,3,5,1
22915,4,Mechanical,5.14,Female,80,18,2,31,4,33,37,26,99,8,16,0,4,1
22916,2,ECE,7.9,Female,51,37,3,38,2,160,77,30,60,7,2,2,3,0
22917,1,ECE,5.57,Male,47,137,6,26,5,192,94,10,73,19,5,2,4,1
22918,3,ECE,5.71,Male,45,40,2,6,1,19,83,29,59,6,12,3,4,1
22919,1,ECE,5.96,Male,46,139,6,18,5,128,36,24,90,0,7,4,5,0
22920,4,ECE,6.98,Female,46,26,4,13,3,114,95,35,87,2,10,3,3,1
22921,3,Mechanical,9.38,Male,77,23,5,4,2,159,59,49,86,3,10,2,1,1
22922,4,Mechanical,5.16,Female,97,79,1,9,6,51,76,34,70,0,12,3,6,0
22923,4,ECE,8.45,Female,48,60,4,6,6,47,80,28,64,14,17,2,4,1
22924,1,Civil,9.82,Female,96,126,2,9,4,70,30,26,97,6,17,2,8,0
22925,4,ECE,8.21,Male,40,97,6,25,3,123,71,5,52,17,7,1,0,1
22926,1,Mechanical,9.08,Male,59,33,5,4,6,108,71,5,91,16,13,0,0,1
22927,4,Mechanical,9.51,Female,55,184,6,21,4,113,32,13,60,6,0,3,4,1
22928,2,ECE,8.57,Female,89,136,4,10,3,90,50,7,83,4,3,4,3,0
22929,3,CSE,8.3,Male,65,57,1,35,4,162,78,8,47,13,9,1,4,0
22930,1,Civil,5.09,Male,84,191,5,19,5,187,33,39,88,7,12,3,3,1
22931,1,ECE,7.59,Female,51,118,1,38,2,60,88,35,64,10,0,2,2,0
22932,3,Mechanical,7.35,Female,59,119,1,21,3,103,55,8,44,2,10,1,7,0
22933,1,Civil,7.61,Female,87,128,2,5,4,88,82,22,84,3,1,4,2,0
22934,3,CSE,7.16,Female,93,115,4,20,2,169,63,19,64,9,13,4,0,1
22935,2,Civil,9.53,Female,69,45,1,28,6,162,31,9,57,3,10,4,2,1
22936,4,ECE,9.45,Female,62,163,1,17,5,43,48,16,56,6,9,2,2,0
22937,2,Mechanical,5.63,Female,76,96,1,23,6,38,96,11,41,2,19,4,5,1
22938,4,Mechanical,7.66,Male,69,112,2,29,3,87,98,31,49,1,4,0,5,0
22939,3,Mechanical,9.8,Female,54,106,3,36,4,38,87,49,69,3,19,4,5,0
22940,2,Civil,7.99,Female,97,109,2,24,6,167,43,5,89,1,7,0,8,1
22941,4,ECE,9.01,Male,64,67,1,17,2,90,41,22,61,4,7,4,7,1
22942,3,ECE,6.87,Female,86,105,2,19,5,22,91,33,75,4,9,0,3,1
22943,4,Civil,6.89,Male,96,163,6,20,1,141,67,8,45,4,4,3,0,0
22944,1,Civil,6.63,Male,75,119,1,30,1,147,84,40,63,5,6,3,9,0
22945,1,CSE,5.11,Male,67,61,2,16,4,65,58,42,41,4,10,3,3,0
22946,3,Mechanical,9.62,Male,56,117,5,4,2,13,42,47,44,15,16,1,6,0
22947,4,Civil,6.75,Male,88,70,4,35,2,108,92,8,41,19,1,4,3,1
22948,1,Mechanical,6.84,Male,53,197,6,7,5,32,57,25,53,11,6,1,2,1
22949,2,CSE,8.8,Female,99,161,5,13,5,71,88,16,90,5,8,3,2,0
22950,4,ECE,7.63,Female,88,32,4,5,3,165,73,8,66,4,17,0,2,1
22951,4,Mechanical,6.81,Male,74,39,3,20,1,180,80,7,49,4,4,0,2,1
22952,1,Civil,9.42,Male,98,65,4,27,5,93,67,45,88,13,3,0,2,0
22953,1,Civil,9.13,Male,57,165,1,15,4,66,38,20,56,2,12,3,9,0
22954,3,CSE,9.88,Female,48,134,2,22,1,181,97,8,77,4,18,1,6,0
22955,4,Mechanical,8.21,Male,92,99,1,38,4,65,54,43,41,0,15,3,3,1
22956,2,ECE,8.45,Male,80,64,6,1,3,114,52,18,82,18,4,3,1,0
22957,1,ECE,6.62,Female,65,69,4,28,1,104,90,5,65,11,4,3,8,1
22958,4,Civil,5.5,Male,76,95,4,9,4,73,92,44,83,15,11,0,6,1
22959,1,CSE,5.53,Male,70,36,4,8,5,33,71,28,88,7,9,2,9,1
22960,3,Civil,8.23,Male,67,107,6,28,2,150,91,32,93,1,1,2,8,0
22961,4,Civil,5.57,Male,55,84,6,8,4,78,70,32,92,4,18,2,5,1
22962,4,Civil,9.53,Female,83,32,5,13,5,57,53,34,66,9,0,1,4,1
22963,3,Civil,8.52,Male,87,141,2,27,4,64,93,27,73,17,6,3,1,1
22964,2,CSE,6.13,Female,85,82,6,10,3,11,33,43,40,16,7,3,4,1
22965,1,Civil,6.4,Female,62,99,4,4,4,61,45,7,91,14,19,3,7,1
22966,3,Mechanical,8.55,Female,42,106,3,20,1,173,36,47,88,18,2,3,7,1
22967,4,Civil,9.12,Female,76,59,6,13,1,140,85,24,97,14,18,4,3,1
22968,3,Civil,9.2,Male,83,59,5,13,3,158,42,33,79,15,11,0,5,0
22969,4,ECE,8.01,Female,96,39,4,4,6,170,31,22,42,14,1,3,0,1
22970,3,ECE,5.78,Female,63,75,6,6,4,12,69,49,66,13,16,0,1,1
22971,2,CSE,9.09,Female,44,100,2,35,2,44,96,42,59,4,8,2,6,1
22972,4,CSE,8.96,Male,83,88,5,32,4,101,49,35,81,6,19,0,5,1
22973,3,Mechanical,9.18,Male,41,80,3,19,2,161,97,8,63,1,19,4,5,0
22974,2,Civil,5.79,Male,70,75,5,35,1,145,75,31,75,14,19,0,6,1
22975,2,ECE,8.42,Male,79,105,3,30,2,24,66,16,87,17,12,2,4,0
22976,1,Mechanical,9.8,Male,69,97,3,32,1,88,96,38,44,19,18,0,7,1
22977,4,Mechanical,6.28,Female,66,155,4,21,6,47,33,10,54,19,10,3,5,1
22978,1,CSE,8.58,Female,78,123,6,39,1,147,44,47,80,8,2,0,2,0
22979,2,ECE,6.29,Male,48,161,1,5,6,100,94,43,66,0,11,4,7,0
22980,1,Civil,6.54,Female,80,186,4,23,1,97,80,37,66,11,10,0,1,1
22981,1,CSE,7.43,Male,68,90,6,22,2,60,47,11,84,17,1,3,1,0
22982,3,Mechanical,9.47,Male,76,13,2,28,4,170,35,38,92,14,17,1,0,1
22983,1,Mechanical,5.19,Female,96,46,1,4,6,13,51,38,45,19,3,4,4,0
22984,2,ECE,9.95,Female,54,114,2,9,2,18,42,33,43,11,1,2,8,1
22985,1,ECE,8.86,Male,93,67,4,8,1,163,84,11,41,9,10,1,7,1
22986,4,Civil,6.8,Male,69,155,6,2,1,186,76,41,43,5,7,0,8,1
22987,3,ECE,6.77,Female,87,113,5,29,4,60,66,7,60,19,13,3,0,0
22988,2,ECE,7.41,Female,62,36,5,19,3,79,99,11,54,11,18,0,0,1
22989,1,CSE,9.38,Female,83,178,1,5,1,156,76,47,74,6,10,4,3,1
22990,4,CSE,5.09,Female,89,177,4,39,5,160,79,20,74,5,19,3,1,1
22991,2,Civil,7.74,Female,60,171,4,6,2,126,68,29,74,9,16,2,1,1
22992,1,CSE,5.28,Female,93,116,1,3,5,63,36,30,52,17,11,4,1,0
22993,3,Civil,5.58,Male,86,136,4,11,2,145,66,6,99,0,16,3,6,1
22994,1,CSE,8.45,Female,58,154,4,36,3,183,93,17,52,19,4,2,0,0
22995,2,Mechanical,6.17,Male,53,171,1,21,3,47,51,26,64,1,9,2,1,1
22996,2,CSE,5.21,Female,41,141,4,27,5,80,70,36,78,17,7,0,9,0
22997,2,Civil,5.82,Female,97,142,5,25,3,137,86,8,94,2,18,0,3,1
22998,4,CSE,6.04,Male,50,85,5,3,1,49,90,13,71,10,3,3,7,1
22999,1,ECE,8.85,Female,71,54,3,7,5,130,44,13,80,11,9,4,7,1
23000,1,Mechanical,8.12,Male,96,91,6,3,3,102,73,43,76,19,6,2,3,1
23001,1,CSE,8.68,Male,87,46,1,32,1,10,40,33,94,16,16,3,2,1
23002,3,Mechanical,6.85,Female,48,119,6,38,5,164,67,40,72,18,6,3,0,1
23003,4,Mechanical,5.57,Male,69,41,6,2,2,40,37,20,40,14,11,2,8,0
23004,4,Mechanical,9.03,Female,73,136,2,7,2,34,60,31,51,0,5,0,5,0
23005,3,Mechanical,5.7,Female,73,61,2,4,4,167,98,42,71,18,2,1,4,0
23006,4,ECE,6.91,Male,73,90,4,31,3,30,40,44,81,10,5,1,7,0
23007,3,ECE,6.31,Female,78,46,4,21,2,116,94,14,77,0,0,3,8,0
23008,2,Civil,6.48,Male,41,30,6,36,4,87,54,13,87,17,19,4,2,0
23009,2,Civil,8.01,Male,50,121,4,16,5,53,56,10,72,2,16,4,9,1
23010,4,Civil,5.82,Female,54,134,2,31,6,70,67,40,75,19,17,2,5,1
23011,2,Civil,7.23,Male,95,107,1,28,6,118,48,25,65,9,1,3,5,1
23012,2,Mechanical,8.19,Female,77,65,1,28,6,106,49,34,71,13,9,3,0,1
23013,2,Mechanical,9.34,Male,92,47,5,27,4,181,43,32,45,19,5,3,9,0
23014,1,Mechanical,6.86,Male,94,124,4,25,2,39,42,45,75,0,12,1,9,1
23015,2,ECE,6.59,Male,96,96,5,13,5,191,44,46,48,2,13,0,7,1
23016,1,ECE,6.84,Male,64,187,5,25,4,84,48,13,55,11,4,0,2,1
23017,3,Mechanical,7.5,Female,98,48,2,2,1,48,36,26,91,11,14,3,6,0
23018,3,Mechanical,6.57,Female,75,133,2,7,1,63,33,21,43,17,15,2,6,1
23019,3,Mechanical,6.25,Male,63,160,1,37,5,62,53,45,68,15,2,3,8,1
23020,3,Mechanical,6.88,Male,54,102,3,29,1,119,46,41,99,15,11,4,8,1
23021,3,ECE,8.89,Male,54,32,3,26,3,105,44,19,46,19,2,3,9,1
23022,2,CSE,6.26,Female,69,187,5,5,4,26,35,18,85,7,3,3,0,1
23023,2,Civil,9.22,Female,69,111,1,24,4,107,83,17,80,10,5,1,3,0
23024,2,Civil,6.43,Female,88,104,2,12,6,176,58,27,52,16,12,3,2,0
23025,3,CSE,8.02,Male,87,58,1,25,2,149,86,30,41,3,6,4,0,1
23026,3,ECE,9.85,Female,42,126,6,29,6,24,58,47,60,10,17,1,5,1
23027,1,ECE,9.76,Female,41,69,1,6,5,84,97,28,56,19,2,2,6,1
23028,4,CSE,7.17,Male,64,49,4,34,5,125,94,47,97,3,1,1,7,1
23029,2,Civil,5.34,Female,46,153,5,17,3,91,50,31,88,1,17,2,0,0
23030,4,Civil,9.51,Male,75,44,4,23,4,29,33,26,44,0,9,4,7,0
23031,3,CSE,5.63,Female,90,129,6,13,3,32,80,45,43,17,14,1,3,1
23032,3,CSE,9.62,Female,66,67,3,5,2,159,78,29,48,18,13,3,4,1
23033,3,Mechanical,8.66,Female,46,99,1,8,1,106,87,46,71,0,19,4,1,1
23034,4,CSE,9.67,Female,48,142,3,27,3,162,65,46,93,9,9,2,5,1
23035,1,CSE,8.33,Male,97,33,2,18,2,171,52,14,91,13,17,3,0,1
23036,3,Civil,9.98,Male,44,194,2,6,2,29,82,6,97,10,9,1,7,1
23037,1,Mechanical,7.34,Female,87,91,2,28,6,190,84,35,62,15,11,4,2,1
23038,1,Mechanical,6.65,Male,69,106,3,4,6,105,72,17,99,5,16,3,3,0
23039,2,Civil,6.97,Male,94,79,2,38,1,146,50,31,84,9,15,4,2,1
23040,4,Civil,6.75,Female,56,170,6,36,2,126,37,19,59,12,12,1,9,1
23041,3,ECE,7.0,Female,80,56,6,4,4,14,74,16,87,7,4,3,7,0
23042,1,Mechanical,9.43,Male,67,27,3,34,5,102,62,34,88,3,19,1,6,1
23043,4,CSE,7.96,Female,92,51,5,1,5,92,70,12,66,4,19,3,8,1
23044,4,Mechanical,8.63,Male,49,18,3,29,6,28,59,35,68,18,12,4,0,0
23045,3,ECE,6.44,Male,42,40,6,36,3,170,85,23,62,7,12,4,0,1
23046,2,CSE,9.95,Male,82,53,2,36,4,156,41,9,87,12,4,4,4,1
23047,2,ECE,6.4,Male,94,195,2,22,2,85,90,48,89,12,8,4,0,0
23048,1,Civil,5.8,Male,93,59,5,6,6,120,60,13,79,19,9,1,2,0
23049,2,ECE,8.89,Male,50,99,6,34,2,75,31,10,68,11,11,2,8,1
23050,2,Civil,9.2,Female,64,15,3,1,3,81,38,45,54,16,8,3,9,1
23051,2,ECE,6.97,Male,47,189,1,10,6,92,81,35,72,19,4,0,2,0
23052,4,Civil,7.71,Female,67,60,6,3,5,78,82,40,97,6,15,0,4,0
23053,3,Mechanical,7.07,Female,86,163,1,33,6,116,63,37,71,2,3,2,9,1
23054,4,Civil,6.47,Male,95,177,2,21,1,187,63,18,98,0,6,1,2,0
23055,4,Mechanical,9.07,Female,52,58,3,10,1,131,42,11,98,19,8,3,1,1
23056,3,Civil,8.79,Female,87,150,5,26,3,185,87,45,93,4,4,4,9,1
23057,4,ECE,7.43,Female,61,97,2,23,2,25,82,19,79,12,5,4,1,0
23058,1,ECE,7.28,Male,44,116,6,16,3,141,61,7,82,13,7,0,9,0
23059,1,ECE,5.9,Female,93,187,3,2,2,43,78,40,62,8,3,1,1,1
23060,4,Civil,8.19,Female,72,89,1,17,5,100,63,25,74,0,7,0,8,1
23061,2,Civil,9.62,Male,81,171,5,21,3,104,38,9,81,7,11,4,0,1
23062,4,ECE,8.59,Female,73,169,6,31,4,157,40,25,88,9,11,1,9,1
23063,2,Mechanical,7.53,Female,93,192,1,39,4,114,89,7,54,0,8,4,6,1
23064,4,Civil,5.19,Male,44,16,6,33,5,121,83,13,42,1,2,2,8,1
23065,1,Mechanical,9.65,Female,71,188,2,26,3,133,54,43,50,13,5,0,3,1
23066,2,Civil,6.54,Female,52,12,2,23,4,135,44,13,65,3,1,2,6,1
23067,1,ECE,6.5,Male,72,81,1,12,3,176,89,35,42,1,19,2,9,0
23068,4,Mechanical,7.35,Male,45,119,2,11,6,32,50,49,83,11,9,0,5,1
23069,3,CSE,7.15,Female,83,140,3,25,3,68,65,30,80,15,2,1,4,1
23070,2,Civil,9.81,Male,41,40,1,6,6,26,37,16,80,14,13,4,9,1
