Lead_ID,College_Tier,Department,CGPA,Family_Income,Stage_Dropped,Time_to_First_Call,Followups,Call_Duration,Understands_Stipend,Understands_Experience,Primary_Concern,Trust_Score
L4157,4,ECE,8.97,3-6L,After Understanding,10,1,10,No,No,Job,4
L4158,4,Civil,5.88,6-10L,After Understanding,26,4,23,Yes,No,Time,8
L4159,3,CSE,9.09,3-6L,Before Counselling,13,3,18,No,No,Fee,8
L4160,3,IT,6.38,3-6L,Before Counselling,42,2,13,Yes,Yes,Job,2
L4161,1,IT,9.61,<3L,Before Counselling,28,0,22,No,Yes,Difficulty,9
L4162,3,IT,8.55,10L+,Before Counselling,36,2,24,No,Yes,Trust,1
L4163,2,IT,8.93,<3L,After Application,11,3,18,No,Yes,Trust,4
L4164,3,ECE,5.43,3-6L,After Application,9,3,16,Yes,No,Difficulty,3
L4165,2,Mechanical,7.91,10L+,Before Counselling,16,1,24,No,No,Fee,2
L4166,2,CSE,9.11,3-6L,After Counselling,17,3,22,No,No,Fee,1
L4167,1,ECE,9.31,<3L,Before Counselling,5,3,22,No,No,Trust,9
L4168,2,Civil,5.14,<3L,After Understanding,5,0,3,Yes,No,Trust,5
L4169,1,Mechanical,9.7,<3L,After Application,38,2,5,Yes,Yes,Difficulty,4
L4170,1,Mechanical,5.22,3-6L,After Counselling,31,0,10,No,No,Trust,1
L4171,4,IT,8.07,3-6L,After Understanding,2,0,13,No,No,Difficulty,6
L4172,2,ECE,8.47,6-10L,After Counselling,27,4,3,No,No,Difficulty,6
L4173,3,Civil,5.54,<3L,After Counselling,46,4,5,No,Yes,Time,7
L4174,4,IT,5.24,6-10L,Before Counselling,43,1,13,No,No,Time,7
L4175,4,IT,8.92,6-10L,After Understanding,19,1,3,No,Yes,Job,2
L4176,3,CSE,6.92,<3L,Before Counselling,43,3,7,No,No,Difficulty,6
L4177,4,Mechanical,5.54,<3L,After Understanding,25,1,8,Yes,Yes,Difficulty,3
L4178,2,Civil,8.81,3-6L,After Application,38,1,19,No,Yes,Job,2
L4179,2,Mechanical,9.25,3-6L,After Understanding,13,3,6,No,No,Time,4
L4180,2,ECE,7.94,<3L,After Application,29,2,23,No,Yes,Difficulty,7
L4181,3,CSE,5.81,<3L,After Application,19,3,23,No,Yes,Fee,5
L4182,3,IT,5.08,6-10L,Before Counselling,35,3,11,No,No,Trust,7
L4183,2,CSE,8.5,<3L,After Application,25,2,19,No,Yes,Trust,4
L4184,1,IT,7.75,<3L,Before Counselling,9,3,12,No,No,Job,1
L4185,3,CSE,8.25,6-10L,After Counselling,35,4,18,No,No,Time,6
L4186,1,IT,9.07,3-6L,After Counselling,15,1,12,No,Yes,Trust,8
L4187,3,Mechanical,7.17,3-6L,After Counselling,22,3,6,No,No,Job,1
L4188,3,Mechanical,5.62,3-6L,After Understanding,13,0,7,Yes,Yes,Job,7
L4189,3,Mechanical,9.7,3-6L,After Application,30,1,15,No,No,Time,7
L4190,3,Mechanical,7.73,3-6L,Before Counselling,21,4,17,No,Yes,Time,1
L4191,4,CSE,8.08,10L+,After Counselling,25,4,15,No,Yes,Fee,2
L4192,2,IT,9.67,<3L,Before Counselling,25,3,2,No,Yes,Job,2
L4193,3,Mechanical,9.66,<3L,After Counselling,40,2,6,No,Yes,Job,4
L4194,3,CSE,7.86,<3L,After Application,22,0,6,No,No,Fee,2
L4195,1,IT,6.49,3-6L,After Counselling,46,3,9,No,Yes,Difficulty,5
L4196,1,CSE,9.99,3-6L,Before Counselling,41,2,15,No,No,Time,8
L4197,2,Mechanical,8.4,<3L,After Counselling,3,4,9,Yes,No,Fee,2
L4198,2,ECE,7.04,<3L,Before Counselling,9,1,10,No,No,Trust,8
L4199,3,CSE,7.8,<3L,After Counselling,24,4,21,No,No,Job,4
L4200,4,Mechanical,7.08,<3L,Before Counselling,44,3,4,No,No,Job,7
L4201,1,Civil,9.44,10L+,After Counselling,47,2,11,Yes,No,Time,6
L4202,1,IT,7.41,3-6L,After Application,32,3,17,Yes,No,Difficulty,4
L4203,4,Mechanical,9.12,<3L,After Counselling,17,4,12,No,No,Difficulty,6
L4204,1,Civil,9.2,<3L,After Understanding,41,0,3,No,No,Time,3
L4205,2,CSE,9.12,<3L,Before Counselling,24,4,2,No,No,Time,4
L4206,3,CSE,8.61,6-10L,After Counselling,8,3,11,No,No,Difficulty,4
L4207,3,Civil,9.27,3-6L,After Understanding,6,2,22,No,No,Time,9
L4208,1,Civil,6.94,10L+,Before Counselling,9,3,7,Yes,No,Difficulty,1
L4209,1,IT,5.57,6-10L,After Counselling,15,1,9,No,No,Fee,8
L4210,1,CSE,9.21,3-6L,After Counselling,24,1,7,Yes,No,Job,9
L4211,3,Civil,7.49,6-10L,After Application,11,2,3,Yes,No,Time,8
L4212,3,ECE,5.64,6-10L,After Counselling,31,4,9,No,No,Trust,5
L4213,2,ECE,5.58,<3L,Before Counselling,46,3,22,No,No,Trust,8
L4214,3,Civil,5.8,3-6L,After Understanding,45,1,4,Yes,No,Trust,5
L4215,4,IT,8.75,3-6L,After Counselling,45,0,23,No,Yes,Difficulty,7
L4216,1,CSE,8.55,3-6L,After Understanding,13,1,13,Yes,Yes,Fee,4
L4217,2,ECE,6.02,<3L,Before Counselling,30,4,7,No,Yes,Fee,6
L4218,3,Civil,9.23,<3L,Before Counselling,25,2,20,Yes,No,Time,6
L4219,2,Civil,6.41,<3L,After Counselling,12,0,8,Yes,Yes,Fee,6
L4220,2,Mechanical,8.96,<3L,After Application,21,3,24,Yes,Yes,Trust,1
L4221,3,Civil,7.44,10L+,After Counselling,24,3,24,No,Yes,Fee,3
L4222,4,IT,8.66,3-6L,After Application,26,2,24,Yes,Yes,Time,1
L4223,4,ECE,6.91,3-6L,After Counselling,12,0,14,No,No,Job,9
L4224,3,Mechanical,6.74,3-6L,After Understanding,37,0,5,No,Yes,Trust,3
L4225,3,ECE,9.21,3-6L,After Application,21,0,22,No,No,Difficulty,8
L4226,2,ECE,5.18,10L+,After Application,23,2,15,No,Yes,Trust,5
L4227,3,IT,9.87,<3L,After Understanding,1,2,5,No,No,Time,7
L4228,2,Civil,8.24,6-10L,After Counselling,45,3,19,No,Yes,Trust,2
L4229,1,IT,7.16,<3L,Before Counselling,10,1,8,Yes,Yes,Fee,4
L4230,3,Civil,8.14,6-10L,Before Counselling,35,4,14,No,No,Time,4
L4231,3,Mechanical,5.61,6-10L,After Counselling,38,3,4,No,No,Time,2
L4232,2,IT,7.57,10L+,After Understanding,28,0,18,No,No,Job,9
L4233,4,IT,9.93,<3L,Before Counselling,1,1,2,No,Yes,Trust,2
L4234,1,CSE,6.18,<3L,After Understanding,8,4,12,No,No,Trust,1
L4235,2,IT,8.61,<3L,After Counselling,41,0,20,No,No,Trust,5
L4236,1,CSE,7.17,3-6L,After Understanding,23,2,8,No,Yes,Time,8
L4237,3,Civil,8.26,3-6L,After Understanding,20,1,15,No,No,Fee,8
L4238,3,Civil,6.02,<3L,After Understanding,32,2,8,Yes,Yes,Job,5
L4239,2,Civil,7.35,6-10L,Before Counselling,23,4,23,No,No,Job,1
L4240,3,CSE,9.9,<3L,After Understanding,7,4,12,No,Yes,Difficulty,7
L4241,2,Civil,5.98,6-10L,After Application,11,0,20,No,No,Job,7
L4242,3,ECE,8.18,<3L,After Understanding,8,2,17,Yes,No,Trust,7
L4243,2,IT,7.88,<3L,After Understanding,43,3,18,No,Yes,Difficulty,6
L4244,2,CSE,7.83,3-6L,After Counselling,14,3,15,No,No,Difficulty,2
L4245,4,Civil,8.08,3-6L,After Understanding,14,2,23,Yes,No,Fee,8
L4246,2,ECE,7.51,<3L,After Understanding,36,4,16,Yes,No,Job,1
L4247,1,IT,5.08,6-10L,Before Counselling,41,1,19,No,No,Job,1
L4248,3,IT,9.5,3-6L,After Application,40,2,13,No,No,Trust,7
L4249,4,Civil,9.13,6-10L,After Counselling,47,0,14,Yes,No,Fee,1
L4250,2,ECE,5.87,6-10L,After Application,27,3,5,No,Yes,Time,4
L4251,1,CSE,7.07,3-6L,After Understanding,20,0,11,Yes,Yes,Time,6
L4252,2,Civil,8.85,10L+,Before Counselling,38,1,10,No,No,Time,5
L4253,3,IT,9.9,6-10L,After Application,25,3,13,Yes,No,Difficulty,9
L4254,1,IT,9.76,10L+,After Application,29,3,5,No,No,Time,8
L4255,3,IT,9.5,6-10L,After Application,14,3,7,Yes,No,Trust,3
L4256,4,Civil,5.79,6-10L,After Application,28,0,15,No,No,Time,3
L4257,2,Mechanical,9.57,3-6L,After Application,30,4,5,Yes,No,Job,6
L4258,2,Mechanical,9.39,<3L,Before Counselling,15,0,11,No,No,Fee,3
L4259,2,Mechanical,6.88,10L+,After Understanding,21,4,6,Yes,No,Fee,1
L4260,1,ECE,6.97,6-10L,Before Counselling,12,2,8,No,Yes,Job,6
L4261,4,Civil,7.3,<3L,Before Counselling,11,3,8,Yes,Yes,Fee,1
L4262,2,IT,8.28,<3L,Before Counselling,39,0,11,No,No,Fee,2
L4263,2,ECE,6.3,3-6L,Before Counselling,6,1,23,No,Yes,Job,9
L4264,3,Mechanical,5.11,3-6L,After Understanding,3,1,21,No,No,Trust,2
L4265,2,CSE,5.71,<3L,After Understanding,41,4,14,No,Yes,Difficulty,2
L4266,3,ECE,7.2,<3L,Before Counselling,15,4,16,Yes,No,Time,5
L4267,1,ECE,6.41,6-10L,After Application,34,3,22,No,No,Job,4
L4268,4,Civil,8.82,<3L,After Understanding,4,4,6,No,No,Job,4
L4269,4,ECE,5.53,3-6L,After Understanding,34,1,17,No,Yes,Fee,3
L4270,3,Civil,9.59,6-10L,Before Counselling,38,0,7,No,Yes,Time,4
L4271,4,CSE,9.48,6-10L,After Application,44,0,5,No,Yes,Difficulty,7
L4272,1,IT,9.54,<3L,After Application,39,4,7,Yes,No,Difficulty,3
L4273,2,IT,8.7,<3L,Before Counselling,41,4,24,No,No,Job,6
L4274,3,Mechanical,5.53,3-6L,Before Counselling,6,1,24,Yes,Yes,Trust,3
L4275,3,Mechanical,7.19,6-10L,After Understanding,22,2,17,Yes,No,Trust,6
L4276,2,CSE,5.66,<3L,After Understanding,37,0,20,No,No,Job,1
L4277,2,IT,9.94,<3L,After Counselling,32,4,7,Yes,Yes,Trust,3
L4278,1,Mechanical,6.67,6-10L,After Counselling,28,3,12,Yes,No,Time,4
L4279,2,ECE,7.93,10L+,Before Counselling,26,4,15,Yes,Yes,Trust,4
L4280,1,Civil,8.9,3-6L,After Counselling,4,4,24,No,No,Time,4
L4281,3,Mechanical,9.6,<3L,After Application,10,0,16,No,No,Trust,1
L4282,2,CSE,8.78,<3L,After Application,27,4,2,No,No,Difficulty,2
L4283,1,IT,8.37,<3L,After Application,20,3,5,Yes,Yes,Job,1
L4284,3,CSE,7.33,<3L,After Understanding,36,3,8,No,Yes,Time,4
L4285,3,Civil,8.03,3-6L,After Counselling,5,3,11,No,No,Difficulty,9
L4286,4,Civil,5.47,3-6L,After Counselling,17,1,2,Yes,No,Job,8
L4287,3,CSE,9.42,<3L,Before Counselling,32,3,15,No,No,Difficulty,1
L4288,2,Mechanical,7.72,6-10L,After Understanding,35,0,7,No,No,Time,8
L4289,4,Mechanical,5.2,3-6L,After Understanding,23,2,15,No,Yes,Trust,2
L4290,3,IT,9.6,3-6L,After Understanding,13,4,23,No,No,Job,5
L4291,1,IT,7.45,10L+,After Application,1,4,20,No,No,Difficulty,9
L4292,3,ECE,9.34,3-6L,After Understanding,31,4,7,No,No,Trust,9
L4293,4,ECE,9.28,10L+,After Counselling,19,3,21,Yes,No,Fee,1
L4294,2,IT,9.08,<3L,Before Counselling,23,3,21,No,No,Time,9
L4295,2,ECE,5.31,<3L,After Counselling,34,3,7,No,No,Time,6
L4296,1,CSE,6.24,3-6L,After Understanding,4,2,12,No,Yes,Trust,1
L4297,1,Mechanical,9.38,3-6L,Before Counselling,44,2,23,No,Yes,Trust,7
L4298,2,ECE,9.49,<3L,After Application,34,2,12,No,Yes,Job,3
L4299,3,ECE,7.29,3-6L,Before Counselling,30,2,18,No,No,Difficulty,5
L4300,1,CSE,7.2,<3L,After Understanding,10,2,21,No,No,Fee,4
L4301,4,Civil,5.88,3-6L,After Understanding,6,4,10,No,Yes,Job,3
L4302,3,IT,9.84,3-6L,Before Counselling,12,4,15,No,Yes,Job,3
L4303,3,CSE,6.07,3-6L,After Understanding,12,2,7,No,No,Fee,4
L4304,4,Civil,5.95,3-6L,After Understanding,18,4,5,No,No,Time,3
L4305,1,CSE,8.3,10L+,After Understanding,36,2,8,No,Yes,Job,6
L4306,2,Mechanical,6.21,<3L,After Understanding,35,2,11,Yes,Yes,Time,2
L4307,3,CSE,9.69,10L+,Before Counselling,25,2,8,No,No,Difficulty,1
L4308,4,CSE,5.05,<3L,Before Counselling,41,4,6,No,Yes,Trust,9
L4309,3,Mechanical,5.03,3-6L,After Counselling,22,1,5,Yes,No,Difficulty,7
L4310,2,IT,7.52,3-6L,After Application,30,1,16,No,No,Trust,1
L4311,4,Civil,7.44,6-10L,After Application,44,1,5,No,No,Job,8
L4312,1,ECE,5.82,6-10L,After Counselling,29,0,16,Yes,No,Trust,1
L4313,4,IT,7.47,6-10L,Before Counselling,7,1,8,Yes,No,Fee,1
L4314,4,CSE,7.06,<3L,After Counselling,40,1,7,No,No,Fee,6
L4315,1,ECE,9.45,6-10L,After Understanding,3,1,5,No,No,Difficulty,9
L4316,3,Mechanical,5.05,<3L,After Understanding,21,3,20,No,No,Fee,3
L4317,1,IT,9.88,<3L,After Application,45,2,3,No,No,Difficulty,2
L4318,2,Civil,8.12,<3L,Before Counselling,20,4,16,Yes,No,Time,1
L4319,3,IT,5.76,3-6L,After Application,9,3,21,No,No,Time,6
L4320,3,IT,5.23,6-10L,After Counselling,41,2,24,Yes,Yes,Difficulty,5
L4321,4,ECE,7.69,<3L,After Application,36,1,3,No,No,Difficulty,7
L4322,3,Mechanical,6.17,<3L,After Application,14,1,14,No,No,Difficulty,5
L4323,2,Mechanical,6.51,3-6L,After Understanding,18,3,15,No,Yes,Trust,6
L4324,4,IT,6.23,10L+,After Application,33,4,10,No,No,Fee,2
L4325,4,Mechanical,8.25,3-6L,After Counselling,2,3,17,Yes,No,Trust,1
L4326,1,ECE,7.77,3-6L,Before Counselling,37,3,23,No,No,Trust,6
L4327,4,ECE,5.39,3-6L,After Application,31,2,10,No,No,Trust,2
L4328,1,Civil,7.63,6-10L,Before Counselling,22,0,18,No,Yes,Time,3
L4329,4,Mechanical,8.96,10L+,After Counselling,46,4,23,No,No,Time,1
L4330,2,Civil,5.41,3-6L,After Application,9,4,4,No,No,Trust,8
L4331,1,CSE,9.45,3-6L,Before Counselling,20,3,23,Yes,No,Job,7
L4332,2,ECE,7.89,6-10L,After Understanding,20,3,6,Yes,No,Trust,8
L4333,3,IT,9.75,10L+,After Understanding,47,1,13,No,No,Job,5
L4334,2,ECE,5.74,<3L,After Counselling,1,3,6,No,No,Job,6
L4335,1,CSE,9.97,3-6L,After Application,30,2,15,No,No,Fee,3
L4336,3,IT,8.22,6-10L,After Counselling,19,1,18,No,No,Difficulty,7
L4337,4,Mechanical,7.84,3-6L,Before Counselling,36,0,6,Yes,No,Trust,4
L4338,2,Mechanical,7.58,3-6L,Before Counselling,14,2,14,No,Yes,Trust,2
L4339,2,ECE,5.12,3-6L,After Counselling,1,4,23,Yes,No,Trust,7
L4340,2,IT,9.7,<3L,Before Counselling,5,4,16,No,No,Difficulty,6
L4341,1,IT,8.22,<3L,After Counselling,10,2,18,Yes,No,Job,1
L4342,4,Civil,5.46,10L+,After Counselling,9,3,11,No,No,Trust,9
L4343,4,CSE,5.1,3-6L,After Understanding,14,3,17,Yes,Yes,Trust,9
L4344,3,Mechanical,5.25,6-10L,Before Counselling,39,3,24,No,Yes,Difficulty,3
L4345,2,ECE,8.05,6-10L,After Counselling,18,4,17,No,Yes,Time,1
L4346,3,IT,8.07,3-6L,After Understanding,42,2,18,No,No,Difficulty,7
L4347,3,Mechanical,7.5,6-10L,After Counselling,25,3,8,No,Yes,Difficulty,4
L4348,4,ECE,6.53,<3L,Before Counselling,36,1,12,Yes,No,Time,3
L4349,3,Mechanical,7.66,3-6L,After Understanding,31,4,15,No,No,Fee,8
L4350,3,ECE,7.58,3-6L,Before Counselling,46,2,13,No,No,Difficulty,9
L4351,3,Mechanical,5.1,3-6L,After Application,35,2,10,No,No,Difficulty,8
L4352,2,Civil,6.41,<3L,After Application,27,2,8,No,No,Trust,4
L4353,4,CSE,5.27,<3L,After Application,22,2,15,No,Yes,Job,7
L4354,3,Mechanical,9.5,<3L,After Application,11,0,17,No,No,Job,2
L4355,3,CSE,8.63,3-6L,After Understanding,10,1,11,No,Yes,Difficulty,1
L4356,2,Mechanical,9.98,10L+,Before Counselling,8,0,6,Yes,Yes,Job,1
L4357,3,IT,6.51,10L+,After Counselling,41,3,20,No,Yes,Trust,5
L4358,3,Civil,9.39,<3L,After Counselling,28,0,8,No,Yes,Difficulty,9
L4359,1,Civil,8.02,<3L,After Counselling,23,0,23,No,No,Difficulty,4
L4360,1,CSE,7.27,<3L,Before Counselling,6,4,9,No,No,Difficulty,4
L4361,3,IT,6.11,<3L,After Understanding,14,2,11,No,No,Trust,7
L4362,3,ECE,8.69,6-10L,Before Counselling,24,0,23,No,No,Job,1
L4363,3,Civil,9.52,10L+,After Application,9,2,24,No,Yes,Difficulty,2
L4364,2,IT,6.18,<3L,After Counselling,46,1,4,Yes,No,Time,7
L4365,3,IT,5.88,<3L,Before Counselling,40,0,15,Yes,No,Difficulty,8
L4366,1,CSE,8.48,<3L,After Application,38,4,21,No,No,Job,3
L4367,2,IT,9.88,<3L,After Application,25,4,24,No,Yes,Fee,9
L4368,1,IT,8.75,6-10L,After Understanding,38,3,23,No,No,Fee,1
L4369,1,ECE,6.42,3-6L,After Counselling,30,0,4,No,No,Fee,2
L4370,2,CSE,7.1,6-10L,Before Counselling,22,1,16,No,No,Time,2
L4371,2,CSE,6.92,3-6L,After Application,2,2,11,No,Yes,Fee,8
L4372,1,IT,9.26,<3L,After Application,25,0,8,No,Yes,Trust,4
L4373,2,ECE,8.86,<3L,After Counselling,24,3,20,No,No,Trust,3
L4374,3,Mechanical,7.94,<3L,Before Counselling,37,4,11,Yes,No,Fee,8
L4375,2,Civil,6.37,6-10L,Before Counselling,3,0,15,No,Yes,Fee,1
L4376,2,CSE,9.69,6-10L,After Counselling,43,3,9,No,No,Job,3
L4377,4,ECE,8.27,6-10L,After Application,26,1,24,No,Yes,Trust,1
L4378,1,ECE,9.85,<3L,After Understanding,30,2,21,Yes,No,Job,3
L4379,3,IT,7.9,6-10L,After Counselling,29,1,2,No,No,Job,6
L4380,1,Civil,9.11,<3L,After Application,7,1,7,No,Yes,Fee,8
L4381,1,CSE,9.07,<3L,After Understanding,9,2,16,No,No,Job,6
L4382,3,Mechanical,6.69,3-6L,After Counselling,45,0,6,No,Yes,Fee,5
L4383,3,IT,9.82,3-6L,After Counselling,30,2,15,No,Yes,Fee,2
L4384,4,CSE,5.11,6-10L,After Application,16,3,10,No,Yes,Difficulty,5
L4385,3,CSE,8.84,3-6L,After Counselling,44,1,7,No,Yes,Trust,6
L4386,4,ECE,9.83,<3L,Before Counselling,40,2,2,No,No,Time,8
L4387,1,Civil,6.69,<3L,Before Counselling,14,4,20,No,No,Trust,9
L4388,1,Mechanical,8.24,<3L,After Understanding,26,2,16,No,No,Time,1
L4389,1,Civil,7.81,<3L,After Counselling,46,2,3,No,Yes,Difficulty,2
L4390,1,ECE,8.81,<3L,Before Counselling,37,3,20,No,No,Difficulty,9
L4391,3,Mechanical,9.33,6-10L,After Application,10,1,18,No,No,Trust,9
L4392,3,Mechanical,8.02,<3L,After Application,30,3,12,Yes,Yes,Difficulty,5
L4393,1,IT,9.08,6-10L,After Application,22,3,19,Yes,No,Difficulty,7
L4394,4,Mechanical,6.56,3-6L,Before Counselling,30,4,15,No,Yes,Fee,4
L4395,4,CSE,6.14,<3L,After Counselling,32,3,20,Yes,Yes,Difficulty,6
L4396,2,Civil,7.15,3-6L,After Counselling,14,3,10,Yes,No,Job,1
L4397,1,Civil,8.39,6-10L,After Counselling,23,4,12,No,Yes,Difficulty,6
L4398,1,IT,5.94,3-6L,After Understanding,17,0,12,No,Yes,Time,3
L4399,1,Mechanical,8.4,<3L,After Counselling,36,3,5,No,No,Trust,8
L4400,1,ECE,6.97,10L+,Before Counselling,29,2,19,No,Yes,Time,8
L4401,3,CSE,8.98,<3L,Before Counselling,24,3,13,No,Yes,Fee,7
L4402,2,IT,5.18,10L+,After Counselling,47,1,24,Yes,No,Difficulty,8
L4403,2,Mechanical,8.34,<3L,After Application,11,2,10,No,Yes,Job,3
L4404,4,ECE,8.25,6-10L,After Understanding,41,2,6,No,No,Fee,1
L4405,3,Mechanical,9.7,3-6L,After Understanding,15,0,2,Yes,No,Trust,8
L4406,4,IT,8.57,3-6L,Before Counselling,22,1,10,No,Yes,Difficulty,5
L4407,1,ECE,8.98,<3L,After Understanding,27,1,8,No,Yes,Trust,3
L4408,2,ECE,9.52,<3L,After Application,34,1,2,Yes,No,Fee,8
L4409,3,ECE,8.38,6-10L,After Counselling,33,3,21,No,No,Job,6
L4410,1,ECE,6.45,6-10L,After Understanding,21,3,18,No,No,Trust,1
L4411,1,Mechanical,9.35,3-6L,After Understanding,24,2,4,No,Yes,Difficulty,2
L4412,3,ECE,8.74,<3L,Before Counselling,20,0,24,No,No,Time,4
L4413,3,Mechanical,7.12,<3L,After Application,4,3,2,No,Yes,Time,9
L4414,2,ECE,8.55,3-6L,Before Counselling,37,3,14,Yes,No,Trust,9
L4415,2,ECE,9.34,<3L,Before Counselling,37,0,21,No,No,Job,2
L4416,2,IT,9.88,<3L,After Understanding,46,1,21,No,No,Fee,1
L4417,1,Mechanical,9.76,3-6L,Before Counselling,33,2,13,No,Yes,Difficulty,1
L4418,2,Mechanical,6.63,3-6L,Before Counselling,31,3,18,No,Yes,Trust,2
L4419,1,Civil,7.11,<3L,After Understanding,34,0,22,No,No,Difficulty,4
L4420,1,IT,5.55,<3L,After Understanding,22,0,9,Yes,No,Job,9
L4421,4,Mechanical,6.24,3-6L,After Understanding,42,1,24,No,Yes,Time,8
L4422,3,IT,9.41,<3L,After Counselling,30,4,24,Yes,Yes,Fee,3
L4423,3,IT,6.8,6-10L,After Application,5,4,16,No,No,Time,1
L4424,2,IT,8.1,<3L,After Counselling,41,4,18,No,No,Fee,6
L4425,2,CSE,8.33,<3L,After Understanding,45,4,3,No,No,Time,7
L4426,2,Mechanical,8.91,6-10L,After Application,23,3,11,No,No,Trust,2
L4427,1,IT,5.91,3-6L,Before Counselling,13,0,2,No,Yes,Job,6
L4428,1,CSE,6.52,<3L,After Application,9,2,14,No,Yes,Time,8
L4429,3,CSE,7.24,3-6L,After Understanding,14,3,13,Yes,Yes,Job,1
L4430,3,ECE,6.82,<3L,After Counselling,17,4,16,No,No,Time,8
L4431,3,ECE,9.91,3-6L,After Application,35,2,11,No,No,Difficulty,3
L4432,2,Mechanical,9.17,<3L,Before Counselling,18,2,3,No,Yes,Time,9
L4433,4,ECE,7.4,6-10L,After Counselling,12,4,23,Yes,Yes,Fee,8
L4434,1,Mechanical,9.4,3-6L,After Counselling,41,2,16,No,No,Difficulty,2
L4435,2,CSE,6.74,3-6L,After Counselling,16,3,21,No,Yes,Trust,2
L4436,2,CSE,8.93,6-10L,After Counselling,30,1,11,No,Yes,Trust,6
L4437,3,Mechanical,6.12,3-6L,Before Counselling,13,3,24,No,No,Trust,9
L4438,4,ECE,8.86,3-6L,After Understanding,18,3,3,No,No,Job,3
L4439,2,ECE,7.28,<3L,Before Counselling,12,1,14,Yes,No,Trust,2
L4440,4,Mechanical,5.54,<3L,After Understanding,34,4,11,Yes,Yes,Time,3
L4441,4,Civil,6.37,6-10L,After Understanding,33,4,18,No,No,Difficulty,6
L4442,2,ECE,7.01,6-10L,After Application,6,1,17,Yes,No,Fee,4
L4443,2,IT,8.75,<3L,Before Counselling,18,3,16,No,Yes,Trust,2
L4444,2,ECE,5.36,6-10L,After Understanding,3,0,13,No,No,Fee,5
L4445,4,Civil,8.3,3-6L,Before Counselling,6,2,10,No,No,Job,8
L4446,1,CSE,8.58,3-6L,Before Counselling,36,2,13,No,Yes,Job,5
L4447,3,CSE,8.27,<3L,After Understanding,22,2,22,No,No,Fee,5
L4448,2,CSE,8.8,<3L,After Understanding,7,0,13,No,No,Time,6
L4449,3,ECE,5.89,3-6L,After Counselling,30,3,20,Yes,No,Fee,9
L4450,2,CSE,7.94,<3L,After Application,2,4,23,No,No,Difficulty,1
L4451,3,Civil,9.71,3-6L,After Understanding,32,1,18,Yes,No,Trust,2
L4452,4,Civil,8.05,10L+,After Understanding,15,2,17,No,No,Time,8
L4453,4,ECE,8.06,6-10L,After Understanding,22,0,11,No,No,Fee,8
L4454,4,IT,8.68,3-6L,After Application,38,1,11,No,Yes,Difficulty,5
L4455,1,ECE,6.67,3-6L,Before Counselling,8,3,21,No,No,Fee,5
L4456,3,CSE,8.5,<3L,After Counselling,8,0,3,No,No,Trust,6
L4457,1,ECE,9.58,10L+,After Counselling,39,0,21,No,No,Job,8
L4458,2,Civil,5.05,10L+,Before Counselling,36,1,2,No,No,Fee,4
L4459,3,ECE,9.35,3-6L,After Application,20,1,17,Yes,Yes,Difficulty,4
L4460,2,ECE,6.09,<3L,After Application,37,2,11,No,No,Fee,1
L4461,3,IT,7.28,<3L,After Understanding,8,3,16,No,No,Trust,1
L4462,4,Civil,9.26,<3L,After Application,14,1,16,No,Yes,Difficulty,7
L4463,1,Mechanical,9.12,3-6L,After Application,20,2,7,Yes,Yes,Job,5
L4464,3,Mechanical,9.46,<3L,After Understanding,35,2,18,Yes,No,Trust,5
L4465,2,Civil,9.7,3-6L,Before Counselling,25,1,14,No,No,Fee,1
L4466,1,Mechanical,7.24,3-6L,After Counselling,18,0,2,Yes,No,Time,2
L4467,1,CSE,8.28,<3L,Before Counselling,47,0,19,No,No,Fee,3
L4468,4,Mechanical,6.95,6-10L,Before Counselling,21,0,24,No,Yes,Job,5
L4469,4,CSE,6.75,<3L,After Understanding,37,2,3,No,Yes,Fee,2
L4470,4,Civil,7.16,6-10L,Before Counselling,47,0,4,No,No,Time,7
L4471,4,Mechanical,8.72,<3L,After Application,31,3,12,No,No,Job,6
L4472,2,Mechanical,7.51,<3L,Before Counselling,6,0,2,No,Yes,Job,8
L4473,2,CSE,9.07,<3L,Before Counselling,42,0,7,Yes,No,Fee,1
L4474,3,CSE,8.73,10L+,After Understanding,47,2,17,No,Yes,Trust,8
L4475,2,ECE,5.1,3-6L,After Understanding,20,4,16,No,Yes,Job,3
L4476,2,IT,8.15,3-6L,After Counselling,28,3,10,Yes,No,Difficulty,8
L4477,2,Mechanical,7.18,<3L,After Application,41,2,13,No,No,Job,6
L4478,3,IT,7.28,3-6L,After Application,36,3,11,Yes,Yes,Difficulty,3
L4479,3,IT,9.09,<3L,After Counselling,40,3,8,No,No,Trust,2
L4480,1,Mechanical,7.74,10L+,After Counselling,26,0,11,No,No,Time,5
L4481,2,CSE,9.43,10L+,After Understanding,13,3,8,No,No,Difficulty,1
L4482,3,ECE,8.56,6-10L,After Counselling,4,0,7,Yes,No,Difficulty,3
L4483,3,Civil,7.76,10L+,Before Counselling,34,3,14,No,Yes,Time,4
L4484,2,Mechanical,8.77,<3L,After Counselling,37,4,12,No,No,Job,6
L4485,3,Mechanical,5.19,<3L,Before Counselling,34,3,9,No,No,Difficulty,8
L4486,1,Civil,5.14,<3L,After Counselling,16,1,6,Yes,No,Difficulty,8
L4487,2,IT,5.42,<3L,After Understanding,23,0,4,No,Yes,Time,6
L4488,3,ECE,7.19,10L+,After Application,23,4,5,No,No,Job,4
