Student_ID,College_ID,Department,CGPA,Admission_Type,Skill_Program,Program_Duration,Bootcamps,Workshops,Hackathons,Internships,Projects,GenAI,ML,College_Tier,NAAC_Grade,NBA_Accredited,Placement_Probability,Placement_Status,Salary_LPA
30966,34,ECE,6.39,Govt,1,10,4,5,0,0,10,0,3,2,A+,0,4.478000000000001,Not Placed,0
30967,44,Mechanical,8.66,Management,0,24,2,2,1,2,4,1,3,4,A+,1,3.5320000000000005,Not Placed,0
30968,18,Mechanical,5.28,Govt,1,23,4,0,0,1,6,2,3,4,A,0,3.356,Not Placed,0
30969,56,IT,8.5,Management,1,8,0,6,7,0,4,2,1,4,A++,0,3.1000000000000005,Not Placed,0
30970,20,Other,6.31,Govt,1,14,4,8,1,0,6,1,2,2,A,1,3.262,Not Placed,0
30971,57,Mechanical,8.64,Management,0,15,2,9,5,2,7,2,2,1,A+,0,4.428,Not Placed,0
30972,32,IT,9.13,Management,0,18,0,4,7,2,2,1,2,4,A+,0,3.0260000000000002,Not Placed,0
30973,22,Mechanical,5.85,Management,1,11,1,6,3,1,3,1,3,2,A++,1,2.57,Not Placed,0
30974,54,CSE,5.84,Govt,1,31,0,4,1,2,1,0,0,3,A,1,2.2680000000000002,Not Placed,0
30975,5,Other,8.73,Management,0,25,4,8,5,1,3,2,0,4,A+,1,2.9459999999999997,Not Placed,0
30976,31,IT,5.85,Govt,0,33,3,0,7,1,8,1,1,1,B++,0,3.8699999999999997,Not Placed,0
30977,21,Mechanical,5.1,Management,1,33,0,0,7,2,4,2,2,1,B++,0,3.02,Not Placed,0
30978,2,CSE,5.31,Management,1,16,4,6,3,0,11,2,1,1,A++,1,4.562,Not Placed,0
30979,34,Other,5.13,Management,1,32,0,0,6,1,2,2,1,2,A+,0,2.126,Not Placed,0
30980,15,CSE,9.54,Govt,1,25,1,8,4,0,10,0,3,1,A+,0,5.108,Placed,10
30981,41,CSE,9.33,Management,1,18,4,3,6,0,8,0,3,3,A+,0,4.466,Not Placed,0
30982,58,Other,7.78,Management,0,10,3,6,6,0,8,1,0,3,B++,0,3.956,Not Placed,0
30983,24,IT,7.56,Govt,1,18,3,4,0,2,11,1,2,4,A,1,5.611999999999999,Placed,19
30984,16,IT,6.22,Govt,1,18,3,7,3,2,11,0,3,4,B++,0,5.343999999999999,Placed,7
30985,38,Mechanical,7.5,Management,0,18,0,0,3,2,1,2,2,1,A+,0,2.4,Not Placed,0
30986,12,Other,9.66,Govt,1,10,2,9,5,2,8,1,0,3,A++,0,5.132,Placed,4
30987,27,Other,7.85,Govt,1,32,1,6,1,0,4,2,0,2,A++,0,2.97,Not Placed,0
30988,10,Other,5.28,Govt,1,24,0,0,6,1,2,1,0,3,A+,1,2.156,Not Placed,0
30989,9,ECE,5.19,Govt,1,27,4,6,6,2,11,2,3,2,A+,1,5.138,Placed,15
30990,38,ECE,9.36,Management,1,19,4,1,0,1,7,2,2,1,A+,0,4.472,Not Placed,0
30991,23,Civil,6.08,Govt,0,31,4,2,3,1,7,0,1,4,B++,1,3.616,Not Placed,0
30992,37,ECE,5.02,Govt,1,7,3,7,4,0,3,1,0,1,B++,1,2.104,Not Placed,0
30993,23,Other,8.72,Govt,0,25,1,2,0,2,7,2,2,4,B++,1,4.444,Not Placed,0
30994,32,ECE,9.1,Govt,0,10,0,1,4,0,10,0,1,4,A+,0,4.82,Not Placed,0
30995,16,Mechanical,6.43,Govt,1,25,1,5,1,0,5,1,1,4,B++,0,2.986,Not Placed,0
30996,56,IT,9.16,Management,1,11,4,6,6,0,10,2,1,4,A++,0,5.032,Placed,13
30997,43,ECE,9.02,Govt,1,22,3,7,6,2,3,2,3,4,B++,1,3.504,Not Placed,0
30998,35,Civil,7.43,Management,0,6,0,2,5,2,2,0,3,1,A+,1,2.686,Not Placed,0
30999,34,Mechanical,9.69,Management,0,24,1,1,4,1,1,2,3,2,A+,0,2.538,Not Placed,0
31000,5,CSE,9.22,Management,1,16,1,7,0,0,2,1,2,4,A+,1,2.6440000000000006,Not Placed,0
31001,57,CSE,5.15,Govt,0,27,4,8,0,1,1,0,0,1,A+,0,1.6300000000000001,Not Placed,0
31002,59,Civil,9.5,Govt,1,25,1,6,7,1,11,0,3,1,A++,0,5.7,Placed,18
31003,15,IT,7.71,Management,0,23,0,2,4,2,4,2,3,1,A+,0,3.342,Not Placed,0
31004,44,Other,7.34,Govt,1,10,1,4,7,1,1,2,2,4,A+,1,2.2680000000000002,Not Placed,0
31005,27,CSE,9.79,Govt,1,20,0,6,0,2,8,2,3,2,A++,0,5.1579999999999995,Placed,18
31006,40,IT,6.42,Management,1,24,1,2,3,2,4,1,1,3,A,0,3.2840000000000003,Not Placed,0
31007,31,ECE,7.19,Govt,1,20,4,0,6,0,8,2,3,1,B++,0,4.038,Not Placed,0
31008,25,ECE,5.92,Management,1,22,0,4,1,2,6,1,2,2,A,0,3.7840000000000003,Not Placed,0
31009,10,ECE,9.36,Govt,1,13,0,1,5,2,6,1,3,3,A+,1,4.4719999999999995,Not Placed,0
31010,51,CSE,5.34,Govt,0,8,0,7,1,1,7,0,2,2,A,0,3.468,Not Placed,0
31011,24,CSE,5.08,Management,0,18,4,4,0,2,1,1,3,4,A,1,1.916,Not Placed,0
31012,30,IT,5.76,Management,1,10,2,4,3,1,11,1,1,1,B++,0,4.952,Not Placed,0
31013,20,IT,8.17,Management,1,16,4,7,2,2,3,1,1,2,A,1,3.334,Not Placed,0
31014,44,Other,5.59,Govt,0,21,1,9,3,0,7,1,1,4,A+,1,3.218,Not Placed,0
31015,54,Civil,9.6,Govt,1,30,3,3,6,1,5,1,3,3,A,1,3.92,Not Placed,0
31016,50,Other,8.39,Govt,0,32,0,7,7,0,8,2,0,3,B++,1,4.078,Not Placed,0
31017,2,ECE,8.41,Management,1,27,3,3,4,1,5,0,3,1,A++,1,3.6820000000000004,Not Placed,0
31018,11,Mechanical,9.86,Govt,0,32,0,4,6,2,9,2,3,3,A+,0,5.271999999999999,Placed,18
31019,50,Mechanical,5.29,Management,1,25,3,8,7,2,4,1,2,3,B++,1,3.0580000000000003,Not Placed,0
31020,39,ECE,8.26,Govt,1,22,1,9,0,1,9,2,1,3,A++,1,4.852,Not Placed,0
31021,45,Civil,9.5,Govt,1,15,4,0,5,1,11,1,0,4,A+,0,5.7,Placed,18
31022,53,Other,8.08,Govt,0,7,1,8,3,1,3,0,1,4,A+,1,2.816,Not Placed,0
31023,40,IT,7.3,Management,1,27,2,5,3,1,8,1,1,3,A,0,4.36,Not Placed,0
31024,24,CSE,5.12,Govt,1,8,3,1,3,0,2,2,2,4,A,1,1.824,Not Placed,0
31025,55,Civil,5.86,Management,0,13,4,8,2,0,10,1,0,4,B++,1,4.172000000000001,Not Placed,0
31026,16,Civil,9.6,Govt,0,33,2,2,3,2,1,0,1,4,B++,0,2.82,Not Placed,0
31027,37,ECE,9.89,Govt,0,19,0,6,4,0,11,1,3,1,B++,1,5.2780000000000005,Placed,5
31028,35,IT,7.46,Management,1,22,1,5,2,2,4,0,3,1,A+,1,3.4920000000000004,Not Placed,0
31029,35,Mechanical,9.49,Govt,0,17,1,0,1,0,8,1,1,1,A+,1,4.298,Not Placed,0
31030,18,Mechanical,7.39,Govt,1,32,3,3,7,1,1,2,3,4,A,0,2.278,Not Placed,0
31031,43,Other,5.8,Govt,0,19,2,4,5,0,4,2,0,4,B++,1,2.36,Not Placed,0
31032,56,Other,5.43,Management,1,24,4,7,4,2,1,2,3,4,A++,0,2.1860000000000004,Not Placed,0
31033,1,Mechanical,9.16,Management,1,34,1,6,5,2,5,0,1,4,A,0,4.132,Not Placed,0
31034,16,Civil,9.69,Govt,1,29,0,4,0,2,7,0,3,4,B++,0,4.838,Not Placed,0
31035,29,Other,7.05,Govt,1,19,1,6,7,0,10,2,1,4,A+,1,4.61,Not Placed,0
31036,46,CSE,5.63,Govt,1,10,2,9,7,2,7,2,0,4,A+,1,4.026,Not Placed,0
31037,9,IT,9.23,Govt,1,7,0,4,2,0,3,0,1,2,A+,1,2.946,Not Placed,0
31038,34,CSE,6.72,Govt,0,13,1,6,1,2,11,2,0,2,A+,0,5.244,Placed,4
31039,51,Mechanical,7.44,Govt,1,27,1,1,4,0,1,0,1,2,A,0,1.9880000000000002,Not Placed,0
31040,35,CSE,9.97,Management,1,32,3,1,7,0,1,2,1,1,A+,1,2.494,Not Placed,0
31041,53,Civil,8.39,Govt,1,27,3,9,3,1,7,1,0,4,A+,1,4.2780000000000005,Not Placed,0
31042,32,ECE,8.61,Management,1,26,2,6,6,1,2,1,0,4,A+,0,2.822,Not Placed,0
31043,0,CSE,6.41,Govt,0,26,3,9,5,1,2,0,0,3,A,1,2.182,Not Placed,0
31044,17,Other,6.28,Management,0,18,4,2,5,1,8,2,3,4,B++,0,3.956,Not Placed,0
31045,3,CSE,6.47,Management,1,8,3,8,6,2,1,0,2,3,A++,0,2.394,Not Placed,0
31046,54,CSE,7.99,Management,1,10,3,8,4,0,11,0,0,3,A,1,5.098,Placed,9
31047,53,Other,9.69,Govt,0,28,3,1,4,2,2,0,1,4,A+,1,3.138,Not Placed,0
31048,46,Mechanical,8.43,Management,0,12,2,4,5,2,11,1,1,4,A+,1,5.585999999999999,Placed,9
31049,26,CSE,6.44,Management,1,18,3,1,0,0,9,0,1,2,A+,0,4.188,Not Placed,0
31050,24,IT,8.21,Management,1,10,3,0,5,1,8,0,0,4,A,1,4.542,Not Placed,0
31051,54,Civil,5.69,Management,0,13,1,4,6,0,9,2,0,3,A,1,3.838,Not Placed,0
31052,27,IT,7.13,Management,1,28,1,0,0,1,11,0,1,2,A++,0,5.226,Placed,12
31053,52,IT,9.44,Govt,0,9,1,2,2,1,7,0,2,3,B++,0,4.288,Not Placed,0
31054,21,Mechanical,6.24,Management,0,13,4,3,6,0,7,1,3,1,B++,0,3.3480000000000003,Not Placed,0
31055,41,CSE,7.79,Govt,0,33,4,7,0,0,2,1,0,3,A+,0,2.158,Not Placed,0
31056,24,Civil,5.38,Management,1,13,0,6,3,1,2,2,2,4,A,1,2.176,Not Placed,0
31057,16,Civil,5.44,Govt,0,22,2,6,4,2,6,2,3,4,B++,0,3.488,Not Placed,0
31058,58,Civil,5.34,Govt,1,33,4,3,3,2,2,1,0,3,B++,0,2.4680000000000004,Not Placed,0
31059,56,CSE,6.05,Govt,0,35,2,1,6,2,2,2,1,4,A++,0,2.41,Not Placed,0
31060,53,Civil,7.28,Govt,0,21,3,2,3,2,5,0,3,4,A+,1,3.5560000000000005,Not Placed,0
31061,43,Civil,9.57,Management,0,14,4,1,3,2,2,2,3,4,B++,1,3.1140000000000003,Not Placed,0
31062,51,ECE,6.74,Govt,0,18,2,0,3,2,11,2,2,2,A,0,5.247999999999999,Placed,13
31063,11,ECE,8.16,Management,1,13,4,7,3,1,7,2,1,3,A+,0,4.232,Not Placed,0
31064,15,Civil,7.78,Govt,1,32,3,3,7,0,3,1,2,1,A+,0,2.656,Not Placed,0
31065,36,Other,5.73,Govt,0,25,2,0,0,1,6,0,2,4,A+,0,3.2459999999999996,Not Placed,0
31066,15,IT,7.37,Management,0,15,4,8,3,2,9,0,3,1,A+,0,4.773999999999999,Not Placed,0
31067,16,Other,5.7,Govt,0,9,2,1,5,1,8,2,3,4,B++,0,3.84,Not Placed,0
31068,54,CSE,6.55,Management,0,14,0,3,4,0,7,0,3,3,A,1,3.41,Not Placed,0
31069,30,IT,5.5,Govt,0,27,3,5,1,2,6,2,1,1,B++,0,3.5,Not Placed,0
31070,14,IT,6.08,Management,1,29,0,2,4,0,7,0,3,4,A++,0,3.5160000000000005,Not Placed,0
31071,12,CSE,6.86,Govt,1,14,3,5,0,1,6,1,3,3,A++,0,3.6719999999999997,Not Placed,0
31072,39,CSE,8.12,Management,1,26,2,3,2,1,2,2,3,3,A++,1,2.7239999999999998,Not Placed,0
31073,26,Mechanical,5.69,Govt,0,26,1,3,3,0,7,2,0,2,A+,0,3.2380000000000004,Not Placed,0
31074,20,Mechanical,7.97,Management,1,35,2,4,5,0,2,1,1,2,A,1,2.394,Not Placed,0
31075,1,Mechanical,6.21,Govt,1,12,4,2,1,1,10,0,3,4,A,0,4.742,Not Placed,0
31076,7,Civil,5.33,Management,0,33,0,2,0,2,9,1,2,1,A++,0,4.366,Not Placed,0
31077,41,Other,9.59,Management,0,16,4,0,3,2,11,0,1,3,A+,0,5.818,Placed,4
31078,6,Civil,5.25,Govt,1,26,1,9,0,2,2,0,1,1,B++,1,2.45,Not Placed,0
31079,9,Civil,9.21,Govt,1,19,1,9,4,0,3,0,1,2,A+,1,2.942,Not Placed,0
31080,56,Other,8.6,Govt,1,34,4,5,0,2,4,0,2,4,A++,0,3.72,Not Placed,0
31081,3,Mechanical,6.45,Management,0,12,4,5,1,1,5,0,1,3,A++,0,3.09,Not Placed,0
31082,42,Other,8.59,Govt,1,31,3,4,4,2,10,1,0,2,A+,1,5.518,Placed,13
31083,40,CSE,6.31,Govt,1,25,3,0,3,0,5,2,2,3,A,0,2.962,Not Placed,0
31084,35,Civil,8.97,Govt,1,26,0,9,3,2,10,2,0,1,A+,1,5.594,Placed,15
31085,34,CSE,5.5,Govt,1,23,2,1,4,2,4,2,2,2,A+,0,3.1,Not Placed,0
31086,42,Other,5.16,Govt,1,19,1,0,1,1,6,1,3,2,A+,1,3.332,Not Placed,0
31087,2,Mechanical,5.69,Govt,1,28,3,8,3,2,11,0,3,1,A++,1,5.2379999999999995,Placed,15
31088,57,CSE,8.59,Govt,0,29,2,0,3,0,9,1,2,1,A+,0,4.417999999999999,Not Placed,0
31089,17,Civil,9.84,Govt,1,6,0,3,1,2,7,2,0,4,B++,0,4.867999999999999,Not Placed,0
31090,57,CSE,8.26,Management,1,11,1,1,7,1,5,2,2,1,A+,0,3.652,Not Placed,0
31091,50,Mechanical,9.38,Management,1,27,0,0,1,1,5,0,3,3,B++,1,3.8760000000000003,Not Placed,0
31092,45,Civil,5.13,Management,1,12,2,7,6,2,3,1,0,4,A+,0,2.726,Not Placed,0
31093,55,Civil,7.05,Govt,1,33,2,4,7,2,8,2,2,4,B++,1,4.61,Not Placed,0
31094,42,Mechanical,7.88,Govt,0,16,3,9,7,1,5,0,3,2,A+,1,3.376,Not Placed,0
31095,23,IT,7.03,Govt,1,16,1,5,7,0,3,1,3,4,B++,1,2.5060000000000002,Not Placed,0
31096,31,ECE,8.57,Govt,1,15,0,7,2,1,1,1,0,1,B++,0,2.5140000000000002,Not Placed,0
31097,33,Mechanical,6.11,Govt,1,29,0,8,2,2,10,2,3,2,A+,0,5.022,Placed,15
31098,58,Other,6.31,Govt,1,32,3,9,6,2,7,2,3,3,B++,0,4.162,Not Placed,0
31099,1,CSE,7.54,Govt,0,20,4,6,4,1,1,1,2,4,A,0,2.108,Not Placed,0
31100,1,IT,8.32,Govt,1,29,0,1,7,1,1,2,1,4,A,0,2.4640000000000004,Not Placed,0
31101,9,Mechanical,5.65,Management,1,35,3,2,6,2,8,1,1,2,A+,1,4.33,Not Placed,0
31102,22,ECE,6.5,Management,0,22,2,4,7,0,6,0,0,2,A++,1,3.0999999999999996,Not Placed,0
31103,14,Civil,6.4,Management,1,31,2,7,2,2,8,0,1,4,A++,0,4.48,Not Placed,0
31104,53,Other,7.42,Management,1,20,4,0,0,0,7,0,3,4,A+,1,3.7840000000000003,Not Placed,0
31105,11,ECE,9.82,Management,1,27,4,6,3,1,4,2,3,3,A+,0,3.664,Not Placed,0
31106,42,ECE,6.96,Govt,1,30,1,9,4,1,9,1,2,2,A+,1,4.592,Not Placed,0
31107,16,Other,9.29,Management,0,19,1,1,6,2,6,0,0,4,B++,0,4.257999999999999,Not Placed,0
31108,17,Mechanical,7.0,Management,0,8,4,9,0,0,4,1,3,4,B++,0,2.6,Not Placed,0
31109,13,Civil,6.62,Govt,1,33,2,4,6,1,6,0,2,3,A+,0,3.6239999999999997,Not Placed,0
31110,16,Civil,5.46,Govt,1,26,1,7,4,0,10,0,2,4,B++,0,4.292000000000001,Not Placed,0
31111,14,ECE,8.55,Govt,1,6,0,6,3,2,10,1,1,4,A++,0,5.51,Placed,17
31112,11,Mechanical,6.44,Govt,1,21,4,3,4,2,6,1,1,3,A+,0,3.8880000000000003,Not Placed,0
31113,58,Civil,8.5,Govt,1,18,0,6,3,2,5,2,2,3,B++,0,4.0,Not Placed,0
31114,15,Civil,6.83,Management,1,21,4,2,3,1,3,2,0,1,A+,0,2.766,Not Placed,0
31115,31,CSE,5.08,Govt,1,30,4,9,5,0,10,2,1,1,B++,0,4.216,Not Placed,0
31116,22,ECE,5.79,Govt,1,33,4,8,3,1,7,0,0,2,A++,1,3.758,Not Placed,0
31117,37,IT,8.89,Management,1,9,1,0,5,0,5,0,3,1,B++,1,3.4780000000000006,Not Placed,0
31118,33,ECE,6.08,Management,1,13,0,3,6,0,11,2,2,2,A+,0,4.716,Not Placed,0
31119,33,Mechanical,6.15,Govt,1,17,2,1,1,0,6,1,3,2,A+,0,3.2300000000000004,Not Placed,0
31120,15,Other,6.67,Govt,1,21,2,9,2,2,8,0,1,1,A+,0,4.534,Not Placed,0
31121,33,Other,5.92,Management,0,11,0,8,2,2,11,0,2,2,A+,0,5.084,Placed,9
31122,39,Civil,7.69,Management,1,20,3,4,1,2,7,1,3,3,A++,1,4.438000000000001,Not Placed,0
31123,6,Civil,7.57,Management,0,26,4,2,1,2,11,0,3,1,B++,1,5.414,Placed,15
31124,32,CSE,8.16,Govt,1,27,2,0,3,1,1,2,3,4,A+,0,2.4320000000000004,Not Placed,0
31125,3,Civil,9.83,Govt,1,24,4,2,2,1,3,2,0,3,A++,0,3.366,Not Placed,0
31126,42,Civil,5.6,Govt,0,29,1,8,5,1,2,1,3,2,A+,1,2.0199999999999996,Not Placed,0
31127,51,Other,6.92,Govt,0,32,1,1,0,2,11,0,1,2,A,0,5.284,Placed,9
31128,6,IT,7.5,Govt,0,27,3,7,7,2,2,1,1,1,B++,1,2.7,Not Placed,0
31129,17,ECE,9.52,Govt,0,9,2,4,3,2,1,0,2,4,B++,0,2.804,Not Placed,0
31130,3,Civil,8.16,Govt,1,9,3,0,5,1,6,0,0,3,A++,0,3.932,Not Placed,0
31131,48,Mechanical,7.11,Management,1,28,2,2,0,1,7,0,3,2,A+,0,4.022,Not Placed,0
31132,10,IT,5.26,Govt,0,15,1,2,7,0,8,0,3,3,A+,1,3.452,Not Placed,0
31133,42,IT,8.79,Management,0,22,4,3,5,0,4,2,0,2,A+,1,2.958,Not Placed,0
31134,19,CSE,7.79,Management,0,8,1,4,3,1,9,1,0,3,B++,0,4.558,Not Placed,0
31135,10,Mechanical,8.38,Management,0,25,3,6,2,1,5,1,1,3,A+,1,3.476,Not Placed,0
31136,14,IT,6.59,Govt,0,32,1,8,5,2,2,1,2,4,A++,0,2.5180000000000002,Not Placed,0
31137,45,ECE,6.29,Govt,1,14,4,8,4,0,4,1,1,4,A+,0,2.6580000000000004,Not Placed,0
31138,16,Mechanical,8.17,Management,1,14,3,7,5,1,8,1,0,4,B++,0,4.534,Not Placed,0
31139,33,ECE,7.12,Govt,1,7,4,4,5,1,8,1,1,2,A+,0,4.324,Not Placed,0
31140,49,CSE,6.75,Management,1,17,4,9,5,2,2,1,2,2,A,1,2.7500000000000004,Not Placed,0
31141,47,CSE,6.06,Management,1,10,4,6,1,0,11,1,2,3,B++,0,4.712,Not Placed,0
31142,11,Civil,7.03,Govt,0,32,4,5,0,1,6,2,0,3,A+,0,3.506,Not Placed,0
31143,41,ECE,9.67,Govt,0,29,1,9,7,1,8,1,0,3,A+,0,4.6339999999999995,Not Placed,0
31144,27,Other,5.55,Govt,1,27,1,5,3,2,4,0,0,2,A++,0,3.1100000000000003,Not Placed,0
31145,47,ECE,5.81,Govt,1,6,0,8,1,0,5,2,0,3,B++,0,2.862,Not Placed,0
31146,34,CSE,8.03,Management,1,13,2,9,3,0,11,2,2,2,A+,0,5.106,Placed,5
31147,7,Other,6.2,Govt,1,27,4,2,6,0,5,2,2,1,A++,0,2.9400000000000004,Not Placed,0
31148,26,ECE,9.36,Govt,1,25,2,6,4,1,11,2,0,2,A+,0,5.672,Placed,5
31149,21,Mechanical,9.25,Management,0,22,2,4,7,1,4,1,3,1,B++,0,3.3499999999999996,Not Placed,0
31150,53,Civil,7.1,Management,1,31,0,9,3,1,4,1,0,4,A+,1,3.12,Not Placed,0
31151,56,Civil,8.4,Govt,1,29,3,6,3,1,2,1,1,4,A++,0,2.7800000000000002,Not Placed,0
31152,23,Mechanical,8.88,Govt,0,12,1,7,6,1,5,1,2,4,B++,1,3.576,Not Placed,0
31153,1,IT,6.65,Management,1,14,2,8,5,2,7,1,0,4,A,0,4.23,Not Placed,0
31154,30,Other,6.59,Govt,0,9,0,7,5,2,6,2,3,1,B++,0,3.718,Not Placed,0
31155,21,Other,5.01,Management,0,13,4,1,4,0,2,0,1,1,B++,0,1.6019999999999999,Not Placed,0
31156,0,ECE,6.17,Govt,0,24,4,1,6,1,4,0,1,3,A,1,2.734,Not Placed,0
31157,13,IT,8.41,Govt,1,9,1,3,6,2,7,2,0,3,A+,0,4.582,Not Placed,0
31158,24,IT,7.21,Management,1,19,3,5,5,1,10,1,2,4,A,1,4.942,Not Placed,0
31159,35,ECE,8.15,Management,0,27,4,9,6,0,2,0,3,1,A+,1,2.23,Not Placed,0
31160,35,Other,6.13,Govt,1,19,2,7,4,1,5,1,3,1,A+,1,3.226,Not Placed,0
31161,40,CSE,8.05,Govt,0,10,1,6,6,0,6,1,1,3,A,0,3.41,Not Placed,0
31162,2,ECE,6.22,Govt,1,30,2,8,1,2,5,2,2,1,A++,1,3.544,Not Placed,0
31163,4,CSE,8.53,Govt,1,28,2,0,7,1,3,2,0,3,A,0,3.106,Not Placed,0
31164,0,Mechanical,5.78,Management,1,11,0,9,1,2,10,1,1,3,A,1,4.956,Not Placed,0
31165,53,CSE,6.45,Management,0,21,1,0,6,1,5,0,2,4,A+,1,3.09,Not Placed,0
31166,18,IT,6.03,Govt,1,31,0,9,5,0,4,1,0,4,A,0,2.6060000000000003,Not Placed,0
31167,32,IT,5.13,Management,1,19,0,1,6,0,3,0,1,4,A+,0,2.126,Not Placed,0
31168,41,IT,9.56,Management,1,6,4,7,7,2,4,2,2,3,A+,0,3.9120000000000004,Not Placed,0
31169,53,Other,5.38,Govt,1,25,2,6,4,2,11,1,3,4,A+,1,5.175999999999999,Placed,12
31170,29,Other,7.08,Govt,1,22,1,3,6,1,10,1,3,4,A+,1,4.916,Not Placed,0
31171,11,CSE,6.77,Govt,0,12,1,7,7,1,11,1,3,3,A+,0,4.954,Not Placed,0
31172,9,IT,5.91,Govt,1,13,2,4,1,2,11,2,1,2,A+,1,5.282,Placed,18
31173,33,Civil,7.22,Management,0,20,2,1,6,2,3,0,0,2,A+,0,2.944,Not Placed,0
31174,15,ECE,7.52,Govt,1,23,4,6,2,0,4,2,3,1,A+,0,2.904,Not Placed,0
31175,39,IT,6.33,Govt,1,24,2,8,4,2,4,0,3,3,A++,1,3.2660000000000005,Not Placed,0
31176,45,Other,7.63,Govt,1,12,0,6,1,0,2,2,1,4,A+,0,2.326,Not Placed,0
31177,28,CSE,8.21,Management,1,8,4,7,0,0,7,1,3,4,B++,0,3.9420000000000006,Not Placed,0
31178,14,IT,7.6,Govt,0,32,1,3,1,2,3,0,0,4,A++,0,3.02,Not Placed,0
31179,47,CSE,9.49,Management,1,34,2,8,5,1,6,2,2,3,B++,0,4.1979999999999995,Not Placed,0
31180,10,ECE,5.69,Govt,1,18,1,9,0,0,8,0,2,3,A+,1,3.7380000000000004,Not Placed,0
31181,43,CSE,9.2,Govt,1,22,0,5,1,1,7,0,0,4,B++,1,4.44,Not Placed,0
31182,33,ECE,5.73,Management,0,25,0,3,7,0,5,1,1,2,A+,0,2.646,Not Placed,0
31183,35,IT,7.15,Management,1,35,0,1,4,0,6,0,2,1,A+,1,3.43,Not Placed,0
31184,29,Other,5.76,Management,1,6,4,0,1,2,5,1,2,4,A+,1,3.4520000000000004,Not Placed,0
31185,34,Civil,8.02,Govt,0,14,1,3,5,1,7,2,2,2,A+,0,4.0040000000000004,Not Placed,0
31186,8,IT,6.73,Govt,0,6,3,7,5,1,5,1,2,3,B++,1,3.146,Not Placed,0
31187,17,ECE,7.26,Management,1,27,3,8,0,2,1,0,3,4,B++,0,2.552,Not Placed,0
31188,18,Other,5.82,Govt,1,16,4,6,4,1,6,0,0,4,A,0,3.464,Not Placed,0
31189,38,Mechanical,7.37,Management,1,22,3,8,7,0,7,2,2,1,A+,0,3.7740000000000005,Not Placed,0
31190,3,Mechanical,8.68,Govt,1,18,2,7,1,0,6,1,3,3,A++,0,3.7359999999999998,Not Placed,0
31191,5,Mechanical,9.67,Govt,1,24,3,1,2,1,8,2,1,4,A+,1,4.834,Not Placed,0
31192,50,IT,6.42,Govt,1,29,1,6,5,1,2,0,1,3,B++,1,2.384,Not Placed,0
31193,32,CSE,7.17,Govt,1,15,3,2,6,1,2,0,3,4,A+,0,2.5340000000000003,Not Placed,0
31194,31,Civil,8.91,Management,0,16,1,9,7,0,3,2,1,1,B++,0,2.682,Not Placed,0
31195,15,Other,7.79,Management,1,16,0,8,3,0,6,0,1,1,A+,0,3.558,Not Placed,0
31196,10,Civil,8.7,Management,1,16,0,2,5,2,1,1,1,3,A+,1,2.8400000000000003,Not Placed,0
31197,21,Other,8.92,Govt,0,23,3,6,1,1,1,1,1,1,B++,0,2.384,Not Placed,0
31198,35,IT,8.67,Management,1,30,0,9,4,1,10,2,2,1,A+,1,5.234,Placed,18
31199,49,ECE,9.76,Management,0,24,3,3,3,0,8,1,2,2,A,1,4.352,Not Placed,0
31200,22,IT,8.66,Management,1,12,1,0,0,2,11,1,0,2,A++,1,5.832,Placed,8
31201,25,Mechanical,5.6,Management,1,25,4,8,4,0,5,1,0,2,A,0,2.8200000000000003,Not Placed,0
31202,59,ECE,9.01,Management,0,7,1,1,2,2,9,0,1,1,A++,0,5.101999999999999,Placed,19
31203,30,Civil,5.45,Govt,0,23,4,7,4,1,8,1,1,1,B++,0,3.79,Not Placed,0
31204,28,IT,6.99,Govt,1,31,4,8,1,2,11,0,3,4,B++,0,5.498,Placed,6
31205,4,CSE,6.76,Govt,1,23,2,2,5,2,6,0,1,3,A,0,3.9520000000000004,Not Placed,0
31206,53,CSE,5.78,Management,1,15,3,6,4,1,5,0,3,4,A+,1,3.156,Not Placed,0
31207,37,Civil,5.54,Govt,0,17,2,8,5,1,11,0,2,1,B++,1,4.707999999999999,Not Placed,0
31208,24,ECE,6.45,Management,1,35,2,4,0,1,11,0,0,4,A,1,5.09,Placed,10
31209,59,Mechanical,8.43,Govt,0,21,4,1,7,0,7,2,1,1,A++,0,3.786,Not Placed,0
31210,33,CSE,6.03,Management,1,26,0,2,1,1,7,2,1,2,A+,0,3.806,Not Placed,0
31211,11,CSE,9.85,Govt,1,24,1,6,4,2,1,1,0,3,A+,0,3.0700000000000003,Not Placed,0
31212,21,IT,5.03,Govt,0,20,1,4,4,0,10,2,3,1,B++,0,4.006,Not Placed,0
31213,8,Other,7.85,Management,1,24,1,5,7,1,6,0,1,3,B++,1,3.87,Not Placed,0
31214,59,Civil,7.79,Govt,1,6,3,5,4,0,4,2,3,1,A++,0,2.958,Not Placed,0
31215,19,CSE,6.37,Govt,1,17,3,6,1,2,8,2,3,3,B++,0,4.474,Not Placed,0
31216,28,IT,7.98,Govt,0,9,3,6,4,2,10,0,3,4,B++,0,5.196,Placed,7
31217,43,ECE,7.81,Management,0,20,1,2,0,1,2,0,1,4,B++,1,2.4619999999999997,Not Placed,0
31218,28,Other,8.44,Management,0,14,1,3,5,0,10,0,1,4,B++,0,4.688,Not Placed,0
